"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016493","GO:0016493","C-C chemokine receptor activity","4/229","24/20759",0.000128870607212955,0.0174149560975415,0.0158099463537782,"Cxcr4/Ccr7/Ccr4/Ccr5",4
"GO:0001637","GO:0001637","G protein-coupled chemoattractant receptor activity","4/229","25/20759",0.000152095686441411,0.0174149560975415,0.0158099463537782,"Cxcr4/Ccr7/Ccr4/Ccr5",4
"GO:0004950","GO:0004950","chemokine receptor activity","4/229","25/20759",0.000152095686441411,0.0174149560975415,0.0158099463537782,"Cxcr4/Ccr7/Ccr4/Ccr5",4
"GO:0019957","GO:0019957","C-C chemokine binding","4/229","25/20759",0.000152095686441411,0.0174149560975415,0.0158099463537782,"Cxcr4/Ccr7/Ccr4/Ccr5",4
"GO:0019956","GO:0019956","chemokine binding","4/229","33/20759",0.000459142162139329,0.0420574220519625,0.0381812955884284,"Cxcr4/Ccr7/Ccr4/Ccr5",4
"GO:0008022","GO:0008022","protein C-terminus binding","9/229","239/20759",0.00139492084764102,0.0995498508698556,0.0903750657172902,"Jak2/Rasgrf1/Tbl1x/Ecm1/Ctnnb1/Sash1/Itpr1/Atp1b1/Coro1a",9
"GO:0031420","GO:0031420","alkali metal ion binding","3/229","21/20759",0.00152150427093666,0.0995498508698556,0.0903750657172902,"Scn3a/Atp1b1/Hdac4",3
"GO:0003779","GO:0003779","actin binding","12/229","415/20759",0.00230724815114258,0.113942902089643,0.103441614170097,"Cxcr4/Coro1c/Ywhah/Myo3b/Sntb1/Coro1a/Klhl2/Actr2/Sipa1l1/Vcl/Diaph3/Ccr5",12
"GO:0046332","GO:0046332","SMAD binding","5/229","86/20759",0.00263820344071009,0.113942902089643,0.103441614170097,"Cited2/Ldlrad4/Tgfbr2/Ctnnb1/Tcf12",5
"GO:0031267","GO:0031267","small GTPase binding","12/229","425/20759",0.00280087700871278,0.113942902089643,0.103441614170097,"Rapgef4/Rasgrf1/Coro1c/Raf1/Farp1/Tbc1d2/Tbc1d30/Gga3/Tmem127/Vcl/Dock10/Diaph3",12
"GO:0031435","GO:0031435","mitogen-activated protein kinase kinase kinase binding","3/229","27/20759",0.0031872036215585,0.113942902089643,0.103441614170097,"Tgfbr2/Sash1/Mapk1",3
"GO:0004896","GO:0004896","cytokine receptor activity","5/229","90/20759",0.00321343771350137,0.113942902089643,0.103441614170097,"Cxcr4/Il1r2/Ccr7/Ccr4/Ccr5",5
"GO:0019955","GO:0019955","cytokine binding","6/229","130/20759",0.00323418717721695,0.113942902089643,0.103441614170097,"Cxcr4/Tgfbr2/Il1r2/Ccr7/Ccr4/Ccr5",6
"GO:0017016","GO:0017016","Ras GTPase binding","11/229","409/20759",0.00593286615283684,0.178133705507724,0.161716418468286,"Rapgef4/Rasgrf1/Coro1c/Raf1/Farp1/Tbc1d2/Tbc1d30/Tmem127/Vcl/Dock10/Diaph3",11
"GO:0030955","GO:0030955","potassium ion binding","2/229","11/20759",0.00624081804222324,0.178133705507724,0.161716418468286,"Atp1b1/Hdac4",2
"GO:0031625","GO:0031625","ubiquitin protein ligase binding","9/229","305/20759",0.00696583290063761,0.178133705507724,0.161716418468286,"Cxcr4/Ambra1/Dnajb2/Sh3kbp1/Traf1/Sipa1l1/Vcl/Snx9/Tnfrsf14",9
"GO:0045294","GO:0045294","alpha-catenin binding","2/229","12/20759",0.00743481798181522,0.178133705507724,0.161716418468286,"Ctnnb1/Vcl",2
"GO:0001085","GO:0001085","RNA polymerase II transcription factor binding","6/229","157/20759",0.0080264736000759,0.178133705507724,0.161716418468286,"Cited2/Ankrd2/Ctnnb1/Lpin1/Rere/Hdac4",6
"GO:0031402","GO:0031402","sodium ion binding","2/229","13/20759",0.00872311177730429,0.178133705507724,0.161716418468286,"Scn3a/Atp1b1",2
"GO:0045125","GO:0045125","bioactive lipid receptor activity","2/229","13/20759",0.00872311177730429,0.178133705507724,0.161716418468286,"S1pr1/Lpar4",2
"GO:0044389","GO:0044389","ubiquitin-like protein ligase binding","9/229","322/20759",0.00974391452338074,0.178133705507724,0.161716418468286,"Cxcr4/Ambra1/Dnajb2/Sh3kbp1/Traf1/Sipa1l1/Vcl/Snx9/Tnfrsf14",9
"GO:0004115","GO:0004115","3',5'-cyclic-AMP phosphodiesterase activity","2/229","14/20759",0.0101034923529386,0.178133705507724,0.161716418468286,"Pde8b/Pde7b",2
"GO:0004559","GO:0004559","alpha-mannosidase activity","2/229","14/20759",0.0101034923529386,0.178133705507724,0.161716418468286,"Man1a/Edem3",2
"GO:0004707","GO:0004707","MAP kinase activity","2/229","14/20759",0.0101034923529386,0.178133705507724,0.161716418468286,"Mapk8/Mapk1",2
"GO:0005545","GO:0005545","1-phosphatidylinositol binding","2/229","14/20759",0.0101034923529386,0.178133705507724,0.161716418468286,"Wdfy1/Snx9",2
