"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042383","GO:0042383","sarcolemma","7/149","165/21298",0.000164583532087581,0.0371495004027006,0.0360405600921722,"Kcnj3/Akap6/Ppp3r1/Aqp4/Vcl/Camk2d/Atp1b1",7
"GO:0044291","GO:0044291","cell-cell contact zone","5/149","82/21298",0.000277235077632094,0.0371495004027006,0.0360405600921722,"Akap6/Vcl/Camk2d/Atp1b1/Pkp4",5
"GO:0014704","GO:0014704","intercalated disc","4/149","62/21298",0.000936638117061491,0.0836730051241598,0.0811753034786626,"Akap6/Vcl/Camk2d/Atp1b1",4
"GO:0030315","GO:0030315","T-tubule","4/149","74/21298",0.00181086298412448,0.12132781993634,0.117706093968091,"Kcnj3/Akap6/Aqp4/Camk2d",4
"GO:0031902","GO:0031902","late endosome membrane","3/149","48/21298",0.00461000074627017,0.227971117645096,0.22116600965569,"Wdr91/Nsg2/Vti1a",3
"GO:0005911","GO:0005911","cell-cell junction","9/149","466/21298",0.00560898159814384,0.227971117645096,0.22116600965569,"Akap6/Cxcr4/Prkch/Pard6g/Aqp4/Vcl/Camk2d/Atp1b1/Pkp4",9
"GO:0031965","GO:0031965","nuclear membrane","6/149","241/21298",0.00707638604777364,0.227971117645096,0.22116600965569,"Nucb2/Akap6/Osbpl6/Tmem201/Gtf3c3/Gch1",6
"GO:0009897","GO:0009897","external side of plasma membrane","8/149","399/21298",0.00714405019567944,0.227971117645096,0.22116600965569,"Kcnj3/Cxcr4/S1pr1/Sell/Aqp4/Ccr4/Cd83/Alcam",8
"GO:0031985","GO:0031985","Golgi cisterna","3/149","60/21298",0.00858225521315288,0.227971117645096,0.22116600965569,"Nucb2/Nsg2/Gorasp2",3
"GO:0005769","GO:0005769","early endosome","6/149","253/21298",0.00887910793110819,0.227971117645096,0.22116600965569,"Wdfy1/Ldlrad4/Cxcr4/Wdr91/Nsg2/Rapgef1",6
"GO:0097038","GO:0097038","perinuclear endoplasmic reticulum","2/149","21/21298",0.00935702348543305,0.227971117645096,0.22116600965569,"Osbpl6/Capn2",2
"GO:0005797","GO:0005797","Golgi medial cisterna","2/149","22/21298",0.0102458542088359,0.228824077330668,0.221993507858111,"Nucb2/Gorasp2",2
"GO:0097440","GO:0097440","apical dendrite","2/149","27/21298",0.015217694731054,0.31371862984019,0.30435389462108,"Slc7a10/Ptk2b",2
"GO:0005795","GO:0005795","Golgi stack","3/149","84/21298",0.0211737672303773,0.397999780004781,0.386119189556877,"Nucb2/Nsg2/Gorasp2",3
"GO:0098688","GO:0098688","parallel fiber to Purkinje cell synapse","2/149","33/21298",0.0222761070898198,0.397999780004781,0.386119189556877,"Kcnj3/Ppp3r1",2
"GO:0051233","GO:0051233","spindle midzone","2/149","35/21298",0.0248763054747569,0.416678116702177,0.404239963964799,"Map10/Pkp4",2
"GO:0009898","GO:0009898","cytoplasmic side of plasma membrane","4/149","162/21298",0.0272132350659514,0.429008646922057,0.416202418655727,"Esyt2/Ptk2b/Ptpn4/Pkp4",4
"GO:0098562","GO:0098562","cytoplasmic side of membrane","4/149","177/21298",0.0359485376575358,0.442952364142512,0.429729905511392,"Esyt2/Ptk2b/Ptpn4/Pkp4",4
"GO:0031901","GO:0031901","early endosome membrane","2/149","47/21298",0.0428125428964104,0.442952364142512,0.429729905511392,"Ldlrad4/Wdr91",2
"GO:0005770","GO:0005770","late endosome","4/149","192/21298",0.0461291670331495,0.442952364142512,0.429729905511392,"Cxcr4/Wdr91/Nsg2/Vti1a",4
"GO:0015629","GO:0015629","actin cytoskeleton","7/149","470/21298",0.0475926132572672,0.442952364142512,0.429729905511392,"Lad1/Auts2/Pawr/Myoz2/Klhl2/Vcl/Myo10",7
"GO:0008023","GO:0008023","transcription elongation factor complex","2/149","52/21298",0.0513494539090918,0.442952364142512,0.429729905511392,"Ice1/Ercc6",2
"GO:0010008","GO:0010008","endosome membrane","4/149","199/21298",0.0513760001655524,0.442952364142512,0.429729905511392,"Ldlrad4/Wdr91/Nsg2/Vti1a",4
"GO:0000922","GO:0000922","spindle pole","3/149","125/21298",0.0575623913882072,0.442952364142512,0.429729905511392,"Map10/Tmem201/Pkp4",3
"GO:0098827","GO:0098827","endoplasmic reticulum subcompartment","7/149","495/21298",0.0595751240931614,0.442952364142512,0.429729905511392,"Sec61b/Akap6/Tmem201/Esyt2/Slc35b3/Gpat3/Vti1a",7
"GO:0005938","GO:0005938","cell cortex","5/149","300/21298",0.0600093779412441,0.442952364142512,0.429729905511392,"Tmem201/Pard6g/Fry/Ptk2b/Rhoj",5
"GO:1902495","GO:1902495","transmembrane transporter complex","5/149","311/21298",0.0677970821367718,0.442952364142512,0.429729905511392,"Kcnj3/Akap6/Kcnk2/Ptk2b/Atp1b1",5
"GO:0005775","GO:0005775","vacuolar lumen","1/149","10/21298",0.0678116343011326,0.442952364142512,0.429729905511392,"Nsg2",1
"GO:0005635","GO:0005635","nuclear envelope","6/149","409/21298",0.0680092298119051,0.442952364142512,0.429729905511392,"Nucb2/Akap6/Osbpl6/Tmem201/Gtf3c3/Gch1",6
"GO:0016324","GO:0016324","apical plasma membrane","5/149","314/21298",0.0700144069374785,0.442952364142512,0.429729905511392,"Slc26a2/Kcnk2/Pard6g/Slc30a5/Atp1b1",5
"GO:0012506","GO:0012506","vesicle membrane","5/149","315/21298",0.0707623727311252,0.442952364142512,0.429729905511392,"Trpm2/Nck2/Nsg2/Rapgef1/Vti1a",5
"GO:0034703","GO:0034703","cation channel complex","4/149","223/21298",0.0717273120619089,0.442952364142512,0.429729905511392,"Kcnj3/Akap6/Kcnk2/Ptk2b",4
"GO:0044440","GO:0044440","endosomal part","4/149","223/21298",0.0717273120619089,0.442952364142512,0.429729905511392,"Ldlrad4/Wdr91/Nsg2/Vti1a",4
"GO:0005667","GO:0005667","transcription factor complex","6/149","417/21298",0.073154550849805,0.442952364142512,0.429729905511392,"Cebpa/Gtf3c3/Ascc1/Arnt2/Mef2b/Hnf1b",6
"GO:0090533","GO:0090533","cation-transporting ATPase complex","1/149","11/21298",0.0743362522309113,0.442952364142512,0.429729905511392,"Atp1b1",1
"GO:1990351","GO:1990351","transporter complex","5/149","322/21298",0.0761216336409384,0.442952364142512,0.429729905511392,"Kcnj3/Akap6/Kcnk2/Ptk2b/Atp1b1",5
"GO:0030496","GO:0030496","midbody","3/149","141/21298",0.0765609111316955,0.442952364142512,0.429729905511392,"Map10/Ankrd54/Pkp4",3
"GO:0000137","GO:0000137","Golgi cis cisterna","1/149","12/21298",0.0808155071009065,0.442952364142512,0.429729905511392,"Nsg2",1
"GO:0031143","GO:0031143","pseudopodium","1/149","12/21298",0.0808155071009065,0.442952364142512,0.429729905511392,"Capn2",1
"GO:0031313","GO:0031313","extrinsic component of endosome membrane","1/149","12/21298",0.0808155071009065,0.442952364142512,0.429729905511392,"Wdr91",1
"GO:0090576","GO:0090576","RNA polymerase III transcription factor complex","1/149","12/21298",0.0808155071009065,0.442952364142512,0.429729905511392,"Gtf3c3",1
"GO:0099026","GO:0099026","anchored component of presynaptic membrane","1/149","12/21298",0.0808155071009065,0.442952364142512,0.429729905511392,"Cntn5",1
"GO:0005916","GO:0005916","fascia adherens","1/149","13/21298",0.0872497121860316,0.442952364142512,0.429729905511392,"Vcl",1
"GO:0045239","GO:0045239","tricarboxylic acid cycle enzyme complex","1/149","13/21298",0.0872497121860316,0.442952364142512,0.429729905511392,"Suclg2",1
"GO:0098533","GO:0098533","ATPase dependent transmembrane transport complex","1/149","13/21298",0.0872497121860316,0.442952364142512,0.429729905511392,"Atp1b1",1
"GO:0016529","GO:0016529","sarcoplasmic reticulum","2/149","71/21298",0.0884138706992843,0.442952364142512,0.429729905511392,"Akap6/Camk2d",2
"GO:0060076","GO:0060076","excitatory synapse","2/149","73/21298",0.0926766478154054,0.442952364142512,0.429729905511392,"Kcnj3/Ppp3r1",2
"GO:0017146","GO:0017146","NMDA selective glutamate receptor complex","1/149","14/21298",0.0936391786123546,0.442952364142512,0.429729905511392,"Ptk2b",1
"GO:0097449","GO:0097449","astrocyte projection","1/149","14/21298",0.0936391786123546,0.442952364142512,0.429729905511392,"Kcnk2",1
"GO:0005639","GO:0005639","integral component of nuclear inner membrane","1/149","15/21298",0.0999842153717396,0.442952364142512,0.429729905511392,"Tmem201",1
"GO:0005665","GO:0005665","RNA polymerase II, core complex","1/149","15/21298",0.0999842153717396,0.442952364142512,0.429729905511392,"Uri1",1
"GO:0031229","GO:0031229","intrinsic component of nuclear inner membrane","1/149","15/21298",0.0999842153717396,0.442952364142512,0.429729905511392,"Tmem201",1
"GO:0032580","GO:0032580","Golgi cisterna membrane","1/149","15/21298",0.0999842153717396,0.442952364142512,0.429729905511392,"Nsg2",1
"GO:0042101","GO:0042101","T cell receptor complex","1/149","15/21298",0.0999842153717396,0.442952364142512,0.429729905511392,"Alcam",1
"GO:1990023","GO:1990023","mitotic spindle midzone","1/149","15/21298",0.0999842153717396,0.442952364142512,0.429729905511392,"Map10",1
"GO:0001725","GO:0001725","stress fiber","2/149","78/21298",0.103585315714705,0.442952364142512,0.429729905511392,"Klhl2/Vcl",2
"GO:0097517","GO:0097517","contractile actin filament bundle","2/149","78/21298",0.103585315714705,0.442952364142512,0.429729905511392,"Klhl2/Vcl",2
"GO:0044453","GO:0044453","nuclear membrane part","1/149","16/21298",0.106285129336388,0.442952364142512,0.429729905511392,"Tmem201",1
"GO:0008076","GO:0008076","voltage-gated potassium channel complex","2/149","80/21298",0.10804317741916,0.442952364142512,0.429729905511392,"Kcnj3/Kcnk2",2
"GO:0016528","GO:0016528","sarcoplasm","2/149","80/21298",0.10804317741916,0.442952364142512,0.429729905511392,"Akap6/Camk2d",2
"GO:0045121","GO:0045121","membrane raft","5/149","360/21298",0.108891511470416,0.442952364142512,0.429729905511392,"Akap6/Ptk2b/Vcl/Capn2/Atp1b1",5
"GO:0098857","GO:0098857","membrane microdomain","5/149","361/21298",0.109834964412404,0.442952364142512,0.429729905511392,"Akap6/Ptk2b/Vcl/Capn2/Atp1b1",5
"GO:0005614","GO:0005614","interstitial matrix","1/149","17/21298",0.112542225273277,0.442952364142512,0.429729905511392,"Tnc",1
"GO:0005640","GO:0005640","nuclear outer membrane","1/149","18/21298",0.118755805858507,0.442952364142512,0.429729905511392,"Nucb2",1
"GO:0030867","GO:0030867","rough endoplasmic reticulum membrane","1/149","18/21298",0.118755805858507,0.442952364142512,0.429729905511392,"Sec61b",1
"GO:0099144","GO:0099144","anchored component of synaptic membrane","1/149","18/21298",0.118755805858507,0.442952364142512,0.429729905511392,"Cntn5",1
"GO:0098589","GO:0098589","membrane region","5/149","373/21298",0.121465389877283,0.442952364142512,0.429729905511392,"Akap6/Ptk2b/Vcl/Capn2/Atp1b1",5
"GO:0005789","GO:0005789","endoplasmic reticulum membrane","6/149","482/21298",0.12289218314749,0.442952364142512,0.429729905511392,"Sec61b/Akap6/Esyt2/Slc35b3/Gpat3/Vti1a",6
"GO:0032432","GO:0032432","actin filament bundle","2/149","87/21298",0.124028396564727,0.442952364142512,0.429729905511392,"Klhl2/Vcl",2
"GO:0031528","GO:0031528","microvillus membrane","1/149","19/21298",0.124926171691547,0.442952364142512,0.429729905511392,"Slc26a2",1
"GO:0031616","GO:0031616","spindle pole centrosome","1/149","19/21298",0.124926171691547,0.442952364142512,0.429729905511392,"Tmem201",1
"GO:0043034","GO:0043034","costamere","1/149","19/21298",0.124926171691547,0.442952364142512,0.429729905511392,"Vcl",1
"GO:0044232","GO:0044232","organelle membrane contact site","1/149","19/21298",0.124926171691547,0.442952364142512,0.429729905511392,"Esyt2",1
"GO:0016363","GO:0016363","nuclear matrix","2/149","89/21298",0.128695933832001,0.442952364142512,0.429729905511392,"Cebpa/Scaf8",2
"GO:0042641","GO:0042641","actomyosin","2/149","89/21298",0.128695933832001,0.442952364142512,0.429729905511392,"Klhl2/Vcl",2
"GO:0005839","GO:0005839","proteasome core complex","1/149","20/21298",0.131053621309384,0.442952364142512,0.429729905511392,"Psmb7",1
"GO:0016010","GO:0016010","dystrophin-associated glycoprotein complex","1/149","20/21298",0.131053621309384,0.442952364142512,0.429729905511392,"Sntb2",1
"GO:0090665","GO:0090665","glycoprotein complex","1/149","20/21298",0.131053621309384,0.442952364142512,0.429729905511392,"Sntb2",1
"GO:0034705","GO:0034705","potassium channel complex","2/149","91/21298",0.133404208621547,0.442952364142512,0.429729905511392,"Kcnj3/Kcnk2",2
"GO:0005849","GO:0005849","mRNA cleavage factor complex","1/149","21/21298",0.137138451200582,0.442952364142512,0.429729905511392,"Scaf8",1
"GO:0012507","GO:0012507","ER to Golgi transport vesicle membrane","1/149","21/21298",0.137138451200582,0.442952364142512,0.429729905511392,"Vti1a",1
"GO:0043194","GO:0043194","axon initial segment","1/149","21/21298",0.137138451200582,0.442952364142512,0.429729905511392,"Camk2d",1
"GO:0005901","GO:0005901","caveola","2/149","93/21298",0.13815119849785,0.442952364142512,0.429729905511392,"Akap6/Atp1b1",2
"GO:0014069","GO:0014069","postsynaptic density","5/149","394/21298",0.14313585260149,0.442952364142512,0.429729905511392,"Nck2/Sipa1l1/Ptk2b/Nr3c1/Pkp4",5
"GO:0071782","GO:0071782","endoplasmic reticulum tubular network","1/149","22/21298",0.143180955819236,0.442952364142512,0.429729905511392,"Tmem201",1
"GO:0030659","GO:0030659","cytoplasmic vesicle membrane","4/149","289/21298",0.14497483659291,0.442952364142512,0.429729905511392,"Trpm2/Nsg2/Rapgef1/Vti1a",4
"GO:0031234","GO:0031234","extrinsic component of cytoplasmic side of plasma membrane","2/149","96/21298",0.145339967385657,0.442952364142512,0.429729905511392,"Esyt2/Ptk2b",2
"GO:0032279","GO:0032279","asymmetric synapse","5/149","397/21298",0.146361908842019,0.442952364142512,0.429729905511392,"Nck2/Sipa1l1/Ptk2b/Nr3c1/Pkp4",5
"GO:0031594","GO:0031594","neuromuscular junction","2/149","98/21298",0.150175208129308,0.442952364142512,0.429729905511392,"Ascc1/Camk2d",2
"GO:0034702","GO:0034702","ion channel complex","4/149","296/21298",0.15403278849187,0.442952364142512,0.429729905511392,"Kcnj3/Akap6/Kcnk2/Ptk2b",4
"GO:0043197","GO:0043197","dendritic spine","3/149","194/21298",0.155014332823933,0.442952364142512,0.429729905511392,"Sipa1l1/Ptk2b/Nr3c1",3
"GO:0030666","GO:0030666","endocytic vesicle membrane","1/149","24/21298",0.155140156966072,0.442952364142512,0.429729905511392,"Rapgef1",1
"GO:0033017","GO:0033017","sarcoplasmic reticulum membrane","1/149","24/21298",0.155140156966072,0.442952364142512,0.429729905511392,"Akap6",1
"GO:0044309","GO:0044309","neuron spine","3/149","197/21298",0.16003152023567,0.442952364142512,0.429729905511392,"Sipa1l1/Ptk2b/Nr3c1",3
"GO:0030057","GO:0030057","desmosome","1/149","25/21298",0.161057432354436,0.442952364142512,0.429729905511392,"Pkp4",1
"GO:0072686","GO:0072686","mitotic spindle","2/149","103/21298",0.162399382444871,0.442952364142512,0.429729905511392,"Map10/Pkp4",2
"GO:0045177","GO:0045177","apical part of cell","5/149","415/21298",0.166358109797744,0.442952364142512,0.429729905511392,"Slc26a2/Kcnk2/Pard6g/Slc30a5/Atp1b1",5
"GO:0030426","GO:0030426","growth cone","3/149","201/21298",0.166797508754701,0.442952364142512,0.429729905511392,"Auts2/Cxcr4/Ptk2b",3
"GO:0002102","GO:0002102","podosome","1/149","26/21298",0.166933540217887,0.442952364142512,0.429729905511392,"Vcl",1
"GO:0035327","GO:0035327","transcriptionally active chromatin","1/149","26/21298",0.166933540217887,0.442952364142512,0.429729905511392,"Ice1",1
