"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030032","GO:0030032","lamellipodium assembly","6/163","68/21092",1.43102205239432e-05,0.0423868731919197,0.0366492279313198,"Vav3/Golph3/Vcl/S1pr1/Kit/Hdac4",6
"GO:0097581","GO:0097581","lamellipodium organization","6/163","88/21092",6.23944142094515e-05,0.0613464285559639,0.0530423471611145,"Vav3/Golph3/Vcl/S1pr1/Kit/Hdac4",6
"GO:0031346","GO:0031346","positive regulation of cell projection organization","13/163","462/21092",6.47222194334404e-05,0.0613464285559639,0.0530423471611145,"Nf1/Bmp7/Cxcr4/Igf1r/Eef2k/Actr2/Ccr7/Ntrk3/Htt/Golga4/Kit/Rims1/Hdac4",13
"GO:0043405","GO:0043405","regulation of MAP kinase activity","10/163","293/21092",9.75721608726412e-05,0.0613464285559639,0.0530423471611145,"Nf1/Ptpn11/Bmp7/Raf1/Igf1r/Trib1/Ccr7/Map3k4/Ntrk3/Kit",10
"GO:0090161","GO:0090161","Golgi ribbon formation","3/163","13/21092",0.000122421851074368,0.0613464285559639,0.0530423471611145,"Stx6/Golph3/Vti1a",3
"GO:0008542","GO:0008542","visual learning","5/163","67/21092",0.000170068685593622,0.0613464285559639,0.0530423471611145,"Nf1/Synpo/Pde8b/Htt/Kit",5
"GO:1903036","GO:1903036","positive regulation of response to wounding","5/163","67/21092",0.000170068685593622,0.0613464285559639,0.0530423471611145,"Plpp3/Cxcr4/Hmgb1/Igf1r/Ntrk3",5
"GO:0048169","GO:0048169","regulation of long-term neuronal synaptic plasticity","4/163","37/21092",0.000186094928474003,0.0613464285559639,0.0530423471611145,"Nf1/Synpo/Kit/Rims1",4
"GO:0007254","GO:0007254","JNK cascade","8/163","203/21092",0.000186400356854718,0.0613464285559639,0.0530423471611145,"Dact1/Marveld3/Wnt16/Igf1r/Trib1/Ccr7/Map3k4/Rassf2",8
"GO:0007632","GO:0007632","visual behavior","5/163","70/21092",0.000209200037946569,0.0619650512397736,0.0535772307709475,"Nf1/Synpo/Pde8b/Htt/Kit",5
"GO:0042326","GO:0042326","negative regulation of phosphorylation","12/163","461/21092",0.000254936104989851,0.0686473402709035,0.0593549802335222,"Nf1/Plpp3/Bmp7/Gfra2/Dact1/Marveld3/Igf1r/Trib1/Ntrk3/Pid1/Hdac4/Rassf2",12
"GO:0032611","GO:0032611","interleukin-1 beta production","5/163","75/21092",0.000289219521442656,0.0713890185427622,0.0617255347078931,"Tnfaip8/Hmgb1/Abca1/Ccr7/Ghsr",5
"GO:0001667","GO:0001667","ameboidal-type cell migration","11/163","406/21092",0.000329636562645363,0.0751064229658128,0.064939737402119,"Nf1/Epb41l5/Iqsec1/Ccr6/Ptpn11/Bmp7/Cxcr4/Marveld3/Hmgb1/Nrp2/Kit",11
"GO:0048708","GO:0048708","astrocyte differentiation","5/163","79/21092",0.00036841989816636,0.0765657323593337,0.0662015092328295,"Nf1/Plpp3/Ptpn11/Sox6/Ntrk3",5
"GO:0001933","GO:0001933","negative regulation of protein phosphorylation","11/163","414/21092",0.000388597495232439,0.0765657323593337,0.0662015092328295,"Nf1/Plpp3/Bmp7/Gfra2/Dact1/Marveld3/Igf1r/Trib1/Ntrk3/Pid1/Rassf2",11
"GO:0009416","GO:0009416","response to light stimulus","9/163","290/21092",0.000438306018044999,0.0765657323593337,0.0662015092328295,"Nf1/Usp47/Synpo/Ppp1cb/Pde8b/Map3k4/Htt/Cacnb4/Kit",9
"GO:0032103","GO:0032103","positive regulation of response to external stimulus","9/163","291/21092",0.00044935131304504,0.0765657323593337,0.0662015092328295,"Ccr6/Hmgb1/Igf1r/Ccr7/Ntrk3/Fcgr1/Cebpa/Ghsr/S1pr1",9
"GO:0071900","GO:0071900","regulation of protein serine/threonine kinase activity","11/163","423/21092",0.000465288042696829,0.0765657323593337,0.0662015092328295,"Nf1/Ptpn11/Bmp7/Raf1/Igf1r/Trib1/Ccr7/Map3k4/Ntrk3/Htt/Kit",11
"GO:0032869","GO:0032869","cellular response to insulin stimulus","7/163","182/21092",0.000545685133815183,0.085069440334767,0.073554123577415,"Ptpn11/Igf1r/Sesn3/Lpin2/Pid1/Ghsr/Dennd4c",7
"GO:0055123","GO:0055123","digestive system development","6/163","134/21092",0.000617551701926475,0.0914594070553109,0.0790791205677428,"Epb41l5/Klf5/Dact1/Igf1r/Gata4/Kit",6
"GO:0046328","GO:0046328","regulation of JNK cascade","7/163","189/21092",0.000682484603854996,0.0938688671194555,0.0811624271301878,"Dact1/Marveld3/Wnt16/Igf1r/Ccr7/Map3k4/Rassf2",7
"GO:0072678","GO:0072678","T cell migration","4/163","52/21092",0.000697202929313984,0.0938688671194555,0.0811624271301878,"Ccr6/Ecm1/Ccr7/S1pr1",4
"GO:0002764","GO:0002764","immune response-regulating signaling pathway","9/163","315/21092",0.000791612865090987,0.0949152906574144,0.0820672028748319,"Wdfy1/Traf3/Tec/Hmgb1/Vav3/Prkch/Ccr7/Cacnb4/Kit",9
"GO:0035019","GO:0035019","somatic stem cell population maintenance","4/163","54/21092",0.000804756591751745,0.0949152906574144,0.0820672028748319,"Bmp7/Raf1/Ascl2/Kit",4
"GO:0032612","GO:0032612","interleukin-1 production","5/163","94/21092",0.000817770263224066,0.0949152906574144,0.0820672028748319,"Tnfaip8/Hmgb1/Abca1/Ccr7/Ghsr",5
"GO:0032006","GO:0032006","regulation of TOR signaling","5/163","95/21092",0.000857884469830996,0.0949152906574144,0.0820672028748319,"Golph3/Sesn3/Fam83d/Clec16a/Rictor",5
"GO:0051403","GO:0051403","stress-activated MAPK cascade","8/163","258/21092",0.000915607176085615,0.0949152906574144,0.0820672028748319,"Dact1/Marveld3/Wnt16/Igf1r/Trib1/Ccr7/Map3k4/Rassf2",8
"GO:2000738","GO:2000738","positive regulation of stem cell differentiation","3/163","25/21092",0.000919691884559246,0.0949152906574144,0.0820672028748319,"Bmp7/Sox6/Gata4",3
"GO:0051148","GO:0051148","negative regulation of muscle cell differentiation","4/163","57/21092",0.000987297439649973,0.0949152906574144,0.0820672028748319,"Bhlha15/Klf5/Sox6/Hdac4",4
