"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005901","GO:0005901","caveola","8/251","93/21298",1.42978922937323e-05,0.00374692627600554,0.00348996004017103,"Jak2/Tgfbr2/Akap6/Coro1c/Igf1r/Fasl/Mapk1/Atp1b1",8
"GO:0009897","GO:0009897","external side of plasma membrane","16/251","399/21298",2.27086440970033e-05,0.00374692627600554,0.00348996004017103,"Lhcgr/Cxcr5/Ly75/Tgfbr2/Izumo1r/Gfra2/Cxcr4/S1pr1/Ceacam2/Itga2/Fasl/Ccr7/Ccr4/Cd6/Alcam/Ccr5",16
"GO:0044291","GO:0044291","cell-cell contact zone","7/251","82/21298",5.20452825964332e-05,0.00572498108560766,0.00533235877830123,"Tmem65/Rap2b/Akap6/Gja5/Camk2d/Atp1b1/Pkp4",7
"GO:0044853","GO:0044853","plasma membrane raft","8/251","117/21298",7.51288283114066e-05,0.00619812833569105,0.00577305733340282,"Jak2/Tgfbr2/Akap6/Coro1c/Igf1r/Fasl/Mapk1/Atp1b1",8
"GO:0043235","GO:0043235","receptor complex","14/251","398/21298",0.000288095610855999,0.0180896207551589,0.0168490247544064,"Lhcgr/Olfm2/Gabrb1/Tgfbr2/Gfra2/Ceacam2/Igf1r/Itga2/Pmp22/Ntrk3/Kctd12b/Cd6/Calcrl/Alcam",14
"GO:0031143","GO:0031143","pseudopodium","3/251","12/21298",0.000328902195548344,0.0180896207551589,0.0168490247544064,"Raf1/Capn2/Mapk1",3
"GO:0005911","GO:0005911","cell-cell junction","15/251","466/21298",0.000450237662985672,0.0212254898264674,0.0197698342243333,"Tmem65/Rap2b/Akap6/Tec/Sh3kbp1/Cxcr4/Ceacam2/Pmp22/Pard3/Gja5/Camk2d/Lims1/Atp1b1/Magi2/Pkp4",15
"GO:0042101","GO:0042101","T cell receptor complex","3/251","15/21298",0.000662657813756647,0.0273346348174617,0.0254600107390712,"Ceacam2/Cd6/Alcam",3
"GO:0014704","GO:0014704","intercalated disc","5/251","62/21298",0.000817778480800674,0.0299852109626914,0.027928808934947,"Tmem65/Akap6/Gja5/Camk2d/Atp1b1",5
"GO:0043218","GO:0043218","compact myelin","3/251","19/21298",0.00136294095344643,0.0439420883521422,0.0409285161047066,"Pmp22/Pard3/Pten",3
"GO:0098802","GO:0098802","plasma membrane receptor complex","8/251","182/21298",0.00146473627840474,0.0439420883521422,0.0409285161047066,"Olfm2/Ceacam2/Igf1r/Itga2/Pmp22/Cd6/Calcrl/Alcam",8
"GO:0097038","GO:0097038","perinuclear endoplasmic reticulum","3/251","21/21298",0.00183846604762972,0.0505578163098173,0.0470905338515682,"Osbpl3/Capn2/Syt6",3
"GO:0099243","GO:0099243","extrinsic component of synaptic membrane","3/251","23/21298",0.0024059244577603,0.0610734670046845,0.0568850155195147,"Olfm2/Farp1/Magi2",3
"GO:0045121","GO:0045121","membrane raft","11/251","360/21298",0.00378699746094719,0.0797448212294815,0.0742758781467579,"Jak2/Rap2b/Tgfbr2/Akap6/Coro1c/Igf1r/Itpr1/Fasl/Capn2/Mapk1/Atp1b1",11
"GO:0097440","GO:0097440","apical dendrite","3/251","27/21298",0.00383826176253242,0.0797448212294815,0.0742758781467579,"Rasgrf1/Slc4a10/Slc7a10",3
"GO:0098857","GO:0098857","membrane microdomain","11/251","361/21298",0.00386641557476274,0.0797448212294815,0.0742758781467579,"Jak2/Rap2b/Tgfbr2/Akap6/Coro1c/Igf1r/Itpr1/Fasl/Capn2/Mapk1/Atp1b1",11
"GO:0098589","GO:0098589","membrane region","11/251","373/21298",0.00492741790507776,0.0956498769809211,0.0890901565500127,"Jak2/Rap2b/Tgfbr2/Akap6/Coro1c/Igf1r/Itpr1/Fasl/Capn2/Mapk1/Atp1b1",11
"GO:0000118","GO:0000118","histone deacetylase complex","4/251","61/21298",0.00581003030251163,0.106517222212713,0.0992122133528302,"Tbl1xr1/Nrip1/Sinhcaf/Zfp217",4
"GO:0014069","GO:0014069","postsynaptic density","11/251","394/21298",0.00732843764454244,0.127283390668369,0.118554226715036,"Abi1/P2ry1/Itpr1/Abhd17c/Actr2/Sipa1l1/Nr3c1/Plcb4/Mapk1/Magi2/Pkp4",11
"GO:0032279","GO:0032279","asymmetric synapse","11/251","397/21298",0.00773535698502662,0.127633390252939,0.118880223138304,"Abi1/P2ry1/Itpr1/Abhd17c/Actr2/Sipa1l1/Nr3c1/Plcb4/Mapk1/Magi2/Pkp4",11
"GO:0031932","GO:0031932","TORC2 complex","2/251","12/21298",0.00844619442454355,0.132725912385684,0.12362349734169,"Sesn3/Rictor",2
