Motif	Num	Protection_Score_DKO	Protection_Score_Prdm1KO	Protection_Diff_DKO_Prdm1KO	TC_DKO	TC_Prdm1KO	TC_Diff_DKO_Prdm1KO	TF_Activity	Z_score	P_values
MA0740.1.KLF14	430	0.10823572452124093	0.17584025276102078	0.06760452823977985	0.5192024162095816	0.5736200544948749	0.054417638285293224	0.12202216652507307	2.0998503512095836	0.035742007378178314
MA0496.2.MAFK	264	0.0684398308225359	0.0672259636371181	-0.0012138671854177996	0.5101582637315157	0.5304202405653925	0.02026197683387676	0.01904810964845896	0.011155292448021582	0.991099548981035
MA0591.1.Bach1::Mafk	332	0.0564182091457487	0.04875729230823923	-0.007660916837509468	0.5038427032415381	0.5300136857484197	0.026170982506881546	0.018510065669372078	0.00024176884215106195	0.9998070963754437
MA0690.1.TBX21	710	0.07542710247331799	0.10255054908024044	0.027123446606922452	0.5532061047280389	0.47969898530825816	-0.07350711941978072	-0.04638367281285827	-1.3160434686600537	0.18815945331257422
MA0659.1.MAFG	144	0.20296109289196665	0.1431568276939138	-0.05980426519805285	0.5063006043236526	0.49499185675769003	-0.011308747565962618	-0.07111301276401547	-1.817646024965159	0.06911825229163752
MA0002.2.RUNX1	1950	0.1473246327490651	0.16242429273555006	0.015099659986484965	0.5353254979834384	0.4901764703726123	-0.04514902761082612	-0.030049367624341156	-0.9847232937499861	0.32476000760310786
MA0741.1.KLF16	1456	0.0328011152356182	-0.012939435266417299	-0.045740550502035494	0.4819815148804951	0.5116850820113464	0.029703567130851316	-0.01603698337118418	-0.7005002706043952	0.4836149362284514
MA0501.1.MAF::NFE2	296	0.04772505159883116	0.07972476174725619	0.03199971014842503	0.5192204319343623	0.5589660115145538	0.03974557958019154	0.07174528972861657	1.0800491768171676	0.28012028197826955
MA0731.1.BCL6B	104	0.2517938370464247	0.35442800947143194	0.10263417242500722	0.4793193109600687	0.4478862808900268	-0.03143303007004189	0.07120114235496533	1.0690118537762265	0.2850643281115355
MA0140.2.GATA1::TAL1	118	-0.0387059138612105	-0.008166724932985338	0.030539188928225162	0.4930763886004461	0.46885033959531647	-0.024226049005129646	0.0063131399230955156	-0.24715703539118175	0.8047866947051496
MA1421.1.TCF7L1	382	0.25032301501357146	0.2716113037485165	0.021288288734945038	0.4607314421886175	0.47450668729220735	0.01377524510358985	0.03506353383853489	0.33600738028859434	0.7368653010543937
MA0768.1.LEF1	350	0.42394794618992815	0.4864584706867765	0.06251052449684835	0.5216552268407803	0.5262851646312152	0.004629937790434968	0.06714046228728332	0.9866462303382597	0.3238160982025624
MA0463.1.Bcl6	186	0.226593626721679	0.24955345310453697	0.022959826382857984	0.47383851279770056	0.4816012692029984	0.007762756405297833	0.030722582788155817	0.24795682382545747	0.8041678133136889
MA0482.1.Gata4	260	-0.06310693090729975	0.03990596847382024	0.10301289938111999	0.4561610954962803	0.42039445458708974	-0.03576664090919057	0.06724625847192942	0.9887921685950276	0.32276483666571054
MA1107.1.KLF9	1780	-0.18620912974628334	-0.2169242978762453	-0.030715168129961945	0.43565975680806723	0.43122403993495884	-0.004435716873108397	-0.03515088500307034	-1.0882009507865111	0.2765064050973388
MA1104.1.GATA6	226	0.08859037656339738	0.14799779877633706	0.05940742221293968	0.4616859660809132	0.42240101231301064	-0.039284953767902586	0.020122468445037095	0.032947265861660996	0.9737166405299124
MA0036.3.GATA2	250	-0.09200088998699893	0.0567924940806372	0.14879338406763612	0.43283288302968326	0.3886377049384494	-0.044195178091233855	0.10459820597640226	1.7464279319523484	0.08073661986162986
MA0769.1.Tcf7	404	0.2663604226606806	0.3213329381466503	0.05497251548596971	0.4870995240426618	0.49111305651731524	0.004013532474653414	0.05898604796062312	0.8212445221041373	0.4115070011432488
MA0523.1.TCF7L2	414	0.3878855095880872	0.4469509054848188	0.0590653958967316	0.5438665038143382	0.558651328749136	0.014784824934797824	0.07385022083152942	1.1227449715352067	0.2615458223257433
MA0766.1.GATA5	218	-0.16992258942344213	-0.1324051240664114	0.03751746535703074	0.49014964547866174	0.4752937894298259	-0.014855856048835825	0.022661609308194913	0.08445044185803907	0.9326983036844464
MA0035.3.Gata1	260	-0.08846239421826851	-0.00525078532550256	0.08321160889276595	0.44471406761553905	0.412159012339722	-0.032555055275817035	0.050656553616948916	0.6522915430206667	0.5142131146339657
MA0511.2.RUNX2	902	0.07795914809580906	0.13092035695183557	0.05296120885602651	0.5334314104732759	0.509681274029256	-0.02375013644401991	0.0292110724120066	0.21729779814763464	0.8279762729269188
MA0495.2.MAFF	226	0.13353378711263328	0.10994122194813594	-0.023592565164497342	0.5237275798217434	0.5455447203873321	0.0218171405655887	-0.0017754245989086426	-0.41122306582666895	0.6809089764489581
MA0684.1.RUNX3	992	0.2494145534770711	0.24985927841471411	0.00044472493764302623	0.5411570728187587	0.5183498830557164	-0.0228071897630423	-0.022362464825399275	-0.8288044499137321	0.4072150698059873
MA0037.3.GATA3	212	-0.17275734960303588	-0.1471918258361942	0.02556552376684168	0.49030863118424295	0.4786689615972247	-0.011639669587018231	0.01392585417982345	-0.09274300981924723	0.9261077273410094
MA0508.2.PRDM1	364	0.29380140026995416	0.20336374911470756	-0.0904376511552466	0.5118082343223781	0.5136501217071788	0.0018418873848007333	-0.08859576377044587	-2.1722609323339572	0.029835987019704895
MA0089.1.MAFG::NFE2L1	724	-0.02630493124342346	-0.06712882454813948	-0.04082389330471602	0.5084374836549381	0.5081754519812487	-0.0002620316736894335	-0.04108592497840546	-1.2085855315832894	0.2268221176992984
MA0493.1.Klf1	1188	-0.04500997882923556	-0.051482447366544816	-0.006472468537309255	0.4843683806814474	0.4775553429473285	-0.006813037734118899	-0.013285506271428153	-0.6446901297118965	0.5191280139164722
MA0742.1.Klf12	576	-0.13189200988146077	-0.13645270000153115	-0.0045606901200703764	0.5265327190892595	0.5336651662590891	0.0071324471698296366	0.00257175704975926	-0.3230461297660515	0.7466603068567397
MA0599.1.KLF5	1632	0.15549478786111148	0.16841979728695755	0.012925009425846068	0.4977599289866432	0.5331931008280429	0.03543317184139977	0.04835818126724584	0.6056720437445411	0.5447325516952924
MA0039.3.KLF4	920	-0.3800992183587768	-0.3513916857832068	0.028707532575570016	0.49014051082125454	0.46115472703492233	-0.02898578378633221	-0.0002782512107621926	-0.3808548473376392	0.7033109584723676
MA0117.2.Mafb	204	0.24416372077229076	0.31757423546222197	0.0734105146899312	0.4475954918608132	0.4545015280091224	0.0069060361483092025	0.08031655083824041	1.2539060808767788	0.2098761445403361
MA0657.1.KLF13	190	0.019502860668498954	-0.02705048539206345	-0.046553346060562405	0.5003354933858416	0.5091736516045725	0.008838158218730907	-0.0377151878418315	-1.1402145047917343	0.25419694601373255
