Motif	Num	Protection_Score_DKO	Protection_Score_Bcl6KO	Protection_Diff_DKO_Bcl6KO	TC_DKO	TC_Bcl6KO	TC_Diff_DKO_Bcl6KO	TF_Activity	Z_score	P_values
MA0740.1.KLF14	66	0.2553846792922302	0.3274380877780495	0.07205340848581931	0.8318084870193541	0.7865241655338495	-0.04528432148550454	0.026769087000314773	0.30620413300336596	0.7594492257716544
MA0496.2.MAFK	50	0.02104033448325282	0.026286959467935925	0.005246624984683104	0.9025213491686042	0.860211861819562	-0.04230948734904216	-0.03706286236435906	-0.06290766684833754	0.9498400296770417
MA0591.1.Bach1::Mafk	60	0.3317073140472012	0.16898759657958912	-0.1627197174676121	0.9632982630927053	0.8838725131582735	-0.07942574993443174	-0.24214546740204385	-1.2488092446188768	0.21173485187634744
MA0690.1.TBX21	106	0.42534368901454533	0.29758822039172905	-0.12775546862281628	0.7115042337180489	0.7880342518063047	0.07653001808825577	-0.05122545053456051	-0.1448036211798619	0.8848659230743673
MA0659.1.MAFG	30	0.2840445155239134	0.23658263521142475	-0.04746188031248866	0.8656594758824029	0.8365277205681741	-0.029131755314228736	-0.0765936356267174	-0.2914965633747195	0.7706715718484449
MA0002.2.RUNX1	226	0.12927436863288105	0.13412455812594573	0.004850189493064677	0.7934749868085462	0.7808838522778111	-0.012591134530735126	-0.007740945037670449	0.10664795204282909	0.9150682752581024
MA0741.1.KLF16	208	0.08323648806561579	0.14075529378564333	0.057518805720027544	0.8196329836329628	0.8018412283679215	-0.017791755265041287	0.03972705045498626	0.381134277872377	0.7031036134990539
MA0501.1.MAF::NFE2	56	-0.006900984342174149	0.11504735927851481	0.12194834362068896	0.8775751755132258	0.7941167802975648	-0.08345839521566101	0.03848994840502795	0.37398066641596345	0.7084187002026021
MA0731.1.BCL6B	6	0.901728620710837	0.5852955819032638	-0.31643303880757323	0.4729174559706289	0.6602991347329734	0.18738167876234452	-0.1290513600452287	-0.5948362744278994	0.5519529175603416
MA0140.2.GATA1::TAL1	20	0.17504143813798595	0.2391920025115505	0.06415056437356456	0.6570792982065033	0.6653886615321326	0.00830936332562926	0.07245992769919382	0.5704139623280244	0.5683969618426579
MA1421.1.TCF7L1	32	0.4534260393915286	0.235238415693178	-0.2181876236983506	0.5604493857890274	0.6285693154023774	0.06811992961335	-0.1500676940850006	-0.7163643957043889	0.47376637362918494
MA0768.1.LEF1	20	0.31882547660847493	0.3062900188005049	-0.012535457807970052	0.7373813075812818	0.6689660199274671	-0.06841528765381477	-0.08095074546178482	-0.3166917934966332	0.7514774763702486
MA0463.1.Bcl6	26	0.5682491012171843	0.37622238587615625	-0.19202671534102805	0.5168896885892844	0.5550227648869426	0.038133076297658164	-0.1538936390433699	-0.738488135364121	0.4602178743951508
MA0495.2.MAFF	42	0.10627515886949174	0.17074788404396024	0.0644727251744685	0.9403741330270156	0.8441556329137807	-0.09621850011323485	-0.03174577493876635	-0.03216131288040534	0.9743434080566458
MA0482.1.Gata4	24	-0.38323466380210536	-0.5914565880285614	-0.20822192422645602	0.4929845288228324	0.5843227914624277	0.09133826263959532	-0.1168836615868607	-0.5244758808832433	0.5999475911200101
MA1107.1.KLF9	244	-0.3205940895355127	-0.28583028417363876	0.034763805361873956	0.7363304559336097	0.7343889216218344	-0.0019415343117752393	0.03282227105009872	0.3412070066691026	0.732947748903785
MA1104.1.GATA6	20	-0.5748519957031581	-0.1540251531324377	0.42082684257072045	0.5849244962536521	0.737354456485076	0.15242996023142397	0.5732568028021444	3.4662997651147305	0.0005276746097062933
