"motif_name","X_square","p_value"
"RUNX1_RUNT",0.403030037039378,0.525528553924434
"RUNX2_RUNT",0.0856392500649513,0.769795924745947
"TBR1_TBOX",0.0545901070158498,0.815260388499524
"TBET_TBOX",5.14148541653617e-29,0.999999999999994
"ERG_ETS",0.0208038056322978,0.885314711167309
"ETV1_ETS",0.014556204012765,0.903968981015849
"ETS1_ETS",0.00515514606033066,0.942761593437675
"FLI1_ETS",0.0354855656671616,0.850581811647714
"ETV2_ETS",0.15222289046016,0.696420071451543
"EHF_ETS",0.0300184031307863,0.862448479975558
"GABPA_ETS",0.0269877844364078,0.869511046433961
"EWS:ERGFUSION_ETS",0.228533377124124,0.632613445972641
"SPDEF_ETS",0.299947749924316,0.583915178724784
"EWS:FLI1FUSION_ETS",0.0520426359900108,0.819546304394129
"ELF3_ETS",0.00217467283732783,0.962805421525692
"PU.1_ETS",0.0419939323482352,0.837631338790798
"ELK1_ETS",0.132843227157929,0.715502108321618
"KLF5_ZF",0.00487453033449656,0.944338650112836
"LEF1_HMG",0.415963425913875,0.518958119447421
"TCF3_HMG",0.153600602366195,0.695117969733494
"TCF4_HMG",0.512360292425036,0.474118884800762
"TCF7_HMG",0.20277790581055,0.652487882290595
"KLF6_ZF",0.0152064733801973,0.901858035144418
"GATA3_ZF",0.164908177799943,0.68467729658846
"AP1_BZIP",5.38335005680617,0.0203298040637018
"ATF3_BZIP",7.49532003749536,0.0061859536995637
"BATF_BZIP",8.1250785449311,0.00436570925596505
"JUNB_BZIP",7.35515975145818,0.0066870567887179
"FRA1_BZIP",8.88823992548627,0.00287013276167077
"FRA2_BZIP",7.11496238620511,0.00764432079249121
"NFAT:AP1_RHD,BZIP",1.15092042807952,0.283356554675259
"ASCL2+M5987",0.0109513786684703,0.916654462684565
"TCF7L2+M1585",0.507303652336184,0.476308419710685
