motif_name,Prdm1KO_Tfh_vs_Naive,DKO_Tfh_vs_Naive,WT_Th1_vs_Naive,Bcl6KO_Th1_vs_Naive,DKO_Th1_vs_Naive
AP-1(bZIP),1.1199999999999974,-3.450000000000003,-5.520000000000003,-6.359999999999999,-4.520000000000003
Atf3(bZIP),0.9500000000000028,-3.719999999999999,-6.07,-7.280000000000001,-4.93
BATF(bZIP),1.0800000000000054,-3.6999999999999957,-6.429999999999996,-7.569999999999997,-4.939999999999998
EHF(ETS),-0.17999999999999972,0.6000000000000014,3.719999999999999,5.329999999999998,1.5700000000000003
ELF3(ETS),-0.28999999999999915,0.5700000000000003,2.8100000000000023,4.41,1.5199999999999996
ERG(ETS),-0.9200000000000017,1.2199999999999989,5.0,6.68,2.3999999999999986
ETS1(ETS),-0.6499999999999986,1.2999999999999972,5.579999999999998,7.149999999999999,2.6599999999999966
ETV1(ETS),-0.44000000000000483,0.5899999999999963,5.369999999999997,6.909999999999997,1.8799999999999955
EWS:ERG-fusion(ETS),-0.1999999999999993,0.75,3.09,4.580000000000002,1.6700000000000017
EWS:FLI1-fusion(ETS),-0.26000000000000156,0.7100000000000009,3.210000000000001,4.469999999999999,1.509999999999998
Etv2(ETS),-0.6899999999999977,1.3999999999999986,5.410000000000004,7.399999999999999,2.6400000000000006
Fli1(ETS),-0.259999999999998,0.7700000000000031,5.390000000000001,6.810000000000002,2.1099999999999994
Fosl2(bZIP),0.6800000000000033,-3.129999999999999,-4.719999999999999,-5.68,-3.8999999999999986
Fra1(bZIP),0.9200000000000017,-3.6899999999999977,-5.839999999999996,-7.089999999999996,-4.599999999999998
Fra2(bZIP),0.7600000000000016,-3.469999999999999,-5.459999999999997,-6.57,-4.41
GABPA(ETS),-0.3200000000000003,0.5500000000000007,4.609999999999999,6.18,1.6700000000000017
JunB(bZIP),1.0899999999999963,-3.400000000000002,-5.850000000000005,-6.880000000000003,-4.540000000000003
KLF5(Zf),0.22999999999999687,1.870000000000001,4.629999999999999,3.84,2.899999999999995
KLF6(Zf),0.36999999999999744,1.2799999999999976,4.369999999999997,3.1199999999999974,2.2799999999999976
NFAT(RHD),-0.7800000000000011,-5.130000000000003,-4.210000000000001,-5.18,-6.220000000000002
RUNX(Runt),-0.0799999999999983,6.059999999999999,5.209999999999997,5.959999999999997,6.129999999999999
RUNX-AML(Runt),-0.11999999999999744,5.41,4.27,4.989999999999998,5.080000000000002
RUNX1(Runt),-0.259999999999998,6.840000000000003,5.340000000000003,6.230000000000004,7.050000000000004
RUNX2(Runt),0.120000000000001,6.199999999999999,5.169999999999998,5.919999999999998,6.059999999999999
SPDEF(ETS),-0.25,0.030000000000001137,2.84,3.879999999999999,1.0899999999999999
Sp5(Zf),-0.14999999999999858,-0.39000000000000057,2.1999999999999993,1.1900000000000013,0.4299999999999997
