"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043374","GO:0043374","CD8-positive, alpha-beta T cell differentiation","3/84","16/21092",3.28697061613234e-05,0.0453930642087876,0.040758435640041,"Runx1/Zbtb7b/Satb1",3
"GO:0007162","GO:0007162","negative regulation of cell adhesion","7/84","283/21092",0.000136360669524501,0.0765708477268352,0.0687529697185196,"Dusp1/Ubash3b/Runx1/Lrrc32/Phldb2/Zbtb7b/Il2ra",7
"GO:0036037","GO:0036037","CD8-positive, alpha-beta T cell activation","3/84","27/21092",0.00016633782996416,0.0765708477268352,0.0687529697185196,"Runx1/Zbtb7b/Satb1",3
"GO:0043367","GO:0043367","CD4-positive, alpha-beta T cell differentiation","4/84","80/21092",0.000294046156057559,0.0824717774878674,0.0740514149782444,"Runx1/Cd83/Zbtb7b/Satb1",4
"GO:0046660","GO:0046660","female sex differentiation","5/84","147/21092",0.000304647279626229,0.0824717774878674,0.0740514149782444,"Arid5b/Lhfpl2/Runx1/Nrip1/Chd7",5
"GO:0045582","GO:0045582","positive regulation of T cell differentiation","4/84","94/21092",0.000543516268317632,0.0824717774878674,0.0740514149782444,"Runx1/Cd83/Zbtb7b/Il2ra",4
"GO:0035710","GO:0035710","CD4-positive, alpha-beta T cell activation","4/84","96/21092",0.000588518509285169,0.0824717774878674,0.0740514149782444,"Runx1/Cd83/Zbtb7b/Satb1",4
"GO:0030217","GO:0030217","T cell differentiation","6/84","264/21092",0.00065301914201926,0.0824717774878674,0.0740514149782444,"Runx1/Chd7/Cd83/Zbtb7b/Satb1/Il2ra",6
"GO:0042110","GO:0042110","T cell activation","8/84","485/21092",0.000697128257187996,0.0824717774878674,0.0740514149782444,"Runx1/Cxcr4/Chd7/Lrrc32/Cd83/Zbtb7b/Satb1/Il2ra",8
"GO:0002664","GO:0002664","regulation of T cell tolerance induction","2/84","11/21092",0.000842116696900378,0.0824717774878674,0.0740514149782444,"Runx1/Il2ra",2
"GO:0050798","GO:0050798","activated T cell proliferation","3/84","47/21092",0.000870677397500035,0.0824717774878674,0.0740514149782444,"Lrrc32/Satb1/Il2ra",3
"GO:0022408","GO:0022408","negative regulation of cell-cell adhesion","5/84","187/21092",0.000909952356268981,0.0824717774878674,0.0740514149782444,"Ubash3b/Runx1/Lrrc32/Zbtb7b/Il2ra",5
"GO:0045621","GO:0045621","positive regulation of lymphocyte differentiation","4/84","108/21092",0.000915713837795749,0.0824717774878674,0.0740514149782444,"Runx1/Cd83/Zbtb7b/Il2ra",4
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","7/84","392/21092",0.00096278021547665,0.0824717774878674,0.0740514149782444,"Ubash3b/Runx1/Lrrc32/Cd83/Magi2/Zbtb7b/Il2ra",7
"GO:0046632","GO:0046632","alpha-beta T cell differentiation","4/84","110/21092",0.000980549174242466,0.0824717774878674,0.0740514149782444,"Runx1/Cd83/Zbtb7b/Satb1",4
"GO:0046638","GO:0046638","positive regulation of alpha-beta T cell differentiation","3/84","49/21092",0.000983640018643914,0.0824717774878674,0.0740514149782444,"Runx1/Cd83/Zbtb7b",3
