"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043547","GO:0043547","positive regulation of GTPase activity","10/196","218/21092",3.88708971267271e-05,0.0408639229746176,0.0364619415241908,"Sema4d/Coro1c/Asap1/S1pr1/Tbc1d2/Xcl1/Tbc1d30/Sipa1l1/Dock10/Ntrk3",10
"GO:0031532","GO:0031532","actin cytoskeleton reorganization","7/196","99/21092",3.88889364079653e-05,0.0408639229746176,0.0364619415241908,"S1pr1/Trpm2/Lpin1/Sipa1l1/Tnik/Ntrk3/Rictor",7
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration","12/196","317/21092",4.3735914707047e-05,0.0408639229746176,0.0364619415241908,"Cxcr4/Jak2/P2ry1/S1pr1/Trpm2/Itpr1/Coro1a/Xcl1/Ccr4/Camk2d/Lpar4/Ccr5",12
"GO:0043087","GO:0043087","regulation of GTPase activity","11/196","297/21092",0.000110669294335814,0.0481364505128225,0.04295105109881,"Sema4d/Coro1c/Asap1/S1pr1/Tbc1d2/Xcl1/Tbc1d30/Sipa1l1/Dock10/Ntrk3/Rictor",11
"GO:0048262","GO:0048262","determination of dorsal/ventral asymmetry","3/196","11/21092",0.000123421587248644,0.0481364505128225,0.04295105109881,"Ctnnb1/Mapk8/Map3k4",3
"GO:0048263","GO:0048263","determination of dorsal identity","3/196","11/21092",0.000123421587248644,0.0481364505128225,0.04295105109881,"Ctnnb1/Mapk8/Map3k4",3
"GO:0060538","GO:0060538","skeletal muscle organ development","9/196","206/21092",0.000137568341568527,0.0481364505128225,0.04295105109881,"Klf5/Ctnnb1/Pmp22/Disp1/Foxn2/Plagl1/Nln/Hdac4/Hivep3",9
"GO:0060439","GO:0060439","trachea morphogenesis","3/196","12/21092",0.000163436446518288,0.0481364505128225,0.04295105109881,"Tgfbr2/Ctnnb1/Mapk1",3
"GO:0051480","GO:0051480","regulation of cytosolic calcium ion concentration","12/196","365/21092",0.000165963903814981,0.0481364505128225,0.04295105109881,"Cxcr4/Jak2/P2ry1/S1pr1/Trpm2/Itpr1/Coro1a/Xcl1/Ccr4/Camk2d/Lpar4/Ccr5",12
"GO:0097581","GO:0097581","lamellipodium organization","6/196","88/21092",0.000171731896228407,0.0481364505128225,0.04295105109881,"Abi1/Coro1c/S1pr1/Pmp22/Vcl/Hdac4",6
"GO:0048813","GO:0048813","dendrite morphogenesis","8/196","172/21092",0.000211868645694172,0.0539879830800694,0.0481722394420432,"Sema4d/Abi1/Farp1/Mapk8/Actr2/Sipa1l1/Dock10/Tnik",8
