"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002102","GO:0002102","podosome","4/242","26/21298",0.000199684376542891,0.0442774052868959,0.039594709891928,"Asap1/Mapk8/Actr2/Vcl",4
"GO:0044291","GO:0044291","cell-cell contact zone","6/242","82/21298",0.000344536781188954,0.0442774052868959,0.039594709891928,"Rap2b/Ctnnb1/Atp1b1/Vcl/Gja5/Camk2d",6
"GO:0045335","GO:0045335","phagocytic vesicle","6/242","87/21298",0.000474020639872285,0.0442774052868959,0.039594709891928,"Stx6/Kif5b/Ambra1/Coro1a/Uvrag/Stxbp4",6
"GO:0005769","GO:0005769","early endosome","10/242","253/21298",0.000665205715004199,0.0442774052868959,0.039594709891928,"Stx6/Wdfy1/Ldlrad4/Cxcr4/Hmgb1/Coro1a/Wdr91/Uvrag/Tmem127/Mapk1",10
"GO:0014704","GO:0014704","intercalated disc","5/242","62/21298",0.000694003217662945,0.0442774052868959,0.039594709891928,"Ctnnb1/Atp1b1/Vcl/Gja5/Camk2d",5
"GO:0014069","GO:0014069","postsynaptic density","12/242","394/21298",0.00192812369166476,0.0935502485161247,0.0836565495722481,"Abi1/Rapgef4/Abhd17b/Dlgap1/P2ry1/Ctnnb1/Itpr1/Actr2/Sipa1l1/Plcb4/Magi2/Mapk1",12
"GO:0032279","GO:0032279","asymmetric synapse","12/242","397/21298",0.00205282676994631,0.0935502485161247,0.0836565495722481,"Abi1/Rapgef4/Abhd17b/Dlgap1/P2ry1/Ctnnb1/Itpr1/Actr2/Sipa1l1/Plcb4/Magi2/Mapk1",12
"GO:0005911","GO:0005911","cell-cell junction","13/242","466/21298",0.0027270730720953,0.0956333628369326,0.0855193576268231,"Cxcr4/Rap2b/Tec/Sh3kbp1/Ctnnb1/Atp1b1/Coro1a/Pmp22/Vcl/Magi2/Gja5/Camk2d/Kit",13
"GO:0090575","GO:0090575","RNA polymerase II transcription factor complex","7/242","164/21298",0.00275957482899566,0.0956333628369326,0.0855193576268231,"Cebpa/Ctnnb1/Tcf12/Pou2af1/Ascl2/Tcf4/Nfya",7
"GO:0030139","GO:0030139","endocytic vesicle","7/242","169/21298",0.00326004910071851,0.0956333628369326,0.0855193576268231,"Stx6/Kif5b/Ambra1/Sh3kbp1/Coro1a/Uvrag/Stxbp4",7
"GO:0098984","GO:0098984","neuron to neuron synapse","12/242","422/21298",0.00337119833481711,0.0956333628369326,0.0855193576268231,"Abi1/Rapgef4/Abhd17b/Dlgap1/P2ry1/Ctnnb1/Itpr1/Actr2/Sipa1l1/Plcb4/Magi2/Mapk1",12
"GO:0045211","GO:0045211","postsynaptic membrane","11/242","374/21298",0.00382943761999548,0.0956333628369326,0.0855193576268231,"Abi1/Abhd17b/Dlgap1/P2ry1/Ctnnb1/Farp1/Slc1a7/Sipa1l1/Magi2/Ntrk3/Pja2",11
"GO:0099572","GO:0099572","postsynaptic specialization","12/242","433/21298",0.00413561851164293,0.0956333628369326,0.0855193576268231,"Abi1/Rapgef4/Abhd17b/Dlgap1/P2ry1/Ctnnb1/Itpr1/Actr2/Sipa1l1/Plcb4/Magi2/Mapk1",12
"GO:0005901","GO:0005901","caveola","5/242","93/21298",0.00419707548500644,0.0956333628369326,0.0855193576268231,"Tgfbr2/Coro1c/Ctnnb1/Atp1b1/Mapk1",5
"GO:0016600","GO:0016600","flotillin complex","2/242","10/21298",0.00544841186137016,0.115869558918472,0.10361541153904,"Coro1c/Ctnnb1",2
"GO:0009897","GO:0009897","external side of plasma membrane","11/242","399/21298",0.00616457624592471,0.122906238903124,0.10990790543721,"Cxcr4/Tgfbr2/S1pr1/Itga2/Btla/Ccr7/Ccr4/Kit/Cd83/Alcam/Ccr5",11
"GO:1990907","GO:1990907","beta-catenin-TCF complex","2/242","11/21298",0.00660950561559976,0.12402542890449,0.110908732001705,"Ctnnb1/Tcf4",2
"GO:0031143","GO:0031143","pseudopodium","2/242","12/21298",0.00787230893545684,0.132171923705828,0.118193668781651,"Raf1/Mapk1",2
"GO:0031932","GO:0031932","TORC2 complex","2/242","12/21298",0.00787230893545684,0.132171923705828,0.118193668781651,"Sesn3/Rictor",2
"GO:0044798","GO:0044798","nuclear transcription factor complex","7/242","204/21298",0.0089364797036171,0.140274630338525,0.1254394483476,"Cebpa/Ctnnb1/Tcf12/Pou2af1/Ascl2/Tcf4/Nfya",7
"GO:0005916","GO:0005916","fascia adherens","2/242","13/21298",0.00923438005363328,0.140274630338525,0.1254394483476,"Ctnnb1/Vcl",2
"GO:0009898","GO:0009898","cytoplasmic side of plasma membrane","6/242","162/21298",0.010653125925383,0.150920771411167,0.134959673494229,"Matk/Farp1/Snx9/Gnaz/Kit/Ptpn4",6
"GO:0044853","GO:0044853","plasma membrane raft","5/242","117/21298",0.0108814349293318,0.150920771411167,0.134959673494229,"Tgfbr2/Coro1c/Ctnnb1/Atp1b1/Mapk1",5
"GO:0005637","GO:0005637","nuclear inner membrane","3/242","42/21298",0.0120043617074951,0.156268756822434,0.139742065992013,"Lmnb1/Itpr1/Tmem43",3
"GO:0038201","GO:0038201","TOR complex","2/242","15/21298",0.0122467677760528,0.156268756822434,0.139742065992013,"Sesn3/Rictor",2
"GO:0098890","GO:0098890","extrinsic component of postsynaptic membrane","2/242","16/21298",0.0138924081195223,0.170449161158754,0.152422777343747,"Farp1/Magi2",2
"GO:0016323","GO:0016323","basolateral plasma membrane","7/242","228/21298",0.0157063447425341,0.181189812548884,0.162027517573825,"Rapgef4/Rasgrf1/P2ry1/Abcc4/Ctnnb1/Atp1b1/Naip1",7
"GO:0098562","GO:0098562","cytoplasmic side of membrane","6/242","177/21298",0.0159038079980212,0.181189812548884,0.162027517573825,"Matk/Farp1/Snx9/Gnaz/Kit/Ptpn4",6
"GO:0032433","GO:0032433","filopodium tip","2/242","18/21298",0.0174511927202188,0.187787763689593,0.167927681768288,"Abi1/Myo3b",2
"GO:0015629","GO:0015629","actin cytoskeleton","11/242","470/21298",0.0190789865881089,0.187787763689593,0.167927681768288,"Lad1/Auts2/Coro1c/Asap1/Mapk8/Myo3b/Coro1a/Klhl2/Actr2/Vcl/Hdac4",11
"GO:0019897","GO:0019897","extrinsic component of plasma membrane","6/242","185/21298",0.0193328269062388,0.187787763689593,0.167927681768288,"Matk/Ctnnb1/Farp1/Magi2/Snx9/Gnaz",6
"GO:0032426","GO:0032426","stereocilium tip","2/242","19/21298",0.0193598994539889,0.187787763689593,0.167927681768288,"Myo3b/Coro1a",2
"GO:0031674","GO:0031674","I band","5/242","137/21298",0.0202567016246184,0.187787763689593,0.167927681768288,"3425401B19Rik/Ankrd2/Ctnnb1/Vcl/Hdac4",5
"GO:0055037","GO:0055037","recycling endosome","5/242","137/21298",0.0202567016246184,0.187787763689593,0.167927681768288,"Stx6/Abhd17b/Rap2b/Atp11b/Tnik",5
"GO:0031965","GO:0031965","nuclear membrane","7/242","241/21298",0.020603673132087,0.187787763689593,0.167927681768288,"Prickle1/Ctnnb1/Lmnb1/Lpin1/Itpr1/Osbpl3/Tmem43",7
"GO:0005667","GO:0005667","transcription factor complex","10/242","417/21298",0.021406613089752,0.189686377100858,0.169625501383707,"Tbl1x/Cebpa/Ctnnb1/Tcf12/Ascc1/Lpin1/Pou2af1/Ascl2/Tcf4/Nfya",10
"GO:0005770","GO:0005770","late endosome","6/242","192/21298",0.0227204002297453,0.195886693872669,0.17517008427485,"Osbpl1a/Cxcr4/Wdr91/Uvrag/Magi2/Mapk1",6
"GO:0001917","GO:0001917","photoreceptor inner segment","3/242","54/21298",0.0234939503260074,0.196061741897464,0.175326619548631,"Rapgef4/2610301B20Rik/Myo3b",3
"GO:0031234","GO:0031234","extrinsic component of cytoplasmic side of plasma membrane","4/242","96/21298",0.0239699308275896,0.196061741897464,0.175326619548631,"Matk/Farp1/Snx9/Gnaz",4
