"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1905207","GO:1905207","regulation of cardiocyte differentiation","7/155","60/21092",2.81500570706518e-07,0.000718670957013739,0.000608633865506513,"Klf5/Prickle1/Akap6/Bmp7/Foxp1/Sox6/Nr3c1",7
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","11/155","276/21092",6.46375940361999e-06,0.00795363824418955,0.00673584140580343,"Tmem131l/Prickle1/Rbms3/Plpp3/Usp47/Cdk14/Ubr5/Rapgef1/Sdc1/Sostdc1/Tle4",11
"GO:0030111","GO:0030111","regulation of Wnt signaling pathway","11/155","287/21092",9.34622590386551e-06,0.00795363824418955,0.00673584140580343,"Tmem131l/Prickle1/Rbms3/Plpp3/Usp47/Cdk14/Ubr5/Hnf1b/Rapgef1/Sostdc1/Tle4",11
"GO:0071407","GO:0071407","cellular response to organic cyclic compound","14/155","489/21092",1.58019192162938e-05,0.0100855749397995,0.0085413531763862,"Smyd3/Cebpa/Akap6/Bmp7/Uri1/Nrip1/Trpm2/Rora/Ubr5/Foxp1/Nr3c1/Stat5a/Rapgef1/Sstr2",14
"GO:1905208","GO:1905208","negative regulation of cardiocyte differentiation","4/155","23/21092",2.22797859441414e-05,0.0113760587030786,0.00963424849037189,"Klf5/Prickle1/Foxp1/Sox6",4
"GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway","9/155","220/21092",3.73742263355028e-05,0.0158285018292686,0.0134049694919569,"Tmem131l/Prickle1/Rbms3/Usp47/Cdk14/Ubr5/Rapgef1/Sostdc1/Tle4",9
"GO:0090257","GO:0090257","regulation of muscle system process","9/155","232/21092",5.64352377055341e-05,0.0158285018292686,0.0134049694919569,"Akap6/Atp1b1/Foxp1/Nr3c1/Gtf2ird1/Gja5/Camk2d/Ghsr/Sstr2",9
"GO:0035051","GO:0035051","cardiocyte differentiation","8/155","181/21092",5.92761821783076e-05,0.0158285018292686,0.0134049694919569,"Klf5/Prickle1/Akap6/Bmp7/Foxp1/Sox6/Nr3c1/Camk2d",8
"GO:0072503","GO:0072503","cellular divalent inorganic cation homeostasis","13/155","488/21092",6.70308208370679e-05,0.0158285018292686,0.0134049694919569,"Lhcgr/Nucb2/Akap6/Cxcr4/Trpm2/Atp1b1/Ptk2b/Slc30a5/Slc30a9/Ccr4/Camk2d/Inpp4b/Lpar4",13
"GO:0016055","GO:0016055","Wnt signaling pathway","12/155","423/21092",7.11401146957218e-05,0.0158285018292686,0.0134049694919569,"Tmem131l/Prickle1/Rbms3/Plpp3/Usp47/Cdk14/Ubr5/Hnf1b/Rapgef1/Sdc1/Sostdc1/Tle4",12
"GO:0099173","GO:0099173","postsynapse organization","8/155","186/21092",7.17821786457106e-05,0.0158285018292686,0.0134049694919569,"Farp1/Eef2k/Ntrk3/Sipa1l1/Arc/Il1rap/Magi2/Ghsr",8
"GO:0198738","GO:0198738","cell-cell signaling by wnt","12/155","425/21092",7.43995385629544e-05,0.0158285018292686,0.0134049694919569,"Tmem131l/Prickle1/Rbms3/Plpp3/Usp47/Cdk14/Ubr5/Hnf1b/Rapgef1/Sdc1/Sostdc1/Tle4",12
"GO:0045927","GO:0045927","positive regulation of growth","10/155","308/21092",9.68277136678745e-05,0.0186494466437856,0.0157939940240937,"Fgfr1op/Akap6/Usp47/Cxcr4/Ntrk3/Ptk2b/Nr3c1/Ghsr/Armc10/Stat5a",10
"GO:0055119","GO:0055119","relaxation of cardiac muscle","3/155","13/21092",0.000105466079533782,0.0186494466437856,0.0157939940240937,"Akap6/Atp1b1/Camk2d",3
"GO:0099068","GO:0099068","postsynapse assembly","4/155","34/21092",0.00010957371706102,0.0186494466437856,0.0157939940240937,"Ntrk3/Sipa1l1/Il1rap/Magi2",4
"GO:0003012","GO:0003012","muscle system process","11/155","383/21092",0.000128608463435786,0.0189356473729583,0.0160363740095477,"Akap6/Cxcr4/Atp1b1/Foxp1/Nr3c1/Gtf2ird1/Gja5/Camk2d/Ghsr/Tmod3/Sstr2",11
"GO:0042692","GO:0042692","muscle cell differentiation","11/155","383/21092",0.000128608463435786,0.0189356473729583,0.0160363740095477,"Olfm2/Klf5/Smyd3/Akap6/Rora/Foxp1/Sox6/Nr3c1/Capn2/Camk2d/Tmod3",11
"GO:0099151","GO:0099151","regulation of postsynaptic density assembly","3/155","14/21092",0.000133506326953878,0.0189356473729583,0.0160363740095477,"Ntrk3/Sipa1l1/Il1rap",3
