"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009898","GO:0009898","cytoplasmic side of plasma membrane","5/104","162/21298",0.00120095433345705,0.168267316331191,0.139215142274398,"Cdh1/Hip1/Ptk2b/Farp1/Cd2",5
"GO:0098562","GO:0098562","cytoplasmic side of membrane","5/104","177/21298",0.00177490048803351,0.168267316331191,0.139215142274398,"Cdh1/Hip1/Ptk2b/Farp1/Cd2",5
"GO:0098890","GO:0098890","extrinsic component of postsynaptic membrane","2/104","16/21298",0.0027101637357842,0.168267316331191,0.139215142274398,"Hip1/Farp1",2
"GO:0033268","GO:0033268","node of Ranvier","2/104","17/21298",0.00306176170748984,0.168267316331191,0.139215142274398,"Cdh1/Ank3",2
"GO:0097038","GO:0097038","perinuclear endoplasmic reticulum","2/104","21/21298",0.00466798768445293,0.168267316331191,0.139215142274398,"Cyba/Osbp2",2
"GO:0098984","GO:0098984","neuron to neuron synapse","7/104","422/21298",0.00466998339034896,0.168267316331191,0.139215142274398,"Sept11/Ptk2b/Abr/Cacna1c/Nectin1/Pde4b/Entpd1",7
"GO:0043296","GO:0043296","apical junction complex","4/104","141/21298",0.0050762973082447,0.168267316331191,0.139215142274398,"Cdh1/Cldn18/Ank3/Nectin1",4
"GO:0016323","GO:0016323","basolateral plasma membrane","5/104","228/21298",0.00524762676383864,0.168267316331191,0.139215142274398,"Itga9/Cdh1/Cd44/Ank3/Entpd1",5
"GO:0099243","GO:0099243","extrinsic component of synaptic membrane","2/104","23/21298",0.00558821345749342,0.168267316331191,0.139215142274398,"Hip1/Farp1",2
"GO:0097440","GO:0097440","apical dendrite","2/104","27/21298",0.00765508305482195,0.178578971197313,0.147746439561187,"Ptk2b/Osbp2",2
"GO:0030027","GO:0030027","lamellipodium","4/104","165/21298",0.00876722598515423,0.178578971197313,0.147746439561187,"Cdh1/Cd44/Ptk2b/Itgb3",4
"GO:0042470","GO:0042470","melanosome","2/104","31/21298",0.0100136951943623,0.178578971197313,0.147746439561187,"Rab27a/Itgb3",2
"GO:0048770","GO:0048770","pigment granule","2/104","31/21298",0.0100136951943623,0.178578971197313,0.147746439561187,"Rab27a/Itgb3",2
"GO:0008305","GO:0008305","integrin complex","2/104","33/21298",0.0112986816119564,0.178578971197313,0.147746439561187,"Itga9/Itgb3",2
"GO:0031234","GO:0031234","extrinsic component of cytoplasmic side of plasma membrane","3/104","96/21298",0.0116395159742588,0.178578971197313,0.147746439561187,"Hip1/Ptk2b/Farp1",3
"GO:0098802","GO:0098802","plasma membrane receptor complex","4/104","182/21298",0.0122331078248034,0.178578971197313,0.147746439561187,"Itga9/Ptk2b/Itgb3/Cd247",4
"GO:0005912","GO:0005912","adherens junction","5/104","284/21298",0.0128318169862556,0.178578971197313,0.147746439561187,"Cdh1/Ptk2b/Cyba/Itgb3/Nectin1",5
"GO:0019897","GO:0019897","extrinsic component of plasma membrane","4/104","185/21298",0.0129236662177108,0.178578971197313,0.147746439561187,"Cdh1/Hip1/Ptk2b/Farp1",4
"GO:0043235","GO:0043235","receptor complex","6/104","398/21298",0.0134317551908291,0.178578971197313,0.147746439561187,"Itga9/Cd44/Ptk2b/Plxnc1/Itgb3/Cd247",6
"GO:0009897","GO:0009897","external side of plasma membrane","6/104","399/21298",0.0135842444119082,0.178578971197313,0.147746439561187,"S1pr1/Cd44/Ifng/Itgb3/Cd2/Cx3cr1",6
"GO:0098636","GO:0098636","protein complex involved in cell adhesion","2/104","38/21298",0.0148077606983379,0.178578971197313,0.147746439561187,"Itga9/Itgb3",2
"GO:0044448","GO:0044448","cell cortex part","4/104","195/21298",0.0154037221489238,0.178578971197313,0.147746439561187,"Cdh1/Sept11/Hip1/Osbpl8",4
"GO:0070161","GO:0070161","anchoring junction","5/104","299/21298",0.0157098261352874,0.178578971197313,0.147746439561187,"Cdh1/Ptk2b/Cyba/Itgb3/Nectin1",5
"GO:0005938","GO:0005938","cell cortex","5/104","300/21298",0.015915793583664,0.178578971197313,0.147746439561187,"Cdh1/Sept11/Hip1/Ptk2b/Osbpl8",5
"GO:0010008","GO:0010008","endosome membrane","4/104","199/21298",0.0164740748337004,0.178578971197313,0.147746439561187,"Dnajc13/Rab27a/Vps37c/Stard3nl",4
"GO:0009925","GO:0009925","basal plasma membrane","2/104","42/21298",0.0179084832708649,0.186661498707861,0.154433479218389,"Itga9/Ank3",2
"GO:0099572","GO:0099572","postsynaptic specialization","6/104","433/21298",0.0195190755040784,0.195913683763158,0.162088229332113,"Sept11/Ptk2b/Abr/Cacna1c/Pde4b/Entpd1",6
"GO:0005891","GO:0005891","voltage-gated calcium channel complex","2/104","46/21298",0.0212581760485661,0.205748775327193,0.170225244298668,"Cacna1c/Pde4b",2
"GO:0031902","GO:0031902","late endosome membrane","2/104","48/21298",0.0230230526604443,0.208690241320867,0.17265885182111,"Rab27a/Stard3nl",2
"GO:0030018","GO:0030018","Z disc","3/104","125/21298",0.023398728366214,0.208690241320867,0.17265885182111,"Ank3/Cacna1c/Pde4b",3
"GO:0044440","GO:0044440","endosomal part","4/104","223/21298",0.0238723154278483,0.208690241320867,0.17265885182111,"Dnajc13/Rab27a/Vps37c/Stard3nl",4
"GO:0030119","GO:0030119","AP-type membrane coat adaptor complex","2/104","50/21298",0.0248462107582827,0.209863016706287,0.173629141807882,"Hip1/Ap5b1",2
"GO:0005911","GO:0005911","cell-cell junction","6/104","466/21298",0.0267787079187023,0.209863016706287,0.173629141807882,"Cdh1/Cldn18/Ank3/Cd2/Nectin1/Rap1b",6
"GO:0031674","GO:0031674","I band","3/104","137/21298",0.0296133668275734,0.209863016706287,0.173629141807882,"Ank3/Cacna1c/Pde4b",3
"GO:0070382","GO:0070382","exocytic vesicle","4/104","240/21298",0.0301598458278861,0.209863016706287,0.173629141807882,"Mctp2/Rab27a/Pde4b/Entpd1",4
"GO:0045121","GO:0045121","membrane raft","5/104","360/21298",0.031766330519474,0.209863016706287,0.173629141807882,"Cdh1/Ptk2b/Cd2/Unc5b/Cacna1c",5
"GO:0098857","GO:0098857","membrane microdomain","5/104","361/21298",0.03209174252951,0.209863016706287,0.173629141807882,"Cdh1/Ptk2b/Cd2/Unc5b/Cacna1c",5
"GO:0016328","GO:0016328","lateral plasma membrane","2/104","58/21298",0.0326963433828858,0.209863016706287,0.173629141807882,"Cdh1/Ank3",2
"GO:0005777","GO:0005777","peroxisome","3/104","145/21298",0.0341939407152207,0.209863016706287,0.173629141807882,"Xdh/Acoxl/Dao",3
"GO:0042579","GO:0042579","microbody","3/104","145/21298",0.0341939407152207,0.209863016706287,0.173629141807882,"Xdh/Acoxl/Dao",3
"GO:0000118","GO:0000118","histone deacetylase complex","2/104","61/21298",0.0358591123824075,0.209863016706287,0.173629141807882,"Hdac5/Hdac7",2
"GO:0005925","GO:0005925","focal adhesion","3/104","148/21298",0.0360011207269824,0.209863016706287,0.173629141807882,"Ptk2b/Cyba/Itgb3",3
"GO:0098589","GO:0098589","membrane region","5/104","373/21298",0.0361605788104661,0.209863016706287,0.173629141807882,"Cdh1/Ptk2b/Cd2/Unc5b/Cacna1c",5
"GO:0034704","GO:0034704","calcium channel complex","2/104","64/21298",0.0391350494296708,0.209863016706287,0.173629141807882,"Cacna1c/Pde4b",2
"GO:0005924","GO:0005924","cell-substrate adherens junction","3/104","154/21298",0.0397605745008766,0.209863016706287,0.173629141807882,"Ptk2b/Cyba/Itgb3",3
"GO:0045178","GO:0045178","basal part of cell","2/104","65/21298",0.0402514997838626,0.209863016706287,0.173629141807882,"Itga9/Ank3",2
"GO:0014069","GO:0014069","postsynaptic density","5/104","394/21298",0.0440192389127699,0.209863016706287,0.173629141807882,"Ptk2b/Abr/Cacna1c/Pde4b/Entpd1",5
