"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019955","GO:0019955","cytokine binding","7/187","130/20759",0.000178870737484803,0.0353231885878539,0.0312366847956904,"Ifngr1/Cxcr6/Cd44/Itgb3/Tnfrsf1b/Itgb1/Ccr3",7
"GO:0019956","GO:0019956","chemokine binding","4/187","33/20759",0.000212692738129555,0.0353231885878539,0.0312366847956904,"Cxcr6/Itgb3/Itgb1/Ccr3",4
"GO:0035091","GO:0035091","phosphatidylinositol binding","9/187","245/20759",0.000393978376028107,0.0353231885878539,0.0312366847956904,"Arap2/Hip1/Asap1/Snx20/Snx13/Plek/Itpr1/Pitpnc1/Myo1b",9
"GO:0032266","GO:0032266","phosphatidylinositol-3-phosphate binding","4/187","39/20759",0.000409889251378362,0.0353231885878539,0.0312366847956904,"Hip1/Asap1/Snx20/Snx13",4
"GO:0035173","GO:0035173","histone kinase activity","3/187","17/20759",0.000445684511337907,0.0353231885878539,0.0312366847956904,"Vrk1/Prkcb/Haspin",3
"GO:0001085","GO:0001085","RNA polymerase II transcription factor binding","7/187","157/20759",0.000562944083751712,0.0353231885878539,0.0312366847956904,"Spi1/Nfatc1/Cited2/Rbpj/Mef2a/Lpin1/Smad3",7
"GO:1901981","GO:1901981","phosphatidylinositol phosphate binding","7/187","160/20759",0.000630002155430218,0.0353231885878539,0.0312366847956904,"Arap2/Hip1/Asap1/Snx20/Snx13/Plek/Myo1b",7
"GO:0003713","GO:0003713","transcription coactivator activity","9/187","264/20759",0.000674428421725134,0.0353231885878539,0.0312366847956904,"Gata3/Cited2/Wwox/Prkcb/Mef2a/Maml3/Lpin1/Ss18/Ascc1",9
"GO:0030246","GO:0030246","carbohydrate binding","9/187","269/20759",0.000770520872263533,0.0358720272753801,0.0317220288931887,"Sell/Siglecg/Klrk1/Klri2/Galm/Grifin/M6pr/Pkd1l2/Klra8",9
"GO:0005080","GO:0005080","protein kinase C binding","4/187","62/20759",0.00236703773924538,0.098904904291662,0.0874626964217184,"Glrx3/Itgb3/Plek/Prkcb",4
"GO:1902936","GO:1902936","phosphatidylinositol bisphosphate binding","5/187","105/20759",0.00262479880369889,0.098904904291662,0.0874626964217184,"Hip1/Asap1/Snx20/Plek/Myo1b",5
"GO:0001227","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","8/187","266/20759",0.00291107905598822,0.098904904291662,0.0874626964217184,"Jdp2/Bach2/Aebp2/Spi1/Nfatc1/Foxp4/Gata3/Srebf2",8
"GO:0003712","GO:0003712","transcription coregulator activity","11/187","459/20759",0.00306864858184154,0.098904904291662,0.0874626964217184,"Aebp2/Gata3/Cited2/Wwox/Prkcb/Mef2a/Maml3/Lpin1/Ss18/Ascc1/Smad3",11
"GO:0043014","GO:0043014","alpha-tubulin binding","3/187","35/20759",0.00380864053094368,0.113437671769813,0.100314182798578,"Arl4c/Arl8b/Ncald",3
"GO:0051019","GO:0051019","mitogen-activated protein kinase binding","3/187","36/20759",0.0041276267901294,0.113437671769813,0.100314182798578,"Nfatc1/Cdk5rap3/Dusp2",3
"GO:0001158","GO:0001158","enhancer sequence-specific DNA binding","5/187","118/20759",0.00433174880266589,0.113437671769813,0.100314182798578,"Bach2/Spi1/Nfatc1/Gata3/Foxn4",5
"GO:0042578","GO:0042578","phosphoric ester hydrolase activity","9/187","356/20759",0.00511072737030917,0.114233761613014,0.101018173816809,"Samhd1/Ccl5/Ptpre/Pde4d/Lpin1/Ubash3b/Inpp4a/Dusp2/Ntpcr",9
"GO:0000982","GO:0000982","transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding","11/187","492/20759",0.00515034168843869,0.114233761613014,0.101018173816809,"Maf/Jdp2/Aebp2/Spi1/Nfatc1/Foxp4/Gata3/Rbpj/Mef2a/Batf/Srebf2",11
"GO:0005547","GO:0005547","phosphatidylinositol-3,4,5-trisphosphate binding","3/187","39/20759",0.00518005124259491,0.114233761613014,0.101018173816809,"Arap2/Asap1/Myo1b",3
"GO:0060589","GO:0060589","nucleoside-triphosphatase regulator activity","8/187","296/20759",0.00551851002616091,0.115612785048071,0.102237659432034,"Usp6nl/Arap2/Asap1/Rasa3/Atp1b3/Rgs8/Dnajc15/Wnt11",8
"GO:0035326","GO:0035326","enhancer binding","5/187","129/20759",0.00629754094562933,0.121510309835054,0.107452905569499,"Bach2/Spi1/Nfatc1/Gata3/Foxn4",5
"GO:0001205","GO:0001205","distal enhancer DNA-binding transcription activator activity, RNA polymerase II-specific","3/187","42/20759",0.00638001626818902,0.121510309835054,0.107452905569499,"Spi1/Nfatc1/Mef2a",3
"GO:0001078","GO:0001078","proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific","6/187","187/20759",0.00705658981838021,0.124611722265387,0.110195518747435,"Jdp2/Aebp2/Spi1/Foxp4/Gata3/Srebf2",6
"GO:0046332","GO:0046332","SMAD binding","4/187","86/20759",0.00762750796983839,0.124611722265387,0.110195518747435,"Cited2/Mef2a/Runx3/Smad3",4
