Motif	Num	Protection_Score_DKO	Protection_Score_Bcl6KO	Protection_Diff_DKO_Bcl6KO	TC_DKO	TC_Bcl6KO	TC_Diff_DKO_Bcl6KO	TF_Activity	Z_score	P_values
MA0740.1.KLF14	870	0.17829076758209728	0.218049082804604	0.039758315222506724	0.6075554448433649	0.6668786700209856	0.059323225177620675	0.0990815404001274	1.0558568309712841	0.2910336292476372
MA0496.2.MAFK	428	-0.014580476279567576	-0.09428515510610375	-0.07970467882653617	0.4401432821749064	0.4680592358729345	0.02791595369802813	-0.051788725128508045	-0.031348960687440926	0.9749912445936588
MA0591.1.Bach1::Mafk	594	0.01089310823847026	-0.010354134982244086	-0.021247243220714345	0.504196299582309	0.5158654430566194	0.011669143474310362	-0.009578099746403983	0.2728305025365435	0.784983511112111
MA0690.1.TBX21	630	0.1306882505730084	0.07203646047475548	-0.058651790098252915	0.5864785599774498	0.6924918868301703	0.10601332685272047	0.047361536754467554	0.683150603464187	0.494511682219259
MA0659.1.MAFG	226	0.0533101005255701	-0.020515143144532733	-0.07382524367010283	0.36457517368614784	0.42707317831832925	0.062498004632181414	-0.011327239037921419	0.260225802985626	0.7946896017981762
MA0002.2.RUNX1	1984	0.14446448930624128	0.14154976070576808	-0.0029147286004732043	0.577891600562017	0.6002042526318155	0.02231265206979849	0.019397923469325284	0.4816383822668222	0.6300628551435692
MA0741.1.KLF16	2646	0.03457783786554432	0.056739142613320935	0.022161304747776618	0.540207092414888	0.5937672226142946	0.05356013019940664	0.07572143494718325	0.8875185447409932	0.37479978644148315
MA0501.1.MAF::NFE2	548	-0.020781188096398902	-0.04633199255530121	-0.02555080445890231	0.49303521113457227	0.46087227938248937	-0.0321629317520829	-0.05771373621098521	-0.0740459516547476	0.9409738214575524
MA0731.1.BCL6B	158	0.30243474037098456	0.21658995309010948	-0.08584478728087508	0.4655862240493773	0.4040177245579882	-0.061568499491389095	-0.14741328677226417	-0.7204415189834027	0.47125319442042934
MA0140.2.GATA1::TAL1	146	-0.09343390232250842	-0.03824990619672487	0.05518399612578355	0.4854502311456731	0.4702711494236303	-0.015179081722042798	0.04000491440374075	0.630137092824888	0.5286048929370757
MA1421.1.TCF7L1	838	0.3262628905716173	0.2002319005855751	-0.12603098998604217	0.5326599939253556	0.3685555012240337	-0.16410449270132188	-0.29013548268736405	-1.7489304492139697	0.08030304246650752
