"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030099","GO:0030099","myeloid cell differentiation","20/284","392/21092",4.09147519541561e-07,0.00140542172962526,0.00120332438905171,"Abi1/Cd101/Rabgap1l/Mir122/Cebpa/Ccl5/Trib1/Ptk2b/Ifng/Ankrd54/Clec2g/Tjp2/Sox6/Ptpn11/Batf/Batf3/Irf8/Kit/Nfatc1/Rassf2",20
"GO:0042326","GO:0042326","negative regulation of phosphorylation","20/284","461/21092",4.91500718387608e-06,0.00844152483830716,0.00722764740618408,"Atxn1/Fgfr1op/Ldlrad4/Ptprj/Dact1/Hdac4/Smyd3/Nf2/Hmgcr/Nck2/Gfra2/Cyld/Trib1/Rapgef1/Thy1/Cdkn2b/Ptpn5/Dusp4/Dusp10/Rassf2",20
"GO:0016311","GO:0016311","dephosphorylation","17/284","367/21092",1.10144786201631e-05,0.0126115780200867,0.0107980537771002,"Ppp2r5c/Ptprj/Akap6/Ifng/Mtmr7/Farp1/Plek/Grxcr1/Ppp2r2a/Ptpn11/Cep192/Ptpn5/Pdp1/Dusp4/Ptpn4/Impa2/Dusp10",17
"GO:0007229","GO:0007229","integrin-mediated signaling pathway","8/284","86/21092",2.09411610046208e-05,0.0139874669033731,0.0119760920946983,"Sema7a/Itgb1/Ptk2b/Bcar1/Ctgf/Plek/Thy1/Ptpn11",8
"GO:0007254","GO:0007254","JNK cascade","12/284","203/21092",2.11165160350879e-05,0.0139874669033731,0.0119760920946983,"Irak4/Lmnb1/Dact1/Cyld/Trib1/Ptk2b/Mapk8/Rapgef1/Ctgf/Rasgrp1/Dusp10/Rassf2",12
"GO:0055074","GO:0055074","calcium ion homeostasis","19/284","480/21092",3.03350972802163e-05,0.0139874669033731,0.0119760920946983,"Cxcr3/Ccr6/Nucb2/Rap1gds1/Atp2b1/Akap6/Gpr18/Ccl5/Ptk2b/Plcg1/Akap5/Fam20a/Thy1/Gpr65/Afg3l2/Ptger2/Mgea5/Lpar4/Ccr5",19
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","12/284","212/21092",3.23943111490929e-05,0.0139874669033731,0.0119760920946983,"Cd101/Cebpa/Ccl5/Trib1/Ifng/Clec2g/Tjp2/Batf/Batf3/Kit/Nfatc1/Rassf2",12
"GO:0035335","GO:0035335","peptidyl-tyrosine dephosphorylation","5/284","28/21092",3.25763421330377e-05,0.0139874669033731,0.0119760920946983,"Ptprj/Ptpn11/Ptpn5/Dusp4/Dusp10",5
"GO:0072503","GO:0072503","cellular divalent inorganic cation homeostasis","19/284","488/21092",3.79409861926342e-05,0.0144808097301887,0.0123984930318386,"Cxcr3/Ccr6/Nucb2/Rap1gds1/Atp2b1/Akap6/Gpr18/Ccl5/Ptk2b/Plcg1/Akap5/Thy1/Mt4/Gpr65/Afg3l2/Ptger2/Mgea5/Lpar4/Ccr5",19
"GO:0001933","GO:0001933","negative regulation of protein phosphorylation","17/284","414/21092",5.07127209402978e-05,0.0160064645292636,0.0137047611720715,"Fgfr1op/Ldlrad4/Ptprj/Dact1/Smyd3/Nf2/Hmgcr/Nck2/Gfra2/Cyld/Trib1/Rapgef1/Thy1/Ptpn5/Dusp4/Dusp10/Rassf2",17
"GO:0051403","GO:0051403","stress-activated MAPK cascade","13/284","258/21092",5.12579650136533e-05,0.0160064645292636,0.0137047611720715,"Irak4/Lmnb1/Dact1/Hmgcr/Cyld/Trib1/Ptk2b/Mapk8/Rapgef1/Ctgf/Rasgrp1/Dusp10/Rassf2",13
"GO:0006874","GO:0006874","cellular calcium ion homeostasis","18/284","463/21092",6.18928841482416e-05,0.017048036721864,0.0145965569910022,"Cxcr3/Ccr6/Nucb2/Rap1gds1/Atp2b1/Akap6/Gpr18/Ccl5/Ptk2b/Plcg1/Akap5/Thy1/Gpr65/Afg3l2/Ptger2/Mgea5/Lpar4/Ccr5",18
