"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031965","GO:0031965","nuclear membrane","10/227","241/21298",0.000275118060494145,0.096841557293939,0.091512954859105,"Prickle1/Lmnb1/Nucb2/Akap6/Dnajb2/Lpin1/P2rx3/Ankrd17/Osbpl3/Tmc6",10
"GO:0030175","GO:0030175","filopodium","5/227","91/21298",0.00291122066827627,0.292775968247023,0.27666628578367,"Myo9b/Lcp1/Akap5/Myo3b/Itgb1",5
"GO:0030136","GO:0030136","clathrin-coated vesicle","5/227","96/21298",0.00366634399533226,0.292775968247023,0.27666628578367,"Rab8b/Hip1/Ece1/Ston2/Edn1",5
"GO:0001726","GO:0001726","ruffle","6/227","145/21298",0.00467180338840376,0.292775968247023,0.27666628578367,"Ptprj/Eps8l3/Myo9b/Lcp1/Plek/Itgb1",6
"GO:0031256","GO:0031256","leading edge membrane","6/227","151/21298",0.00567875921888248,0.292775968247023,0.27666628578367,"Ptprj/Atp2b1/Eps8l3/Akap5/Plek/Itgb1",6
"GO:0032591","GO:0032591","dendritic spine membrane","2/227","11/21298",0.00583856667456274,0.292775968247023,0.27666628578367,"Atp2b1/Akap5",2
"GO:0098858","GO:0098858","actin-based cell projection","7/227","203/21298",0.00622812302515654,0.292775968247023,0.27666628578367,"Slc26a2/Myo9b/Lcp1/Akap5/Myo3b/Itgb1/Clic5",7
"GO:0032587","GO:0032587","ruffle membrane","4/227","70/21298",0.00665399927834144,0.292775968247023,0.27666628578367,"Ptprj/Eps8l3/Plek/Itgb1",4
"GO:0009898","GO:0009898","cytoplasmic side of plasma membrane","6/227","162/21298",0.00792338880323439,0.307911186600112,0.290968705040776,"Atp2b1/Traf5/Hip1/Farp1/Akap5/Pkp4",6
"GO:0044291","GO:0044291","cell-cell contact zone","4/227","82/21298",0.0115023794261358,0.307911186600112,0.290968705040776,"Akap6/Gja5/Itgb1/Pkp4",4
"GO:0098562","GO:0098562","cytoplasmic side of membrane","6/227","177/21298",0.0119292952026771,0.307911186600112,0.290968705040776,"Atp2b1/Traf5/Hip1/Farp1/Akap5/Pkp4",6
"GO:0098890","GO:0098890","extrinsic component of postsynaptic membrane","2/227","16/21298",0.0123004565528217,0.307911186600112,0.290968705040776,"Hip1/Farp1",2
"GO:0005635","GO:0005635","nuclear envelope","10/227","409/21298",0.012697002297555,0.307911186600112,0.290968705040776,"Prickle1/Lmnb1/Nucb2/Akap6/Dnajb2/Lpin1/P2rx3/Ankrd17/Osbpl3/Tmc6",10
"GO:0005667","GO:0005667","transcription factor complex","10/227","417/21298",0.0143634660806596,0.307911186600112,0.290968705040776,"Nr4a2/Cebpa/Jun/Hivep2/Lpin1/Tcf12/Sox6/Hnf1b/Nfatc1/Ets1",10
"GO:0016363","GO:0016363","nuclear matrix","4/227","89/21298",0.0151634103104091,0.307911186600112,0.290968705040776,"Atxn1/Lmnb1/Scaf8/Cebpa",4
"GO:0032433","GO:0032433","filopodium tip","2/227","18/21298",0.015465668877841,0.307911186600112,0.290968705040776,"Myo9b/Myo3b",2
"GO:0043197","GO:0043197","dendritic spine","6/227","194/21298",0.0179902530855958,0.307911186600112,0.290968705040776,"Grk3/Atp2b1/Cdk5r1/P2rx3/Akap5/Itgb1",6
"GO:0016607","GO:0016607","nuclear speck","8/227","311/21298",0.0187832330632829,0.307911186600112,0.290968705040776,"Chd5/Nr4a2/Tcf12/Maml3/Nfkbiz/Rbm15/Gadd45a/Ythdc1",8
"GO:0005922","GO:0005922","connexin complex","2/227","20/21298",0.0189399538212546,0.307911186600112,0.290968705040776,"Gja5/Gjd3",2
"GO:0016010","GO:0016010","dystrophin-associated glycoprotein complex","2/227","20/21298",0.0189399538212546,0.307911186600112,0.290968705040776,"Sntb2/Sntb1",2
"GO:0090665","GO:0090665","glycoprotein complex","2/227","20/21298",0.0189399538212546,0.307911186600112,0.290968705040776,"Sntb2/Sntb1",2
"GO:0044309","GO:0044309","neuron spine","6/227","197/21298",0.019244449162507,0.307911186600112,0.290968705040776,"Grk3/Atp2b1/Cdk5r1/P2rx3/Akap5/Itgb1",6
"GO:0031252","GO:0031252","cell leading edge","9/227","378/21298",0.0205281788901827,0.314170389971492,0.296883502485023,"Ptprj/Atp2b1/Eps8l3/Myo9b/Lcp1/Akap5/Plek/Dpysl3/Itgb1",9
"GO:0099243","GO:0099243","extrinsic component of synaptic membrane","2/227","23/21298",0.0246994973210579,0.362259294042182,0.342326366379574,"Hip1/Farp1",2
"GO:0030666","GO:0030666","endocytic vesicle membrane","2/227","24/21298",0.0267585665044213,0.362269823444473,0.342336316412839,"Hip1/Rapgef1",2
"GO:0033017","GO:0033017","sarcoplasmic reticulum membrane","2/227","24/21298",0.0267585665044213,0.362269823444473,0.342336316412839,"Akap6/Pln",2
"GO:0014704","GO:0014704","intercalated disc","3/227","62/21298",0.0285207559194429,0.371826151246071,0.351366817565067,"Akap6/Gja5/Itgb1",3
"GO:0097386","GO:0097386","glial cell projection","2/227","26/21298",0.0310754622238785,0.390662953671615,0.369167145216,"Lgals3/Itgb1",2
"GO:0035068","GO:0035068","micro-ribonucleoprotein complex","4/227","116/21298",0.0357089356436566,0.433432598157487,0.409583436057912,"Mir331/Tnrc6b/Mir122/Mir21a",4
"GO:0030135","GO:0030135","coated vesicle","5/227","173/21298",0.0381228955955644,0.447308641654623,0.422695965199943,"Rab8b/Hip1/Ece1/Ston2/Edn1",5
"GO:0034399","GO:0034399","nuclear periphery","4/227","120/21298",0.0396651094687448,0.450390920419296,0.425608644893832,"Atxn1/Lmnb1/Scaf8/Cebpa",4
"GO:0031253","GO:0031253","cell projection membrane","7/227","302/21298",0.0436387515355981,0.459672599407299,0.434379609487759,"Ptprj/Atp2b1/Slc26a2/Eps8l3/Akap5/Plek/Itgb1",7
"GO:0080008","GO:0080008","Cul4-RING E3 ubiquitin ligase complex","2/227","32/21298",0.0455011870354782,0.459672599407299,0.434379609487759,"Dcaf12/Cul4a",2
"GO:0099092","GO:0099092","postsynaptic density, intracellular component","2/227","32/21298",0.0455011870354782,0.459672599407299,0.434379609487759,"Dlgap1/Akap5",2
"GO:0098802","GO:0098802","plasma membrane receptor complex","5/227","182/21298",0.0457060823274303,0.459672599407299,0.434379609487759,"Chrnb4/Traf5/Il6st/Lime1/Itgb1",5
"GO:0005921","GO:0005921","gap junction","2/227","33/21298",0.0481044979680164,0.470355091242827,0.444474308710327,"Gja5/Gjd3",2
"GO:0032809","GO:0032809","neuronal cell body membrane","2/227","35/21298",0.0534685495485533,0.507480092716677,0.479556546945186,"Atp2b1/Il6st",2
"GO:0001772","GO:0001772","immunological synapse","2/227","36/21298",0.0562264875453137,0.507480092716677,0.479556546945186,"Ptprj/Lgals3",2
"GO:0044298","GO:0044298","cell body membrane","2/227","36/21298",0.0562264875453137,0.507480092716677,0.479556546945186,"Atp2b1/Il6st",2
"GO:0099091","GO:0099091","postsynaptic specialization, intracellular component","2/227","38/21298",0.0618873583197092,0.542567327625414,0.512713144526408,"Dlgap1/Akap5",2
"GO:0043235","GO:0043235","receptor complex","8/227","398/21298",0.0639977741346205,0.542567327625414,0.512713144526408,"Chrnb4/Traf5/Gfra2/P2rx3/Axl/Il6st/Lime1/Itgb1",8
"GO:0009897","GO:0009897","external side of plasma membrane","8/227","399/21298",0.0647381470462142,0.542567327625414,0.512713144526408,"Sema7a/Gfra2/Pdcd1lg2/Ifng/Ece1/Il6st/Lgals3/Itgb1",8
"GO:0005637","GO:0005637","nuclear inner membrane","2/227","42/21298",0.0737522772517569,0.576973600145161,0.545226248941001,"Lmnb1/P2rx3",2
"GO:0005778","GO:0005778","peroxisomal membrane","2/227","45/21298",0.083086587925953,0.576973600145161,0.545226248941001,"Rab8b/Hmgcr",2
"GO:0031903","GO:0031903","microbody membrane","2/227","45/21298",0.083086587925953,0.576973600145161,0.545226248941001,"Rab8b/Hmgcr",2
"GO:0031461","GO:0031461","cullin-RING ubiquitin ligase complex","4/227","156/21298",0.0859271126032352,0.576973600145161,0.545226248941001,"Fbxo31/Usp47/Dcaf12/Cul4a",4
