"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051019","GO:0051019","mitogen-activated protein kinase binding","8/440","36/20759",6.87251243538028e-07,0.000476265111771854,0.000408010211953103,"Mapkapk2/Dusp2/Mapkapk3/Map3k1/Dusp1/Plcb4/Gch1/Nfatc1",8
"GO:0004435","GO:0004435","phosphatidylinositol phospholipase C activity","5/440","17/20759",2.09650566247619e-05,0.00484292808031999,0.00414887436363708,"Ccl5/Plcl2/Plcg1/Plcl1/Plcb4",5
"GO:0004629","GO:0004629","phospholipase C activity","5/440","17/20759",2.09650566247619e-05,0.00484292808031999,0.00414887436363708,"Ccl5/Plcl2/Plcg1/Plcl1/Plcb4",5
"GO:0003779","GO:0003779","actin binding","21/440","415/20759",0.000231307123724154,0.0400739591852097,0.0343308467843218,"Ssh2/Dstn/Cxcr4/Rcsd1/Hip1/Itgb1/Tns4/Flnb/Add3/Myo9b/Myo3b/Akap5/Sntb1/Coro1a/Capza2/Gas7/Itprid2/Utrn/Diaph3/Sipa1l1/Ccr5",21
"GO:0000982","GO:0000982","transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding","23/440","492/20759",0.000368490908823697,0.0510552296909482,0.0437383603640841,"Creb5/Jdp2/Mafg/Egr2/Zbtb20/Jun/Irf2bp2/Sox6/Hlf/Mafb/Bcl11b/Tshz2/Tcf7l2/Batf/Stat1/Foxq1/Nfya/Max/Irf8/Myb/Nfatc2/Nfatc1/Hif1a",23
"GO:0032934","GO:0032934","sterol binding","6/440","47/20759",0.00045089542040139,0.0510552296909482,0.0437383603640841,"Osbp/Osbpl9/Rora/Osbpl8/Cyp11a1/Osbpl3",6
"GO:0031434","GO:0031434","mitogen-activated protein kinase kinase binding","4/440","19/20759",0.00059935010522236,0.0510552296909482,0.0437383603640841,"Trib2/Raf1/Map3k1/Ksr1",4
"GO:0019902","GO:0019902","phosphatase binding","13/440","213/20759",0.000651408363895261,0.0510552296909482,0.0437383603640841,"Anapc4/Itpr1/Hmgcr/Nek2/Ctnnb1/Adrb2/Akap5/Ppp2r2a/Lgals3/Stat1/Mapk1/Pard3/Nfatc2",13
"GO:0070273","GO:0070273","phosphatidylinositol-4-phosphate binding","5/440","34/20759",0.000700764494544464,0.0510552296909482,0.0437383603640841,"Osbp/Plekha5/Arfip1/Sap30l/Osbpl8",5
"GO:0015278","GO:0015278","calcium-release channel activity","4/440","20/20759",0.000736727701168083,0.0510552296909482,0.0437383603640841,"Itpr1/Trpm2/Rasa3/Ryr1",4
"GO:0019903","GO:0019903","protein phosphatase binding","11/440","166/20759",0.000853572281837602,0.0537750537557689,0.0460683987518093,"Anapc4/Itpr1/Hmgcr/Nek2/Ctnnb1/Adrb2/Akap5/Ppp2r2a/Lgals3/Stat1/Pard3",11
"GO:0004674","GO:0004674","protein serine/threonine kinase activity","21/440","464/20759",0.000987172875445087,0.0570092335569538,0.0488390791009675,"Mapkapk2/Irak4/Tgfbr2/Tlk1/Nek2/Raf1/Mapk8/Acvr2a/Cdk14/Top1/Bub1b/Myo3b/Mapkapk3/Map3k1/Mylk2/Bcr/Map3k4/Prkacb/Mapk1/Tnik/Ptk2b",21
"GO:0051087","GO:0051087","chaperone binding","8/440","98/20759",0.00113944084047296,0.0575851652325991,0.0493324723797158,"Lbr/Dnajb2/Prnp/Atp1a1/Ksr1/Amfr/Dnajc1/Dnajc3",8
"GO:0099094","GO:0099094","ligand-gated cation channel activity","8/440","99/20759",0.00121714675304335,0.0575851652325991,0.0493324723797158,"Chrnb4/Itpr1/Trpm2/Kcnj15/Rasa3/Ryr1/Kcnj3/Ptk2b",8
"GO:0005496","GO:0005496","steroid binding","8/440","100/20759",0.00129901661538389,0.0575851652325991,0.0493324723797158,"Osbp/Atp1a1/Osbpl9/Rora/Osbpl8/Cyp11a1/Osbpl3/Pgrmc2",8
"GO:0032266","GO:0032266","phosphatidylinositol-3-phosphate binding","5/440","39/20759",0.00132952762441787,0.0575851652325991,0.0493324723797158,"Plekha5/Hip1/Asap1/Sap30l/Pard3",5
"GO:0043178","GO:0043178","alcohol binding","7/440","80/20759",0.00153828392538473,0.06270769178186,0.0537208751651387,"Itpr1/Plcl2/Osbpl8/Cyp11a1/Plcl1/Osbpl3/Adh4",7
"GO:0042578","GO:0042578","phosphoric ester hydrolase activity","17/440","356/20759",0.00166333080430958,0.0640382359659188,0.0548607353000353,"Ssh2/Samhd1/Dusp2/Ccl5/Atp1a1/Plcl2/Lpin1/Plcg1/Mtmr7/Plcl1/Ptpn11/Dusp1/Ppp2r2a/Plcb4/Pdp1/Dusp4/Ptpn4",17
"GO:0017124","GO:0017124","SH3 domain binding","9/440","131/20759",0.00193053762367087,0.0703647739990338,0.0602805992791905,"Abi1/Cblb/Reps1/Trp53bp2/Rufy1/Asap1/Akap5/Uvrag/Sh3kbp1",9
"GO:0099604","GO:0099604","ligand-gated calcium channel activity","4/440","26/20759",0.00205619749825943,0.0703647739990338,0.0602805992791905,"Itpr1/Trpm2/Rasa3/Ryr1",4
"GO:1901981","GO:1901981","phosphatidylinositol phosphate binding","10/440","160/20759",0.00223692121820413,0.0703647739990338,0.0602805992791905,"Osbp/Plekha5/Arfip1/Hip1/Fcho2/Asap1/Sap30l/Osbpl8/Plek/Pard3",10
"GO:0017017","GO:0017017","MAP kinase tyrosine/serine/threonine phosphatase activity","3/440","13/20759",0.00230888608347309,0.0703647739990338,0.0602805992791905,"Dusp2/Dusp1/Dusp4",3
"GO:0046332","GO:0046332","SMAD binding","7/440","86/20759",0.00233533881959275,0.0703647739990338,0.0602805992791905,"Cited2/Ldlrad4/Tgfbr2/Jun/Ctnnb1/Runx3/Acvr2a",7
"GO:0051015","GO:0051015","actin filament binding","11/440","193/20759",0.00283545932457748,0.0801847324641096,0.0686932317304744,"Dstn/Rcsd1/Hip1/Add3/Myo9b/Coro1a/Capza2/Gas7/Itprid2/Utrn/Sipa1l1",11
"GO:0033549","GO:0033549","MAP kinase phosphatase activity","3/440","14/20759",0.00289266711630987,0.0801847324641096,0.0686932317304744,"Dusp2/Dusp1/Dusp4",3
"GO:0050811","GO:0050811","GABA receptor binding","3/440","15/20759",0.00355939786672317,0.0948716431399675,0.0812753197097922,"Plcl2/Akap5/Plcl1",3
"GO:0015248","GO:0015248","sterol transporter activity","4/440","31/20759",0.00398176583476223,0.102198656425564,0.0875522780041285,"Osbp/Osbpl9/Osbpl8/Osbpl3",4
"GO:0008179","GO:0008179","adenylate cyclase binding","3/440","16/20759",0.00431249614993257,0.102856386037127,0.0881157465253128,"Raf1/Adrb2/Akap5",3
"GO:0070679","GO:0070679","inositol 1,4,5 trisphosphate binding","3/440","16/20759",0.00431249614993257,0.102856386037127,0.0881157465253128,"Itpr1/Plcl2/Plcl1",3
"GO:0005217","GO:0005217","intracellular ligand-gated ion channel activity","4/440","32/20759",0.00447557708054605,0.102856386037127,0.0881157465253128,"Itpr1/Trpm2/Rasa3/Ryr1",4
"GO:0001227","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","13/440","266/20759",0.00463694900853333,0.102856386037127,0.0881157465253128,"Jdp2/Jarid2/Zbtb20/Irf2bp2/Sox6/Nfkb1/Tshz2/Bcl6/Foxq1/Max/Irf8/Nfatc2/Nfatc1",13
"GO:0004725","GO:0004725","protein tyrosine phosphatase activity","7/440","98/20759",0.00484725113981907,0.102856386037127,0.0881157465253128,"Ssh2/Dusp2/Mtmr7/Ptpn11/Dusp1/Dusp4/Ptpn4",7
"GO:0019956","GO:0019956","chemokine binding","4/440","33/20759",0.00500901017983913,0.102856386037127,0.0881157465253128,"Cxcr3/Cxcr4/Itgb1/Ccr5",4
"GO:0001228","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","19/440","464/20759",0.00504634505809859,0.102856386037127,0.0881157465253128,"Creb5/Mafg/Egr2/Jun/Irf2bp2/Pbx3/Hlf/Nfkb1/Mafb/Bcl11b/Tcf7l2/Batf/Rreb1/Nfya/Plagl1/Myb/Nfatc2/Nfatc1/Hif1a",19
"GO:0005088","GO:0005088","Ras guanyl-nucleotide exchange factor activity","8/440","125/20759",0.00520723247138124,0.103103202933349,0.0883271913942562,"Rapgef4/Dock10/Arhgef3/Farp1/Rap1a/Prex1/Bcr/C9orf72",8
"GO:0097110","GO:0097110","scaffold protein binding","6/440","76/20759",0.00549330075259131,0.105746039487383,0.0905912755690497,"P2ry1/Nck2/Mdm2/Akap5/Nos1/Casp1",6
"GO:0019199","GO:0019199","transmembrane receptor protein kinase activity","6/440","77/20759",0.0058536417555696,0.109637128016479,0.0939247211988978,"Tgfbr2/Ror1/Acvr2a/Ddr1/Axl/Ntrk3",6
"GO:0001085","GO:0001085","RNA polymerase II transcription factor binding","9/440","157/20759",0.00640415133681003,0.116791496747614,0.100053777118029,"Cited2/Egr2/Hdac4/Jun/Ctnnb1/Lpin1/Id3/Tcf7l2/Nfatc1",9
"GO:0051721","GO:0051721","protein phosphatase 2A binding","4/440","36/20759",0.00686061067074869,0.121375883849333,0.103981162741739,"Hmgcr/Adrb2/Ppp2r2a/Stat1",4
"GO:0015276","GO:0015276","ligand-gated ion channel activity","8/440","132/20759",0.00718096859714667,0.121375883849333,0.103981162741739,"Chrnb4/Itpr1/Trpm2/Kcnj15/Rasa3/Ryr1/Kcnj3/Ptk2b",8
"GO:0022834","GO:0022834","ligand-gated channel activity","8/440","132/20759",0.00718096859714667,0.121375883849333,0.103981162741739,"Chrnb4/Itpr1/Trpm2/Kcnj15/Rasa3/Ryr1/Kcnj3/Ptk2b",8
