"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009897","GO:0009897","external side of plasma membrane","18/265","399/21298",2.91456342714825e-06,0.00104341370691907,0.000944932142696484,"Ece1/Ctla4/Ccr6/Plg/S1pr1/Sell/Cd83/Cxcr5/Ly75/Tgfbr2/Gfra2/Ifng/Itgb1/Icos/Cd2/Cx3cr1/Cd9/Sema7a",18
"GO:0009898","GO:0009898","cytoplasmic side of plasma membrane","10/265","162/21298",3.69835599537644e-05,0.00662005723172383,0.00599522971882076,"Pkp4/Racgap1/Farp1/Gna13/Atp2b1/Hip1/Akap5/Cd2/Ptk2b/Ptpn4",10
"GO:0098562","GO:0098562","cytoplasmic side of membrane","10/265","177/21298",7.809087534773e-05,0.00931884445816244,0.00843929459898275,"Pkp4/Racgap1/Farp1/Gna13/Atp2b1/Hip1/Akap5/Cd2/Ptk2b/Ptpn4",10
"GO:0044291","GO:0044291","cell-cell contact zone","6/265","82/21298",0.000556931338589318,0.0498453548037439,0.04514075060145,"Pkp4/Atp1a1/Itgb1/Nectin1/Gja5/Ptk2",6
"GO:0031252","GO:0031252","cell leading edge","13/265","378/21298",0.000963271430090149,0.0689702343944547,0.0624605474668981,"Ptprj/Lcp1/Atp2b1/Bcas3/Mpp2/Cdk6/Myo9b/Bcar1/Akap5/Ptpn13/Itgb1/Ptk2/Ptk2b",13
"GO:0030136","GO:0030136","clathrin-coated vesicle","6/265","96/21298",0.00127631931626547,0.0761537192038398,0.0689660262122395,"Ece1/Ctla4/Hip1/Ston2/Edn1/Lrp1",6
"GO:0097038","GO:0097038","perinuclear endoplasmic reticulum","3/265","21/21298",0.00214584524738872,0.0922439693843687,0.0835376141440328,"Osbp/Osbpl3/Osbp2",3
"GO:0016323","GO:0016323","basolateral plasma membrane","9/265","228/21298",0.00230184003280833,0.0922439693843687,0.0835376141440328,"Atp2b1/Entpd1/Atp1a1/Akap5/Ddr1/Naip1/Slc1a3/Ptk2/Lrp1",9
"GO:0005925","GO:0005925","focal adhesion","7/265","148/21298",0.00257558342515205,0.0922439693843687,0.0835376141440328,"Ppfia1/Lcp1/Lpp/Bcar1/Itgb1/Ptk2/Ptk2b",7
"GO:0043197","GO:0043197","dendritic spine","8/265","194/21298",0.00305097233673194,0.0922439693843687,0.0835376141440328,"Atp2b1/Mpp2/Akap5/Itgb1/Slc1a3/Sipa1l1/Ptk2/Ptk2b",8
"GO:0005924","GO:0005924","cell-substrate adherens junction","7/265","154/21298",0.00321372128256969,0.0922439693843687,0.0835376141440328,"Ppfia1/Lcp1/Lpp/Bcar1/Itgb1/Ptk2/Ptk2b",7
