"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031098","GO:0031098","stress-activated protein kinase signaling cascade","4/21","291/21092",0.000176501958338912,0.057273287916125,0.0381853270284042,"Ccr7/Tnfrsf11a/Map3k19/Xdh",4
"GO:0009100","GO:0009100","glycoprotein metabolic process","4/21","308/21092",0.000219330560985723,0.057273287916125,0.0381853270284042,"Ccr7/B3galt2/Man1a/Dad1",4
"GO:0002675","GO:0002675","positive regulation of acute inflammatory response","2/21","29/21092",0.000377154505355754,0.057273287916125,0.0381853270284042,"Ccr7/Tnfrsf11a",2
"GO:0048535","GO:0048535","lymph node development","2/21","31/21092",0.000431444521999079,0.057273287916125,0.0381853270284042,"Ccr7/Tnfrsf11a",2
"GO:0030879","GO:0030879","mammary gland development","3/21","163/21092",0.000544015923864137,0.057273287916125,0.0381853270284042,"Tnfrsf11a/Xdh/Lrp5",3
"GO:0032874","GO:0032874","positive regulation of stress-activated MAPK cascade","3/21","170/21092",0.000614869756318145,0.057273287916125,0.0381853270284042,"Ccr7/Tnfrsf11a/Xdh",3
"GO:0070304","GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","3/21","171/21092",0.000625449322016965,0.057273287916125,0.0381853270284042,"Ccr7/Tnfrsf11a/Xdh",3
"GO:0043547","GO:0043547","positive regulation of GTPase activity","3/21","218/21092",0.00126233406997705,0.084918841099394,0.0566172091080614,"Rabgap1l/Ccr7/Dock9",3
"GO:0002673","GO:0002673","regulation of acute inflammatory response","2/21","58/21092",0.00150907895269846,0.084918841099394,0.0566172091080614,"Ccr7/Tnfrsf11a",2
"GO:0032872","GO:0032872","regulation of stress-activated MAPK cascade","3/21","233/21092",0.00152789778833269,0.084918841099394,0.0566172091080614,"Ccr7/Tnfrsf11a/Xdh",3
"GO:0070302","GO:0070302","regulation of stress-activated protein kinase signaling cascade","3/21","235/21092",0.00156575078271957,0.084918841099394,0.0566172091080614,"Ccr7/Tnfrsf11a/Xdh",3
"GO:0046850","GO:0046850","regulation of bone remodeling","2/21","61/21092",0.00166766663669718,0.084918841099394,0.0566172091080614,"Tnfrsf11a/Lrp5",2
"GO:0006487","GO:0006487","protein N-linked glycosylation","2/21","62/21092",0.00172222298641517,0.084918841099394,0.0566172091080614,"B3galt2/Dad1",2
"GO:0009101","GO:0009101","glycoprotein biosynthetic process","3/21","252/21092",0.00191150983812703,0.0873485776670458,0.0582371664879228,"Ccr7/B3galt2/Dad1",3
"GO:0051403","GO:0051403","stress-activated MAPK cascade","3/21","258/21092",0.00204403847894803,0.0873485776670458,0.0582371664879228,"Ccr7/Tnfrsf11a/Xdh",3
"GO:0043507","GO:0043507","positive regulation of JUN kinase activity","2/21","78/21092",0.00270888060852769,0.10852452937914,0.0723556267804105,"Ccr7/Tnfrsf11a",2
"GO:0043087","GO:0043087","regulation of GTPase activity","3/21","297/21092",0.00304606665900101,0.114200414526257,0.0761398609042786,"Rabgap1l/Ccr7/Dock9",3
