"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019955","GO:0019955","cytokine binding","7/148","130/20759",4.12743008228827e-05,0.015147668401998,0.0138594757499996,"Prlr/Ccr7/Tnfrsf11a/Cxcr4/Lrrc32/Itgb3/Il2ra",7
"GO:0019838","GO:0019838","growth factor binding","6/148","146/20759",0.000634203235290755,0.0994156922211995,0.090961152498387,"Dusp1/Lrrc32/Ctgf/Itgb3/Ntrk2/Il2ra",6
"GO:0001671","GO:0001671","ATPase activator activity","3/148","26/20759",0.000818574756626706,0.0994156922211995,0.090961152498387,"Dnajb1/Atp1b3/Atp1b1",3
"GO:0019956","GO:0019956","chemokine binding","3/148","33/20759",0.00165623475973651,0.0994156922211995,0.090961152498387,"Ccr7/Cxcr4/Itgb3",3
"GO:0005452","GO:0005452","inorganic anion exchanger activity","2/148","10/20759",0.00218827134568409,0.0994156922211995,0.090961152498387,"Slc4a10/Slc4a4",2
"GO:0003714","GO:0003714","transcription corepressor activity","6/148","187/20759",0.00225951384745966,0.0994156922211995,0.090961152498387,"C1d/Nrip1/Dnajb1/Olig3/Zfp281/Tle4",6
"GO:0017147","GO:0017147","Wnt-protein binding","3/148","37/20759",0.00231012232230727,0.0994156922211995,0.090961152498387,"Lrp5/Apcdd1/Sfrp2",3
"GO:0005391","GO:0005391","sodium:potassium-exchanging ATPase activity","2/148","11/20759",0.00266206809682063,0.0994156922211995,0.090961152498387,"Atp1b3/Atp1b1",2
"GO:0008556","GO:0008556","potassium-transporting ATPase activity","2/148","11/20759",0.00266206809682063,0.0994156922211995,0.090961152498387,"Atp1b3/Atp1b1",2
"GO:0060590","GO:0060590","ATPase regulator activity","3/148","40/20759",0.00289203539681931,0.0994156922211995,0.090961152498387,"Dnajb1/Atp1b3/Atp1b1",3
"GO:0015081","GO:0015081","sodium ion transmembrane transporter activity","5/148","138/20759",0.00312298097008139,0.0994156922211995,0.090961152498387,"Slc4a10/Slc6a19/Atp1b3/Atp1b1/Slc4a4",5
"GO:0017017","GO:0017017","MAP kinase tyrosine/serine/threonine phosphatase activity","2/148","13/20759",0.00374015950279746,0.0994156922211995,0.090961152498387,"Dusp1/Dusp6",2
"GO:0008376","GO:0008376","acetylgalactosaminyltransferase activity","3/148","44/20759",0.00379711136529983,0.0994156922211995,0.090961152498387,"Galnt4/B3galt2/Galntl6",3
"GO:0004896","GO:0004896","cytokine receptor activity","4/148","90/20759",0.0039438992048586,0.0994156922211995,0.090961152498387,"Prlr/Ccr7/Cxcr4/Il2ra",4
"GO:0033549","GO:0033549","MAP kinase phosphatase activity","2/148","14/20759",0.00434318325155167,0.0994156922211995,0.090961152498387,"Dusp1/Dusp6",2
"GO:0015294","GO:0015294","solute:cation symporter activity","4/148","94/20759",0.00460508656065502,0.0994156922211995,0.090961152498387,"Slc4a10/Slc12a7/Slc6a19/Slc4a4",4
"GO:0051117","GO:0051117","ATPase binding","4/148","94/20759",0.00460508656065502,0.0994156922211995,0.090961152498387,"Dnajb1/Pde4d/Atp1b3/Atp1b1",4
"GO:0004725","GO:0004725","protein tyrosine phosphatase activity","4/148","98/20759",0.00533710141743707,0.108817567788856,0.0995634708866915,"Dusp1/Ubash3b/Mtmr7/Dusp6",4
"GO:0031625","GO:0031625","ubiquitin protein ligase binding","7/148","305/20759",0.00634664786485685,0.111859543149417,0.102346749647681,"Snx9/Ubash3b/Cxcr4/Fhit/Det1/Fbxw7/Ywhaz",7
"GO:0004653","GO:0004653","polypeptide N-acetylgalactosaminyltransferase activity","2/148","17/20759",0.00640068230555246,0.111859543149417,0.102346749647681,"Galnt4/Galntl6",2
"GO:0008301","GO:0008301","DNA binding, bending","2/148","17/20759",0.00640068230555246,0.111859543149417,0.102346749647681,"Hmgb1/Tfam",2
"GO:0044389","GO:0044389","ubiquitin-like protein ligase binding","7/148","322/20759",0.00843313789994078,0.140680073149012,0.128716315314886,"Snx9/Ubash3b/Cxcr4/Fhit/Det1/Fbxw7/Ywhaz",7
"GO:0015106","GO:0015106","bicarbonate transmembrane transporter activity","2/148","20/20759",0.00881803692135237,0.140705197832014,0.128739303336906,"Slc4a10/Slc4a4",2
"GO:0008483","GO:0008483","transaminase activity","2/148","22/20759",0.0106216019772401,0.160903053236873,0.147219486541123,"Phykpl/Kyat3",2
"GO:0015370","GO:0015370","solute:sodium symporter activity","3/148","66/20759",0.0117103629709442,0.160903053236873,0.147219486541123,"Slc4a10/Slc6a19/Slc4a4",3
"GO:0001227","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","6/148","266/20759",0.012173563720293,0.160903053236873,0.147219486541123,"Arid5b/Prdm5/Hesx1/Bcl6/Zfp281/Satb1",6
"GO:0016493","GO:0016493","C-C chemokine receptor activity","2/148","24/20759",0.0125733637819515,0.160903053236873,0.147219486541123,"Ccr7/Cxcr4",2
"GO:0001637","GO:0001637","G protein-coupled chemoattractant receptor activity","2/148","25/20759",0.013603403152286,0.160903053236873,0.147219486541123,"Ccr7/Cxcr4",2
"GO:0004950","GO:0004950","chemokine receptor activity","2/148","25/20759",0.013603403152286,0.160903053236873,0.147219486541123,"Ccr7/Cxcr4",2
"GO:0016769","GO:0016769","transferase activity, transferring nitrogenous groups","2/148","25/20759",0.013603403152286,0.160903053236873,0.147219486541123,"Phykpl/Kyat3",2
"GO:0019957","GO:0019957","C-C chemokine binding","2/148","25/20759",0.013603403152286,0.160903053236873,0.147219486541123,"Ccr7/Cxcr4",2
"GO:0047485","GO:0047485","protein N-terminus binding","4/148","130/20759",0.0141025184254362,0.160903053236873,0.147219486541123,"Cacna1e/Hesx1/Glrx/Cdh23",4
"GO:0015103","GO:0015103","inorganic anion transmembrane transporter activity","4/148","131/20759",0.0144681219531793,0.160903053236873,0.147219486541123,"Slc4a10/Gabrb1/Slc12a7/Slc4a4",4
"GO:0070491","GO:0070491","repressing transcription factor binding","3/148","75/20759",0.0164994297741073,0.17640456578313,0.161402714713375,"Prdm5/Runx1/Tle4",3
"GO:0005520","GO:0005520","insulin-like growth factor binding","2/148","28/20759",0.0169035072959831,0.17640456578313,0.161402714713375,"Ctgf/Itgb3",2
"GO:0003712","GO:0003712","transcription coregulator activity","8/148","459/20759",0.0173039901040672,0.17640456578313,0.161402714713375,"Arid5b/C1d/Nrip1/Med7/Dnajb1/Olig3/Zfp281/Tle4",8
"GO:0015293","GO:0015293","symporter activity","4/148","143/20759",0.0193280936587708,0.191713793858619,0.17541001072967,"Slc4a10/Slc12a7/Slc6a19/Slc4a4",4
"GO:0001968","GO:0001968","fibronectin binding","2/148","31/20759",0.020507237656543,0.198056742630296,0.181213540510726,"Ctgf/Itgb3",2
"GO:0015662","GO:0015662","ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism","2/148","39/20759",0.0314950078449586,0.295394070078772,0.270273077169449,"Atp1b3/Atp1b1",2
"GO:0008138","GO:0008138","protein tyrosine/serine/threonine phosphatase activity","2/148","40/20759",0.0330004274474923,0.295394070078772,0.270273077169449,"Dusp1/Dusp6",2
"GO:0017069","GO:0017069","snRNA binding","2/148","40/20759",0.0330004274474923,0.295394070078772,0.270273077169449,"Hexim2/Snrpd3",2
"GO:0046873","GO:0046873","metal ion transmembrane transporter activity","7/148","428/20759",0.0340020556445933,0.29711320051347,0.271846008787601,"Slc4a10/Slc12a7/Cacna1e/Slc6a19/Atp1b3/Atp1b1/Slc4a4",7
"GO:0022804","GO:0022804","active transmembrane transporter activity","6/148","342/20759",0.0361302619440652,0.308367584499347,0.282143294006287,"Slc4a10/Slc12a7/Slc6a19/Atp1b3/Atp1b1/Slc4a4",6
"GO:0004721","GO:0004721","phosphoprotein phosphatase activity","4/148","176/20759",0.0374371995051276,0.312260277690496,0.285704943591763,"Dusp1/Ubash3b/Mtmr7/Dusp6",4
"GO:0051219","GO:0051219","phosphoprotein binding","3/148","107/20759",0.0411966749060761,0.332161802917153,0.30391399721948,"Csnk1g2/Ubash3b/Fbxw7",3
"GO:0016757","GO:0016757","transferase activity, transferring glycosyl groups","5/148","266/20759",0.0420935461506951,0.332161802917153,0.30391399721948,"Galnt4/B3galt2/Dad1/St8sia6/Galntl6",5
