Motif	Num	Protection_Score_WT	Protection_Score_KO	Protection_Diff_WT_KO	TC_WT	TC_KO	TC_Diff_WT_KO	TF_Activity	Z_score	P_values
MA0740.1.KLF14	124	0.17932887841520553	0.12400160163434051	-0.05532727678086502	0.45185148187586466	0.5825743695896596	0.13072288771379492	0.0753956109329299	0.36795499392892506	0.7129067930971318
MA0496.2.MAFK	130	-0.12777930859704315	-0.09644569016004272	0.03133361843700043	0.4593028441937673	0.44286286297978605	-0.01643998121398127	0.01489363722301916	-0.20033932727381842	0.8412152072292619
MA0591.1.Bach1::Mafk	162	0.06728548852225241	0.06681215043966665	-0.0004733380825857614	0.4380997626660871	0.4329109413754832	-0.005188821290603884	-0.005662159373189646	-0.39341968080798057	0.6940095360047054
MA0659.1.MAFG	70	0.02038257969381414	0.03224041642492846	0.011857836731114322	0.42212617945594627	0.37818520219082696	-0.04394097726511931	-0.03208314053400499	-0.6415916433672195	0.5211383602835566
MA0002.2.RUNX1	216	0.12177032313051556	0.18806909581208275	0.0662987726815672	0.46123381827266074	0.5439391893913372	0.08270537111867649	0.14900414380024368	1.0593590697881494	0.2894362826988771
MA0741.1.KLF16	492	0.10061602171230595	0.05963166452578239	-0.04098435718652356	0.4159485714897333	0.4415985150885577	0.025649943598824387	-0.015334413587699172	-0.48427104988380726	0.628193518873251
MA0501.1.MAF::NFE2	180	0.06301860388425601	0.03710206652075116	-0.025916537363504848	0.42134162324831503	0.4032940979319006	-0.01804752531641446	-0.04396406267991931	-0.75318900411694	0.45133634602011197
MA1107.1.KLF9	362	-0.12623849301917836	-0.24937338671215384	-0.12313489369297548	0.3985135444400555	0.403526312312714	0.00501276787265853	-0.11812212582031695	-1.4497548113110776	0.1471269049698301
MA0140.2.GATA1::TAL1	38	0.001920555362184515	-0.05988931843640005	-0.06180987379858457	0.4676184987588086	0.46176955362710204	-0.005848945131706584	-0.06765881893029116	-0.9757535684389756	0.32918659911629
MA0463.1.Bcl6	52	0.25143933530187423	0.023846461852757732	-0.2275928734491165	0.3580156943339617	0.3521114998279923	-0.005904194505969407	-0.2334970679550859	-2.533470273862077	0.011293931900730778
MA0482.1.Gata4	62	-0.14007663464192	-0.0052000671653110505	0.13487656747660895	0.3273369777948027	0.2780667494713694	-0.04927022832343331	0.08560633915317564	0.4638642429516511	0.6427450125579166
MA0731.1.BCL6B	34	0.18245275940754263	0.29632735684676903	0.1138745974392264	0.38612556800704984	0.4251653380844955	0.03903977007744569	0.1529143675166721	1.096087754761852	0.27304037289111427
MA1104.1.GATA6	62	0.02167852678982104	0.08666778608851722	0.06498925929869617	0.3948968955330723	0.35681311932187476	-0.03808377621119752	0.026905483087498655	-0.08751220158902187	0.9302643871755613
MA0036.3.GATA2	58	-0.13048518034870477	-0.016676077461170013	0.11380910288753475	0.31726250062351175	0.248678348105165	-0.06858415251834674	0.04522495036918801	0.08456233722785207	0.932609342315523
MA0766.1.GATA5	44	-0.2336343126958924	-0.06280600602258797	0.17082830667330445	0.3683173768219059	0.33903311195785574	-0.02928426486405017	0.14154404180925428	0.9892864203007148	0.32252302620543916
MA0035.3.Gata1	78	-0.09225560039786526	0.13640176179777425	0.2286573621956395	0.37337566041241277	0.3287130176657688	-0.044662642746643944	0.18399471944899556	1.3880251316945458	0.1651293924864159
MA0511.2.RUNX2	130	0.06919170029839894	0.17980232236979343	0.1106106220713945	0.4843419020887927	0.5847450527069348	0.10040315061814209	0.21101377268953658	1.6418147782025374	0.1006283954543522
MA0495.2.MAFF	118	0.016297051560639896	0.028688506140826145	0.01239145458018625	0.4402540416220159	0.4244077416388895	-0.015846299983126422	-0.0034548454029401723	-0.37268640687515386	0.7093818545242963
MA0684.1.RUNX3	126	0.2505427133592819	0.14499658180523362	-0.1055461315540483	0.47939299535315527	0.5757887052037833	0.09639570985062806	-0.00915042170342023	-0.4261848874876886	0.6699731286802422
MA0037.3.GATA3	44	-0.22154977928058767	-0.08374134136345056	0.1378084379171371	0.36057409202557067	0.3287823907676407	-0.03179170125792996	0.10601673665920713	0.6555788645569344	0.5120951281307448
MA0508.2.PRDM1	138	0.20178511298083796	0.39716455016216234	0.1953794371813244	0.41092365162263345	0.4621150817716815	0.051191430149048034	0.24657086733037242	1.9758021462798445	0.048177190268786356
MA0089.1.MAFG::NFE2L1	244	-0.02745764477641384	-0.07927971252031588	-0.05182206774390204	0.42112152244927187	0.4008029910749304	-0.020318531374341475	-0.07214059911824351	-1.017850876568199	0.30874882959915073
MA0493.1.Klf1	216	-0.018954814449561305	0.11343850223585931	0.13239331668542062	0.46507315070502747	0.4905193960946718	0.02544624538964435	0.15783956207506497	1.1423500488115226	0.2533085453931313
MA0742.1.Klf12	88	-0.035246555794638645	-0.08897517519866621	-0.05372861940402757	0.5046700397434541	0.6050987246907398	0.10042868494728563	0.04670006554325806	0.09841807655568634	0.9216003213462282
MA0599.1.KLF5	464	0.1836061963923032	0.19378219642377983	0.010176000031476645	0.4390477454827998	0.47823672405004125	0.03918897856724146	0.04936497859871811	0.12344957326649388	0.9017511034600375
MA0039.3.KLF4	150	-0.37799346342325324	-0.44061902447402235	-0.06262556105076911	0.4452513122069598	0.4052111285406798	-0.04004018366627998	-0.10266574471704909	-1.3045732069976688	0.19203821655517672
MA0117.2.Mafb	90	0.2506421745396549	0.2507587944161103	0.00011661987645539273	0.3980966898151269	0.40371597286947414	0.005619283054347224	0.005735902930802617	-0.28635781682431355	0.7746040797540581
MA0657.1.KLF13	56	0.03779378587727688	-0.06434536891529805	-0.10213915479257493	0.4864409907920224	0.6078111293224218	0.12137013853039935	0.01923098373782442	-0.15959868292276363	0.8731972165577665
