Motif	Num	Protection_Score_WT-Tfh	Protection_Score_WT-Th1	Protection_Diff_WT-Tfh_WT-Th1	TC_WT-Tfh	TC_WT-Th1	TC_Diff_WT-Tfh_WT-Th1	TF_Activity	Z_score	P_values
MA0740.1.KLF14	152	0.4044038148193312	0.2615562689772647	-0.1428475458420665	0.9158197881470039	0.8649121424730097	-0.050907645673994195	-0.1937551915160607	-1.1010248015753505	0.27088586303945006
MA0496.2.MAFK	76	-0.04742086553437059	-0.09221975187912278	-0.04479888634475219	0.7772568839384718	0.7156265821998867	-0.06163030173858508	-0.10642918808333726	-0.5355899254860101	0.5922419929841078
MA0591.1.Bach1::Mafk	114	0.2642019651200619	0.04249758151111698	-0.2217043836089449	0.9311733595839944	0.8678188929866834	-0.06335446659731103	-0.28505885020625593	-1.6922149500832604	0.09060499704720082
MA0659.1.MAFG	44	-0.3049240035455923	-0.3267986749874846	-0.021874671441892313	0.6117095699943932	0.5857712098832273	-0.025938360111165903	-0.047813031553058216	-0.15605098059354408	0.8759928367067065
MA0002.2.RUNX1	512	0.16528933365271908	0.2095721750490938	0.04428284139637473	0.8081687536858231	0.8497510947595759	0.041582341073752804	0.08586518247012753	0.70951393032416	0.4780056099901242
MA0741.1.KLF16	356	0.17062792740691712	0.13793855456859933	-0.0326893728383178	0.8187001728926696	0.8031240704062391	-0.015576102486430488	-0.048265475324748286	-0.1589805488541603	0.8736841986809619
MA0501.1.MAF::NFE2	78	-0.18361965515606268	-0.055900664910776623	0.12771899024528605	0.849371564244195	0.8021511660422607	-0.047220398201934355	0.08049859204335169	0.6747653185280871	0.4998248779573441
MA0731.1.BCL6B	12	0.3993052427382757	0.5369569423929581	0.13765169965468238	0.8774031587927997	0.873015806796786	-0.0043873519960137	0.13326434765866868	1.016422984232355	0.30942800514342794
MA0140.2.GATA1::TAL1	28	-0.2601807916484693	0.09974432366432694	0.35992511531279625	0.8148675535469618	0.8082482658083083	-0.006619287738653501	0.35330582757414275	2.4411890566471377	0.014638988850182206
MA0463.1.Bcl6	54	0.5796620486299227	0.20676344700331623	-0.37289860162660643	0.6473858755158897	0.6389010146094776	-0.008484860906412095	-0.3813834625330185	-2.3159157161133606	0.020562871050006502
