"motif_name","X_square","p_value"
"RUNX1_RUNT",0.580906066373752,0.445957390848422
"RUNX2_RUNT",15.5647636092303,7.97266292680021e-05
"TBR1_TBOX",2.35832505857633,0.124615924199515
"TBET_TBOX",12.0554092492119,0.000516423097308474
"ERG_ETS",94.4029594368398,2.57407115491243e-22
"ETV1_ETS",47.1770177345633,6.48564633652361e-12
"ETS1_ETS",15.2059988589463,9.63967127833463e-05
"FLI1_ETS",19.2163165115106,1.16711553472356e-05
"ETV2_ETS",6.6451464933071,0.00994263025560455
"EHF_ETS",13.2991395015201,0.000265527953476837
"GABPA_ETS",1.86543049368201,0.171999349596893
"EWS:ERGFUSION_ETS",1.64744415645832,0.199307152327185
"SPDEF_ETS",2.85255197350622,0.0912290195324586
"EWS:FLI1FUSION_ETS",0.0666096547655877,0.796338635184201
"ELF3_ETS",0.00929484647602384,0.923195121711326
"PU.1_ETS",5.26666862558014,0.021737574296477
"ELK1_ETS",2.00833832916911,0.156436580199293
"KLF5_ZF",2.55028506570119,0.11027435692547
"LEF1_HMG",301.770589359607,1.35526213270925e-67
"TCF3_HMG",275.004021884647,9.21172176270006e-62
"TCF4_HMG",304.948120104221,2.75277996958469e-68
"TCF7_HMG",247.899311676564,7.45446128563409e-56
"KLF6_ZF",8.31846398618762,0.00392440915052104
"GATA3_ZF",6.3852611027704,0.011507183261056
"AP1_BZIP",86.064059184635,1.74200254960915e-20
"ATF3_BZIP",104.72524923825,1.40301743342559e-24
"BATF_BZIP",107.54833110355,3.37572102525736e-25
"JUNB_BZIP",99.1445239079909,2.34731177816654e-23
"FRA1_BZIP",106.295392398549,6.35239997073799e-25
"FRA2_BZIP",93.3905119179236,4.29303819120805e-22
"NFAT:AP1_RHD,BZIP",171.530805088405,3.42635172614301e-39
"ASCL2+M5987",6.59538379575823,0.0102243513274109
"TCF7L2+M1585",337.888512152854,1.83958237550807e-75
