"motif_name","X_square","p_value"
"RUNX1_RUNT",28.4525189975716,9.60247480288341e-08
"RUNX2_RUNT",32.3061654545393,1.31694804269588e-08
"TBR1_TBOX",37.8937643659453,7.47036292844808e-10
"TBET_TBOX",42.6177560531436,6.65524985781718e-11
"ERG_ETS",82.84600846937,8.87011843706756e-20
"ETV1_ETS",86.4675987468555,1.42045600849802e-20
"ETS1_ETS",57.2393986628846,3.85863423216712e-14
"FLI1_ETS",71.9113629813398,2.25084070487587e-17
"ETV2_ETS",56.0652102877388,7.01067331195312e-14
"EHF_ETS",36.9050089251509,1.24026905449981e-09
"GABPA_ETS",47.8083812204558,4.69978604969278e-12
"EWS:ERGFUSION_ETS",27.7261896347054,1.3975778437011e-07
"SPDEF_ETS",18.8817546450138,1.39076510436494e-05
"EWS:FLI1FUSION_ETS",18.7046816599351,1.52607341193317e-05
"ELF3_ETS",16.7689228582901,4.22191113846597e-05
"PU.1_ETS",21.0420576650977,4.49311454404531e-06
"ELK1_ETS",21.7198751131007,3.15505495593798e-06
"KLF5_ZF",19.902563541517,8.14909793961148e-06
"LEF1_HMG",94.4442106317077,2.52098353578283e-22
"TCF3_HMG",76.9289438483957,1.77220741090306e-18
"TCF4_HMG",84.7344234905148,3.41257003228606e-20
"TCF7_HMG",87.705176075935,7.59753112796661e-21
"KLF6_ZF",8.25998264373405,0.00405285154323021
"GATA3_ZF",0.888918773011858,0.345770478404363
"AP1_BZIP",1.36589803902245,0.24251790953152
"ATF3_BZIP",2.72097730070841,0.0990373601957962
"BATF_BZIP",3.99043255119849,0.0457593156720482
"JUNB_BZIP",7.15337011637547,0.00748232582818081
"FRA1_BZIP",5.31374066999684,0.0211578807907535
"FRA2_BZIP",6.84454986262736,0.00889120996218853
"NFAT:AP1_RHD,BZIP",0.203754830062151,0.651706974379616
"ASCL2+M5987",0.529576845258258,0.466784816847626
"TCF7L2+M1585",74.9341490298607,4.86678867729515e-18
