"motif_name","X_square","p_value"
"RUNX1_RUNT",65.2117986114998,6.72655864486624e-16
"RUNX2_RUNT",58.6862467753905,1.84929670831215e-14
"TBR1_TBOX",45.4163958138384,1.59295280806364e-11
"TBET_TBOX",47.2544365105197,6.23447131363919e-12
"ERG_ETS",120.223279744317,5.65264990591194e-28
"ETV1_ETS",122.196545068146,2.090662136711e-28
"ETS1_ETS",96.6440463390319,8.29815326140646e-23
"FLI1_ETS",107.527628836208,3.41116752603372e-25
"ETV2_ETS",102.452954196346,4.41734478430686e-24
"EHF_ETS",51.8461537217857,6.00241419586876e-13
"GABPA_ETS",82.9233184044093,8.52989830803535e-20
"EWS:ERGFUSION_ETS",40.672902172324,1.79965583722139e-10
"SPDEF_ETS",29.1375209097254,6.74185901547567e-08
"EWS:FLI1FUSION_ETS",28.8786890743905,7.70560618676923e-08
"ELF3_ETS",19.6028191458453,9.53284343255564e-06
"PU.1_ETS",31.0940646755157,2.45821909513635e-08
"ELK1_ETS",31.851586672462,1.66413676509503e-08
"KLF5_ZF",38.4629054065231,5.58043398978809e-10
"LEF1_HMG",117.030412972642,2.82699197325058e-27
"TCF3_HMG",99.9567009897202,1.55765437849126e-23
"TCF4_HMG",103.837447859915,2.19614756853394e-24
"TCF7_HMG",97.8650942631933,4.47879610949216e-23
"KLF6_ZF",15.7954921323719,7.05704454288475e-05
"GATA3_ZF",0.12099626815639,0.72795645835546
"AP1_BZIP",17.4043048749,3.02140896682952e-05
"ATF3_BZIP",22.0510536595217,2.65493905159572e-06
"BATF_BZIP",26.8707565042088,2.1752551138143e-07
"JUNB_BZIP",25.4998902834182,4.42408075316441e-07
"FRA1_BZIP",26.5876445217947,2.51849233258971e-07
"FRA2_BZIP",27.0274276223651,2.00588932538572e-07
"NFAT:AP1_RHD,BZIP",22.2320417315895,2.41607955744055e-06
"ASCL2+M5987",1.14352272783648,0.284909186146944
"TCF7L2+M1585",109.388579676701,1.33395903549036e-25
