"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1903036","GO:1903036","positive regulation of response to wounding","3/53","67/21092",0.000640617462209456,0.281177425405253,0.246071929974744,"Cxcr4/Igf1r/Plek",3
"GO:0010919","GO:0010919","regulation of inositol phosphate biosynthetic process","2/53","17/21092",0.000822441178835951,0.281177425405253,0.246071929974744,"Ptk2b/Plek",2
"GO:1901617","GO:1901617","organic hydroxy compound biosynthetic process","4/53","212/21092",0.00197645319792343,0.281177425405253,0.246071929974744,"Lss/Ptk2b/Kl/Plek",4
"GO:0001101","GO:0001101","response to acid chemical","5/53","359/21092",0.00204059248671738,0.281177425405253,0.246071929974744,"Mir122/Ptk2b/Igf1r/Mir802/Map7",5
"GO:0032958","GO:0032958","inositol phosphate biosynthetic process","2/53","31/21092",0.00274944036141589,0.281177425405253,0.246071929974744,"Ptk2b/Plek",2
"GO:0043243","GO:0043243","positive regulation of protein complex disassembly","2/53","33/21092",0.00311193699641755,0.281177425405253,0.246071929974744,"Igf1r/Plek",2
"GO:0048009","GO:0048009","insulin-like growth factor receptor signaling pathway","2/53","33/21092",0.00311193699641755,0.281177425405253,0.246071929974744,"Atxn1/Igf1r",2
"GO:0002064","GO:0002064","epithelial cell development","4/53","245/21092",0.0033302157257353,0.281177425405253,0.246071929974744,"Heg1/Onecut1/Cxcr4/Map7",4
"GO:0034330","GO:0034330","cell junction organization","4/53","250/21092",0.00357919502418718,0.281177425405253,0.246071929974744,"Rab8b/Heg1/Plec/Ptk2b",4
"GO:0046165","GO:0046165","alcohol biosynthetic process","3/53","122/21092",0.0035826673024991,0.281177425405253,0.246071929974744,"Lss/Ptk2b/Plek",3
"GO:0038083","GO:0038083","peptidyl-tyrosine autophosphorylation","2/53","42/21092",0.00500185107226721,0.281177425405253,0.246071929974744,"Ptk2b/Igf1r",2
"GO:0031346","GO:0031346","positive regulation of cell projection organization","5/53","462/21092",0.00596988440696324,0.281177425405253,0.246071929974744,"Rab8b/Fbxo31/Cxcr4/Ptk2b/Igf1r",5
"GO:0006904","GO:0006904","vesicle docking involved in exocytosis","2/53","48/21092",0.00649026689948684,0.281177425405253,0.246071929974744,"Rab8b/Plek",2
"GO:1902930","GO:1902930","regulation of alcohol biosynthetic process","2/53","48/21092",0.00649026689948684,0.281177425405253,0.246071929974744,"Ptk2b/Plek",2
"GO:0048871","GO:0048871","multicellular organismal homeostasis","5/53","472/21092",0.00652379258600564,0.281177425405253,0.246071929974744,"Mir122/Cxcr4/Ptk2b/Igf1r/Il20ra",5
"GO:0055074","GO:0055074","calcium ion homeostasis","5/53","480/21092",0.00699228805420807,0.281177425405253,0.246071929974744,"Cxcr4/Ptk2b/Kl/Atp2a3/Afg3l2",5
"GO:0007281","GO:0007281","germ cell development","4/53","314/21092",0.00795809220867779,0.281177425405253,0.246071929974744,"Chd5/Cxcr4/Ptk2b/Map7",4
"GO:0090303","GO:0090303","positive regulation of wound healing","2/53","54/21092",0.00815498657816482,0.281177425405253,0.246071929974744,"Cxcr4/Plek",2
"GO:0051017","GO:0051017","actin filament bundle assembly","3/53","165/21092",0.00827098975283178,0.281177425405253,0.246071929974744,"Synpo2/Ptk2b/Plek",3
"GO:1903034","GO:1903034","regulation of response to wounding","3/53","165/21092",0.00827098975283178,0.281177425405253,0.246071929974744,"Cxcr4/Igf1r/Plek",3
"GO:0010656","GO:0010656","negative regulation of muscle cell apoptotic process","2/53","55/21092",0.00844919857219728,0.281177425405253,0.246071929974744,"Ptk2b/Igf1r",2
"GO:0061572","GO:0061572","actin filament bundle organization","3/53","168/21092",0.00868739878755659,0.281177425405253,0.246071929974744,"Synpo2/Ptk2b/Plek",3
"GO:0043647","GO:0043647","inositol phosphate metabolic process","2/53","56/21092",0.00874813246985564,0.281177425405253,0.246071929974744,"Ptk2b/Plek",2
"GO:0046173","GO:0046173","polyol biosynthetic process","2/53","56/21092",0.00874813246985564,0.281177425405253,0.246071929974744,"Ptk2b/Plek",2
"GO:0048008","GO:0048008","platelet-derived growth factor receptor signaling pathway","2/53","60/21092",0.00999059526827194,0.281177425405253,0.246071929974744,"Hip1/Bcr",2
"GO:0032869","GO:0032869","cellular response to insulin stimulus","3/53","182/21092",0.0107924013692901,0.281177425405253,0.246071929974744,"Rab8b/Kl/Igf1r",3
"GO:0032233","GO:0032233","positive regulation of actin filament bundle assembly","2/53","63/21092",0.0109708230179685,0.281177425405253,0.246071929974744,"Synpo2/Plek",2
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway","2/53","63/21092",0.0109708230179685,0.281177425405253,0.246071929974744,"Cxcr4/Ptk2b",2
"GO:0043200","GO:0043200","response to amino acid","3/53","184/21092",0.0111151203379483,0.281177425405253,0.246071929974744,"Mir122/Igf1r/Mir802",3
"GO:0048771","GO:0048771","tissue remodeling","3/53","190/21092",0.0121166788320922,0.281177425405253,0.246071929974744,"Ptk2b/Il20ra/Bcr",3
"GO:0010976","GO:0010976","positive regulation of neuron projection development","4/53","357/21092",0.0123182586756821,0.281177425405253,0.246071929974744,"Fbxo31/Cxcr4/Ptk2b/Igf1r",4
"GO:0048278","GO:0048278","vesicle docking","2/53","67/21092",0.0123410625509621,0.281177425405253,0.246071929974744,"Rab8b/Plek",2
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","3/53","192/21092",0.012461718650536,0.281177425405253,0.246071929974744,"Synpo2/Ptk2b/Plek",3
