"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0003779","GO:0003779","actin binding","25/445","415/20759",3.88226449327585e-06,0.00260111721049482,0.00236613804379654,"Sntb2/Dstn/Lsp1/Eps8l3/Hip1/Synpo2/Cxcr4/Tmod1/Tns4/Cdk5r1/Plec/Tlnrd1/Myo9b/Pls1/Akap5/Mical2/Itgb1/Gas7/Coro2b/Myo10/Diaph3/Sipa1l1/Myo3b/Myo1e/Ccr5",25
"GO:0051019","GO:0051019","mitogen-activated protein kinase binding","6/445","36/20759",0.000105905392521213,0.0354783064946063,0.0322732748788327,"Ptprj/Mapkapk3/Mical2/Ptpn5/Gch1/Dusp10",6
"GO:0000982","GO:0000982","transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding","24/445","492/20759",0.000174317706147229,0.0389309543728812,0.0354140181962266,"Creb5/Jdp2/Tbx15/Onecut1/Bhlhe40/Jun/Foxp4/Maf/Sox6/Arnt2/Cebpa/Tcf12/Kdm4a/Rbpj/Nfia/Irf2bp2/Batf/Mef2b/Irf8/Stat1/Foxq1/Max/Nfatc2/Ets1",24
"GO:0001227","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","15/445","266/20759",0.000664150272748935,0.0988073738214109,0.0898813345523911,"Nfkb1/Jdp2/Jarid2/Tbx15/Mnt/Pcbp3/Bhlhe40/Foxp4/Sox6/Kdm4a/Irf2bp2/Irf8/Foxq1/Max/Nfatc2",15
"GO:0005164","GO:0005164","tumor necrosis factor receptor binding","5/445","34/20759",0.000737368461353813,0.0988073738214109,0.0898813345523911,"Tnfsf10/Nucb2/Tnfsf13b/Tnfsf8/Stat1",5
"GO:0019207","GO:0019207","kinase regulator activity","12/445","192/20759",0.000931711770807559,0.104041147740177,0.0946423009293994,"Fgfr1op/Abi1/Akap11/Cdk5r1/Ccl5/Trib1/Ankrd54/Fam20a/Wdr91/Ercc6/Cdkn2b/Cish",12
"GO:0005243","GO:0005243","gap junction channel activity","3/445","13/20759",0.00238434129926564,0.154536187384909,0.140575730551237,"Gja5/Gjb1/Gjd3",3
"GO:0045125","GO:0045125","bioactive lipid receptor activity","3/445","13/20759",0.00238434129926564,0.154536187384909,0.140575730551237,"Lpar3/S1pr3/Lpar4",3
"GO:0001078","GO:0001078","proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific","11/445","187/20759",0.00242197989190963,0.154536187384909,0.140575730551237,"Jdp2/Tbx15/Bhlhe40/Foxp4/Sox6/Kdm4a/Irf2bp2/Irf8/Foxq1/Max/Nfatc2",11
"GO:0016810","GO:0016810","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","9/445","134/20759",0.00243141418665637,0.154536187384909,0.140575730551237,"Asah2/Hdac4/Padi1/Sap30l/Apobec2/Adarb1/Gch1/Dpysl3/Nit2",9
"GO:0005520","GO:0005520","insulin-like growth factor binding","4/445","28/20759",0.00283692928216709,0.154536187384909,0.140575730551237,"Itga6/Igf1r/Ctgf/Htra3",4
"GO:0032813","GO:0032813","tumor necrosis factor receptor superfamily binding","5/445","46/20759",0.0029440251858972,0.154536187384909,0.140575730551237,"Tnfsf10/Nucb2/Tnfsf13b/Tnfsf8/Stat1",5
"GO:0051015","GO:0051015","actin filament binding","11/445","193/20759",0.00308978949120276,0.154536187384909,0.140575730551237,"Dstn/Hip1/Tmod1/Cdk5r1/Myo9b/Pls1/Gas7/Coro2b/Myo10/Sipa1l1/Myo1e",11
"GO:0005089","GO:0005089","Rho guanyl-nucleotide exchange factor activity","6/445","70/20759",0.00386928768969806,0.154536187384909,0.140575730551237,"Farp1/Rasgrf1/Eps8l3/Arhgef3/Bcr/Dock10",6
"GO:0008047","GO:0008047","enzyme activator activity","19/445","449/20759",0.00401707053452537,0.154536187384909,0.140575730551237,"Ncaph/Ppp2r5c/Abi1/Rgs3/Racgap1/Jun/Cdk5r1/Ccl5/Agfg1/Bcas3/Myo9b/Tagap/Fam20a/Tbc1d30/Thy1/Bcr/Ercc6/Tbc1d4/Sipa1l1",19
"GO:0030296","GO:0030296","protein tyrosine kinase activator activity","3/445","16/20759",0.0044510374987195,0.154536187384909,0.140575730551237,"Abi1/Ccl5/Ercc6",3
"GO:0060090","GO:0060090","molecular adaptor activity","9/445","147/20759",0.00450335250727436,0.154536187384909,0.140575730551237,"Hip1/Nck2/Gatad2a/Ptpn11/Ksr1/Peli2/Tjp2/Rapgef1/Amfr",9
"GO:0051018","GO:0051018","protein kinase A binding","5/445","51/20759",0.00462417817476806,0.154536187384909,0.140575730551237,"Akap11/Dact1/Akap6/Akap5/Lrba",5
"GO:0050839","GO:0050839","cell adhesion molecule binding","12/445","233/20759",0.00464033925573866,0.154536187384909,0.140575730551237,"Itga6/Cdk5r1/Fgf2/Cd9/Akap5/Ctgf/Ptpn11/Thy1/Itgb1/Nectin1/S1pr3/Pkp4",12
"GO:0016791","GO:0016791","phosphatase activity","13/445","265/20759",0.00493293314299215,0.154536187384909,0.140575730551237,"Nt5e/Ptprj/Lpin1/Ctdspl/Mtmr7/Ptpn11/Inpp4a/Ptpn5/Pdp1/Dusp4/Ptpn4/Impa2/Dusp10",13
"GO:0004725","GO:0004725","protein tyrosine phosphatase activity","7/445","98/20759",0.00515046940900625,0.154536187384909,0.140575730551237,"Ptprj/Mtmr7/Ptpn11/Ptpn5/Dusp4/Ptpn4/Dusp10",7
"GO:0019956","GO:0019956","chemokine binding","4/445","33/20759",0.00521231588577547,0.154536187384909,0.140575730551237,"Cxcr3/Cxcr4/Itgb1/Ccr5",4
"GO:0042826","GO:0042826","histone deacetylase binding","8/445","124/20759",0.0053049735967954,0.154536187384909,0.140575730551237,"Chd5/Dact1/Hdac4/Cebpa/Lpin1/Runx3/Mef2b/Bcor",8
"GO:0030674","GO:0030674","protein binding, bridging","8/445","125/20759",0.00556464193425251,0.155346253997883,0.141312617540886,"Hip1/Nck2/Gatad2a/Ptpn11/Peli2/Tjp2/Rapgef1/Amfr",8
"GO:0000993","GO:0000993","RNA polymerase II complex binding","4/445","34/20759",0.00580897554236501,0.155680544535382,0.141616709011762,"Scaf8/Smyd3/Uri1/Ago2",4
"GO:0019887","GO:0019887","protein kinase regulator activity","9/445","159/20759",0.00744726663438763,0.191910332501527,0.174573578190706,"Fgfr1op/Abi1/Cdk5r1/Ccl5/Trib1/Ankrd54/Fam20a/Ercc6/Cdkn2b",9
"GO:0003774","GO:0003774","motor activity","8/445","133/20759",0.0080055239774432,0.198655594995813,0.18070948861363,"Kif26a/Dync1li2/Kifc3/Myo9b/Myo10/Wdr60/Myo3b/Myo1e",8
