"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0035091","GO:0035091","phosphatidylinositol binding","11/159","245/20759",3.07676947301133e-06,0.00119070978605538,0.00105257903024072,"Pard3/Arap2/Snx29/Hip1/Fcho2/Snx13/Plek/Itpr1/Thy1/Pitpnc1/Myo1b",11
"GO:0019955","GO:0019955","cytokine binding","7/159","130/20759",6.50646404270709e-05,0.0125900079226382,0.0111294779677884,"Ccr2/Itgb3/Tnfrsf1b/Cd44/Itgb1/Ccr3/Il2ra",7
"GO:0019956","GO:0019956","chemokine binding","4/159","33/20759",0.000114043113884338,0.0147115616910797,0.0130049164955825,"Ccr2/Itgb3/Itgb1/Ccr3",4
"GO:1901981","GO:1901981","phosphatidylinositol phosphate binding","7/159","160/20759",0.000237234038830377,0.022952393256839,0.0202897533210191,"Pard3/Arap2/Hip1/Fcho2/Snx13/Plek/Myo1b",7
"GO:0005543","GO:0005543","phospholipid binding","11/159","413/20759",0.000351754597461157,0.0272258058434936,0.0240674198262897,"Pard3/Arap2/Snx29/Hip1/Fcho2/Snx13/Plek/Itpr1/Thy1/Pitpnc1/Myo1b",11
"GO:1902936","GO:1902936","phosphatidylinositol bisphosphate binding","5/159","105/20759",0.00129106162317218,0.0832734746946059,0.0736131627247298,"Pard3/Hip1/Fcho2/Plek/Myo1b",5
"GO:0001968","GO:0001968","fibronectin binding","3/159","31/20759",0.00169319520108414,0.0877515208867349,0.0775717238900825,"Itgb3/Ctgf/Itgb1",3
"GO:0060589","GO:0060589","nucleoside-triphosphatase regulator activity","8/159","296/20759",0.00205968131289371,0.0877515208867349,0.0775717238900825,"Usp6nl/Arap2/Rgs2/Rasa3/Ralgapa2/Thy1/Atp1b3/Wnt11",8
"GO:0050839","GO:0050839","cell adhesion molecule binding","7/159","233/20759",0.00216322720589339,0.0877515208867349,0.0775717238900825,"Sell/Cdh1/Ank3/Itgb3/Thy1/Ctgf/Itgb1",7
"GO:0008047","GO:0008047","enzyme activator activity","10/159","449/20759",0.00247298079985741,0.0877515208867349,0.0775717238900825,"Usp6nl/Arap2/Rgs2/Bcas3/Rasa3/Ralgapa2/Thy1/Atp1b3/Psmd14/Wnt11",10
"GO:0005096","GO:0005096","GTPase activator activity","7/159","239/20759",0.00249422927585034,0.0877515208867349,0.0775717238900825,"Usp6nl/Arap2/Rgs2/Rasa3/Ralgapa2/Thy1/Wnt11",7
"GO:0005547","GO:0005547","phosphatidylinositol-3,4,5-trisphosphate binding","3/159","39/20759",0.00329193851750843,0.097998477405828,0.0866299609870641,"Pard3/Arap2/Myo1b",3
"GO:0032266","GO:0032266","phosphatidylinositol-3-phosphate binding","3/159","39/20759",0.00329193851750843,0.097998477405828,0.0866299609870641,"Pard3/Hip1/Snx13",3
"GO:0030695","GO:0030695","GTPase regulator activity","7/159","256/20759",0.00364606361650358,0.100787615684778,0.0890955395010274,"Usp6nl/Arap2/Rgs2/Rasa3/Ralgapa2/Thy1/Wnt11",7
"GO:0005246","GO:0005246","calcium channel regulator activity","3/159","43/20759",0.00434722769776441,0.112158474602322,0.0991472983700655,"Prkcb/Itpr1/Stim1",3
"GO:0045295","GO:0045295","gamma-catenin binding","2/159","14/20759",0.00499396283420921,0.115707022212044,0.102284189361932,"Cdh1/Lef1",2
"GO:0004896","GO:0004896","cytokine receptor activity","4/159","90/20759",0.00508273740983139,0.115707022212044,0.102284189361932,"Ccr2/Cd44/Ccr3/Il2ra",4
"GO:0015267","GO:0015267","channel activity","9/159","443/20759",0.00724092212818755,0.147486150716241,0.130376714219443,"Chrne/Rasa3/Lrrc8d/Tmc6/Itpr1/Pkd1l2/Stim1/Gja10/Clic5",9
"GO:0022803","GO:0022803","passive transmembrane transporter activity","9/159","443/20759",0.00724092212818755,0.147486150716241,0.130376714219443,"Chrne/Rasa3/Lrrc8d/Tmc6/Itpr1/Pkd1l2/Stim1/Gja10/Clic5",9
"GO:0015278","GO:0015278","calcium-release channel activity","2/159","20/20759",0.0101181271989835,0.170855435536523,0.151034996734312,"Rasa3/Itpr1",2
"GO:0051861","GO:0051861","glycolipid binding","2/159","20/20759",0.0101181271989835,0.170855435536523,0.151034996734312,"Sell/Thy1",2
"GO:0005080","GO:0005080","protein kinase C binding","3/159","62/20759",0.0119880035985124,0.170855435536523,0.151034996734312,"Itgb3/Plek/Prkcb",3
"GO:0015631","GO:0015631","tubulin binding","7/159","327/20759",0.0131874630305188,0.170855435536523,0.151034996734312,"Rgs2/Fcho2/Bcas3/Ncald/Fam83d/Stim1/Mdm1",7
"GO:0005262","GO:0005262","calcium channel activity","4/159","119/20759",0.0133291083522516,0.170855435536523,0.151034996734312,"Rasa3/Itpr1/Pkd1l2/Stim1",4
"GO:0001077","GO:0001077","proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific","7/159","328/20759",0.0133910047372871,0.170855435536523,0.151034996734312,"Spi1/Maf/Lef1/Glis2/Fli1/Batf/Gata3",7
"GO:0005216","GO:0005216","ion channel activity","8/159","409/20759",0.013700094907047,0.170855435536523,0.151034996734312,"Chrne/Rasa3/Lrrc8d/Tmc6/Itpr1/Pkd1l2/Stim1/Clic5",8
"GO:0000982","GO:0000982","transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding","9/159","492/20759",0.0137185505254878,0.170855435536523,0.151034996734312,"Aebp2/Spi1/Maf/Lef1/Glis2/Fli1/Batf/Gata3/Irf8",9
"GO:0016493","GO:0016493","C-C chemokine receptor activity","2/159","24/20759",0.0144071316502124,0.170855435536523,0.151034996734312,"Ccr2/Ccr3",2
