"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","19/252","290/21092",2.30675438025789e-09,6.76076146749229e-06,5.50866713714285e-06,"Card11/Cd28/Nrarp/Lef1/Cd44/Gata3/Runx3/Ifng/Ccl3/Tox/Ccr2/Gpr55/Itgb3/Nfkbiz/Tbx21/Fbxw7/Ubash3b/Rara/Il2ra",19
"GO:0045785","GO:0045785","positive regulation of cell adhesion","22/252","405/21092",4.00400442255984e-09,6.76076146749229e-06,5.50866713714285e-06,"Card11/Cd28/Dock5/Cdh1/Lef1/Cd44/Gata3/Runx3/Ifng/Ank3/Adgrg1/Ccr2/Itgb3/Il6st/Nfkbiz/Thy1/Emilin2/Rara/Smad3/Il12rb1/Itgb1/Il2ra",22
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","21/252","392/21092",1.16810202113464e-08,1.28385480730721e-05,1.04608464887896e-05,"Swap70/Card11/Cd28/Cdh1/Nrarp/Lef1/Cd44/Gata3/Runx3/Ifng/Ank3/Ccr2/Btla/Il6st/Nfkbiz/Tbx21/Thy1/Ubash3b/Rara/Il12rb1/Il2ra",21
"GO:1903706","GO:1903706","regulation of hemopoiesis","21/252","398/21092",1.52070453930377e-08,1.28385480730721e-05,1.04608464887896e-05,"Card11/Cd28/Nrarp/Spi1/Lef1/Cd44/Atg7/Gata3/Runx3/Ifng/Ccl3/Tox/Ccr2/Gpr55/Itgb3/Nfkbiz/Tbx21/Fbxw7/Ubash3b/Rara/Il2ra",21
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","16/252","236/21092",2.72398168869995e-08,1.83977723254794e-05,1.49905013352877e-05,"Card11/Cd28/Cdh1/Lef1/Cd44/Gata3/Runx3/Ifng/Ank3/Ccr2/Il6st/Nfkbiz/Thy1/Rara/Il12rb1/Il2ra",16
"GO:0006874","GO:0006874","cellular calcium ion homeostasis","22/252","463/21092",4.43273768966585e-08,2.40289131854083e-05,1.95787538196958e-05,"Swap70/Cxcr6/Atp13a2/Anxa6/Itpr2/Ccl3/Ccr2/Gpr55/Itgb3/Il6st/Prkcb/Cmklr1/Itpr1/Thy1/Pde4d/Thada/Tac4/Ubash3b/Chd7/Stim1/Smad3/Ccr3",22
"GO:0030098","GO:0030098","lymphocyte differentiation","20/252","388/21092",4.98082298779561e-08,2.40289131854083e-05,1.95787538196958e-05,"Adgrg3/Card11/Cd28/Hdac7/Nrarp/Spi1/Lef1/Cd44/Gata3/Runx3/Ifng/Rbpj/Tox/Ccr2/Nfkbiz/Tbx21/Batf/Chd7/Rara/Il2ra",20
"GO:0055074","GO:0055074","calcium ion homeostasis","22/252","480/21092",8.33489718308362e-08,3.51836847340917e-05,2.86676595218166e-05,"Swap70/Cxcr6/Atp13a2/Anxa6/Itpr2/Ccl3/Ccr2/Gpr55/Itgb3/Il6st/Prkcb/Cmklr1/Itpr1/Thy1/Pde4d/Thada/Tac4/Ubash3b/Chd7/Stim1/Smad3/Ccr3",22
"GO:0042110","GO:0042110","T cell activation","22/252","485/21092",9.97986871759561e-08,3.74466851770226e-05,3.05115518453742e-05,"Card11/Cd28/Nrarp/Lef1/Cd44/Gata3/Runx3/Ifng/Rab27a/Ccr2/Btla/Il6st/Nfkbiz/Tbx21/Thy1/Cd2/Batf/Chd7/Rara/Smad3/Il12rb1/Il2ra",22
"GO:0072503","GO:0072503","cellular divalent inorganic cation homeostasis","22/252","488/21092",1.11057490283106e-07,3.75041144686048e-05,3.05583452210567e-05,"Swap70/Cxcr6/Atp13a2/Anxa6/Itpr2/Ccl3/Ccr2/Gpr55/Itgb3/Il6st/Prkcb/Cmklr1/Itpr1/Thy1/Pde4d/Thada/Tac4/Ubash3b/Chd7/Stim1/Smad3/Ccr3",22
"GO:0045580","GO:0045580","regulation of T cell differentiation","12/252","148/21092",2.26015564235999e-07,6.39550928720842e-05,5.21105973123539e-05,"Card11/Cd28/Nrarp/Cd44/Gata3/Runx3/Ifng/Ccr2/Nfkbiz/Tbx21/Rara/Il2ra",12
"GO:0035710","GO:0035710","CD4-positive, alpha-beta T cell activation","10/252","96/21092",2.27261212456325e-07,6.39550928720842e-05,5.21105973123539e-05,"Lef1/Cd44/Gata3/Runx3/Ifng/Ccr2/Nfkbiz/Tbx21/Batf/Rara",10
"GO:0045619","GO:0045619","regulation of lymphocyte differentiation","13/252","180/21092",2.71919652457437e-07,7.06363589499049e-05,5.75544916213554e-05,"Card11/Cd28/Nrarp/Cd44/Gata3/Runx3/Ifng/Tox/Ccr2/Nfkbiz/Tbx21/Rara/Il2ra",13
