Motif	Num	Protection_Score_WT-Tfh	Protection_Score_WT-Th1	Protection_Diff_WT-Tfh_WT-Th1	TC_WT-Tfh	TC_WT-Th1	TC_Diff_WT-Tfh_WT-Th1	TF_Activity	Z_score	P_values
MA0740.1.KLF14	152	0.40393524824976523	0.2618596753381456	-0.14207557291161965	0.9147586642882586	0.8659154441589365	-0.048843220129322074	-0.19091879304094173	-0.9623479054198881	0.33587487253329806
MA0496.2.MAFK	76	-0.04736592086897634	-0.09232672717521655	-0.044960806306240206	0.7763563073899014	0.7164567120144163	-0.05989959537548506	-0.10486040168172527	-0.43765669767645765	0.6616351640331761
MA0591.1.Bach1::Mafk	114	0.26389584484143863	0.04254687888258805	-0.2213489659588506	0.9300944461544409	0.8688255665153057	-0.06126887963913519	-0.28261784559798575	-1.5214297784966497	0.12815202076230953
MA0690.1.TBX21	200	0.1701728357038126	0.17051654472704492	0.00034370902323230257	0.7518222859711483	0.8690039180111316	0.11718163203998333	0.11752534106321563	0.9182115924791491	0.35850810076688866
MA0659.1.MAFG	44	-0.30457070026534633	-0.32717776281094374	-0.02260706254559741	0.6110008065152185	0.5864507069252769	-0.024550099589941587	-0.047157162135539	-0.08584460858196998	0.9315899448178396
MA0002.2.RUNX1	512	0.16509781949479746	0.20981527964460653	0.04471746014980907	0.8072323607867736	0.8507368095670392	0.0435044487802656	0.08822190893007467	0.7395508836961147	0.4595725537574551
MA0741.1.KLF16	356	0.1704302276333559	0.13809856386614144	-0.03233166376721447	0.8177515776582579	0.8040556976713432	-0.013695879986914683	-0.04602754375412915	-0.07895741462598353	0.9370664954704083
MA0501.1.MAF::NFE2	78	-0.18340690238576596	-0.05596550991478935	0.1274413924709766	0.8483874312920319	0.8030816647342484	-0.04530576655778351	0.0821356259131931	0.7024432973659651	0.4824027516370156
MA0731.1.BCL6B	12	0.3988425836808107	0.5375798146815038	0.13873723100069313	0.8763865467501418	0.8740285087670677	-0.0023580379830741016	0.13637919301761903	1.0331620371287553	0.30152807533401293
MA0140.2.GATA1::TAL1	28	-0.25987933054315254	0.0998600274950163	0.3597393580381688	0.8139233990157122	0.8091858371614107	-0.00473756185430152	0.3550017961838673	2.3660867628130067	0.017977230861777098
MA1421.1.TCF7L1	76	0.41924711777416074	0.40288026403730903	-0.016366853736851705	0.5948421490948039	0.6248718278556141	0.030029678760810197	0.013662825023958491	0.28497004427917805	0.7756670919892199
MA0768.1.LEF1	66	0.35063084279631684	0.21165138295047584	-0.138979459845841	0.6799427819543827	0.6495099227236935	-0.03043285923068928	-0.1694123190765303	-0.8312246341099696	0.40584674099000206
MA0463.1.Bcl6	54	0.578990417335457	0.20700329346260343	-0.37198712387285354	0.6466357753245461	0.6396421424461913	-0.00699363287835475	-0.3789807567512083	-2.1089468286772814	0.03494917146490778
MA0482.1.Gata4	48	-0.11044871548083961	-0.31688915391751804	-0.20644043843667842	0.7579623837237757	0.7849260950654312	0.02696371134165554	-0.17947672709502288	-0.8925865340367687	0.3720786330977597
MA1107.1.KLF9	478	-0.18741878731058362	-0.1695252795912598	0.017893507719323826	0.7088920345218214	0.754204125579625	0.04531209105780365	0.06320559877712748	0.587028418656703	0.5571846205900871
MA1104.1.GATA6	50	0.019635327196593888	0.022634939565537415	0.0029996123689435272	0.8209237859852515	0.8230930896055171	0.0021693036202655724	0.0051689159892091	0.23318335248171157	0.8156190323643762
