motif_name,WT_Tfh_vs_Naive,Prdm1KO_Tfh_vs_Naive,DKO_Tfh_vs_Naive,Bcl6KO_Th1_vs_Naive,DKO_Th1_vs_Naive
bZIP50(bZIP),0.6600000000000001,1.379999999999999,-0.14000000000000057,-0.08999999999999986,-0.46000000000000085
JunB(bZIP),5.850000000000005,6.940000000000001,2.450000000000003,-1.0299999999999976,1.3100000000000023
Atf3(bZIP),6.07,7.020000000000003,2.3500000000000014,-1.2100000000000009,1.1400000000000006
BATF(bZIP),6.429999999999996,7.510000000000002,2.7300000000000004,-1.1400000000000006,1.4899999999999984
FEA4(bZIP),-1.1400000000000006,-0.25,-0.9200000000000017,-0.41000000000000014,-1.25
Fos+M2278(bZIP),4.920000000000002,5.720000000000002,1.9100000000000001,-1.1099999999999994,0.9600000000000009
Fosl1+M0296(bZIP),5.100000000000001,6.210000000000001,1.8299999999999983,-0.8200000000000003,0.7899999999999991
Fosl2(bZIP),4.719999999999999,5.400000000000002,1.5899999999999999,-0.9600000000000009,0.8200000000000003
Fra1(bZIP),5.839999999999996,6.759999999999998,2.1499999999999986,-1.25,1.2399999999999984
Jun+M0311(bZIP),4.879999999999999,6.049999999999997,2.549999999999997,-0.7800000000000011,1.3599999999999994
Fra2(bZIP),5.459999999999997,6.219999999999999,1.9899999999999984,-1.110000000000003,1.0499999999999972
AP-1(bZIP),5.520000000000003,6.640000000000001,2.0700000000000003,-0.8399999999999963,1.0
KLF6(Zf),-4.369999999999997,-4.0,-3.09,-1.25,-2.09
Sp5(Zf),-2.1999999999999993,-2.349999999999998,-2.59,-1.009999999999998,-1.7699999999999996
KLF14(Zf),-3.010000000000005,-2.700000000000003,-3.0500000000000043,-1.3400000000000034,-2.440000000000005
KLF5(Zf),-4.629999999999999,-4.400000000000002,-2.759999999999998,-0.7899999999999991,-1.730000000000004
Egr3+M0414(Zf),1.4400000000000013,1.2199999999999989,-2.1999999999999993,-1.7600000000000016,-1.7100000000000009
Tbr1(T-box),-3.0600000000000023,-3.5500000000000043,-0.22000000000000597,0.05999999999999517,-0.740000000000002
Tbx6(T-box),-3.330000000000002,-4.110000000000003,-0.6900000000000013,0.0799999999999983,-1.120000000000001
Tbx21(T-box),-2.990000000000002,-4.100000000000001,-0.5600000000000023,-0.21000000000000085,-0.9100000000000001
Tbet(T-box),-2.8500000000000014,-3.4100000000000037,-0.10999999999999943,-0.15000000000000568,-0.7100000000000009
Tbx2+M1626(T-box),-3.789999999999999,-4.350000000000001,-0.9299999999999997,0.28999999999999915,-1.1700000000000017
Tbx10+M1628(T-box),-2.169999999999998,-3.1499999999999986,-0.7199999999999989,-0.18999999999999773,-0.8099999999999987
RUNX2(Runt),-5.169999999999998,-5.049999999999997,1.0300000000000011,0.75,0.8900000000000006
RUNX(Runt),-5.209999999999997,-5.289999999999996,0.8500000000000014,0.75,0.9200000000000017
RUNX-AML(Runt),-4.27,-4.389999999999997,1.1400000000000006,0.7199999999999989,0.8100000000000023
RUNX1(Runt),-5.340000000000003,-5.600000000000001,1.5,0.8900000000000006,1.7100000000000009
NFAT(RHD),4.210000000000001,3.4299999999999997,-0.9200000000000017,-0.9699999999999989,-2.0100000000000016
Nfatc2+M1518(NFAT),5.089999999999996,4.329999999999998,-0.7000000000000028,-0.9799999999999969,-2.020000000000003
Nfatc3+M1517(NFAT),5.43,4.75,-0.45000000000000284,-0.9200000000000017,-1.8900000000000006
