motif_name,WT_Tfh_vs_Naive,Prdm1KO_Tfh_vs_Naive,DKO_Tfh_vs_Naive,Bcl6KO_Th1_vs_Naive,DKO_Th1_vs_Naive
bZIP50(bZIP),5.140000000000001,2.039999999999999,1.6700000000000017,0.19000000000000128,2.5799999999999983
Sp5(Zf),1.4800000000000004,0.6500000000000021,2.9200000000000017,1.6300000000000026,3.0900000000000034
RUNX2(Runt),3.1700000000000017,1.0300000000000011,-3.8299999999999983,-1.5499999999999972,-3.4299999999999997
RUNX1(Runt),3.9100000000000037,0.8400000000000034,-4.5,-2.16,-4.23
RUNX-AML(Runt),3.2399999999999984,1.1099999999999994,-3.8100000000000023,-1.620000000000001,-3.2699999999999996
RUNX(Runt),3.9400000000000013,0.7300000000000004,-4.09,-1.509999999999998,-3.8099999999999987
EWS:ERG-fusion(ETS),2.9199999999999946,1.2299999999999969,1.029999999999994,-1.7800000000000047,-0.38000000000000256
ELF1(ETS),4.629999999999999,4.189999999999998,3.5500000000000007,-0.4800000000000004,1.9800000000000004
ELF3(ETS),2.419999999999998,0.8200000000000003,1.7799999999999976,-1.0399999999999991,-0.10999999999999943
ELF5(ETS),2.039999999999999,1.3499999999999979,1.7899999999999991,-0.6099999999999994,0.05999999999999872
ERG(ETS),5.390000000000001,3.519999999999996,2.3500000000000014,-1.8400000000000034,0.5499999999999972
ETS1(ETS),5.219999999999999,4.07,2.1499999999999986,-2.1099999999999994,1.4399999999999977
ETV1(ETS),6.659999999999997,5.170000000000002,3.6700000000000017,-1.4600000000000009,2.1499999999999986
Elk4(ETS),5.719999999999999,4.030000000000001,3.879999999999999,-0.7100000000000009,3.1799999999999997
EWS:FLI1-fusion(ETS),4.210000000000001,2.780000000000001,2.009999999999998,-1.4400000000000013,0.6400000000000006
Elk1(ETS),5.280000000000001,3.8099999999999987,3.530000000000001,-0.5799999999999983,2.870000000000001
Etv2(ETS),5.189999999999998,4.420000000000002,2.740000000000002,-1.8500000000000014,0.8900000000000006
Fli1(ETS),6.799999999999997,4.799999999999997,3.9100000000000037,-1.3599999999999994,2.6600000000000037
GABPA(ETS),5.979999999999997,4.509999999999998,3.8900000000000006,-1.0799999999999983,2.1000000000000014
PU.1(ETS),3.530000000000001,3.080000000000002,1.860000000000003,-0.9499999999999993,0.11000000000000298
SPDEF(ETS),4.32,2.3299999999999983,1.6499999999999986,-1.2999999999999972,0.13000000000000256
EHF(ETS),3.0700000000000003,2.1299999999999955,1.1599999999999966,-1.2100000000000009,0.10999999999999943
