motif_name,Prdm1KO_Tfh_vs_Naive,DKO_Tfh_vs_Naive,WT_Th1_vs_Naive,Bcl6KO_Th1_vs_Naive,DKO_Th1_vs_Naive
AP-1(bZIP),1.1199999999999974,-3.450000000000003,-5.520000000000003,-6.359999999999999,-4.520000000000003
Atf3(bZIP),0.9500000000000028,-3.719999999999999,-6.07,-7.280000000000001,-4.93
BATF(bZIP),1.0800000000000054,-3.6999999999999957,-6.429999999999996,-7.569999999999997,-4.939999999999998
EHF(ETS),-0.17999999999999972,0.6000000000000014,3.719999999999999,5.329999999999998,1.5700000000000003
ELF1(ETS),0.16000000000000014,0.3200000000000003,3.6799999999999997,4.469999999999999,1.639999999999997
ELF3(ETS),-0.28999999999999915,0.5700000000000003,2.8100000000000023,4.41,1.5199999999999996
ELF5(ETS),-0.019999999999999574,0.46000000000000085,2.4200000000000017,3.7699999999999996,1.1600000000000001
ETS+M0698(ETS),-0.05000000000000071,-0.120000000000001,3.9399999999999977,4.609999999999999,1.0799999999999983
ERG(ETS),-0.9200000000000017,1.2199999999999989,5.0,6.68,2.3999999999999986
ETS1(ETS),-0.6499999999999986,1.2999999999999972,5.579999999999998,7.149999999999999,2.6599999999999966
ETV1(ETS),-0.44000000000000483,0.5899999999999963,5.369999999999997,6.909999999999997,1.8799999999999955
ETV4(ETS),-0.29999999999999716,0.5500000000000043,5.470000000000006,6.550000000000004,1.990000000000002
EWS:ERG-fusion(ETS),-0.1999999999999993,0.75,3.09,4.580000000000002,1.6700000000000017
EWS:FLI1-fusion(ETS),-0.26000000000000156,0.7100000000000009,3.210000000000001,4.469999999999999,1.509999999999998
Egr3+M0414(Zf),-0.22000000000000242,-3.6400000000000006,-1.4400000000000013,-3.200000000000003,-3.150000000000002
Elf2+M0708(ETS),-0.09000000000000341,0.21999999999999886,4.740000000000002,5.700000000000003,1.3699999999999974
Elf4(ETS),-0.19000000000000128,1.0999999999999979,4.52,6.239999999999998,2.1999999999999993
Elk1(ETS),0.13000000000000256,0.28000000000000114,3.610000000000003,4.340000000000003,1.5900000000000034
Elk3+M0692(ETS),0.259999999999998,-0.120000000000001,3.379999999999999,3.8900000000000006,0.9299999999999997
Elk4(ETS),0.09999999999999787,-0.20000000000000284,3.0199999999999996,3.509999999999998,0.8399999999999999
Ets1-distal(ETS),-0.23000000000000043,0.8200000000000003,2.870000000000001,4.129999999999999,1.4699999999999989
Etv2(ETS),-0.6899999999999977,1.3999999999999986,5.410000000000004,7.399999999999999,2.6400000000000006
Etv6+M0705(ETS),0.3400000000000034,0.8200000000000003,4.640000000000001,5.800000000000004,1.8400000000000034
FEA4(bZIP),0.8900000000000006,0.21999999999999886,1.1400000000000006,0.7300000000000004,-0.10999999999999943
Fli1(ETS),-0.259999999999998,0.7700000000000031,5.390000000000001,6.810000000000002,2.1099999999999994
Fos+M2278(bZIP),0.8000000000000007,-3.0100000000000016,-4.920000000000002,-6.030000000000001,-3.960000000000001
Fosl1+M0296(bZIP),1.1099999999999994,-3.270000000000003,-5.100000000000001,-5.920000000000002,-4.310000000000002
Fosl2(bZIP),0.6800000000000033,-3.129999999999999,-4.719999999999999,-5.68,-3.8999999999999986
Fra1(bZIP),0.9200000000000017,-3.6899999999999977,-5.839999999999996,-7.089999999999996,-4.599999999999998
Fra2(bZIP),0.7600000000000016,-3.469999999999999,-5.459999999999997,-6.57,-4.41
GABPA(ETS),-0.3200000000000003,0.5500000000000007,4.609999999999999,6.18,1.6700000000000017
ERF+M0714(ETS),-0.4299999999999926,-0.14999999999999147,2.930000000000007,3.6000000000000085,0.5499999999999972
Irf5+M1267(IRF),0.5500000000000007,1.6600000000000001,-0.22000000000000242,-0.379999999999999,1.879999999999999
Jun+M0311(bZIP),1.1699999999999982,-2.330000000000002,-4.879999999999999,-5.66,-3.5199999999999996
JunB(bZIP),1.0899999999999963,-3.400000000000002,-5.850000000000005,-6.880000000000003,-4.540000000000003
KLF14(Zf),0.3100000000000023,-0.03999999999999915,3.010000000000005,1.6700000000000017,0.5700000000000003
KLF5(Zf),0.22999999999999687,1.870000000000001,4.629999999999999,3.84,2.899999999999995
KLF6(Zf),0.36999999999999744,1.2799999999999976,4.369999999999997,3.1199999999999974,2.2799999999999976
LEF1(HMG),-0.7100000000000009,-4.020000000000003,-8.250000000000002,-8.420000000000002,-4.930000000000003
NFAT(RHD),-0.7800000000000011,-5.130000000000003,-4.210000000000001,-5.18,-6.220000000000002
Nfat5+M1519(NFAT),-0.4099999999999966,-4.329999999999998,-4.079999999999998,-4.799999999999997,-5.700000000000003
Nfatc2+M1518(NFAT),-0.759999999999998,-5.789999999999999,-5.089999999999996,-6.069999999999993,-7.109999999999999
Nfatc3+M1517(NFAT),-0.6799999999999997,-5.880000000000003,-5.43,-6.350000000000001,-7.32
PU.1(ETS),0.029999999999997584,1.4199999999999982,3.3200000000000003,4.32,1.8599999999999994
RUNX(Runt),-0.0799999999999983,6.059999999999999,5.209999999999997,5.959999999999997,6.129999999999999
RUNX-AML(Runt),-0.11999999999999744,5.41,4.27,4.989999999999998,5.080000000000002
RUNX1(Runt),-0.259999999999998,6.840000000000003,5.340000000000003,6.230000000000004,7.050000000000004
RUNX2(Runt),0.120000000000001,6.199999999999999,5.169999999999998,5.919999999999998,6.059999999999999
SPDEF(ETS),-0.25,0.030000000000001137,2.84,3.879999999999999,1.0899999999999999
Sp5(Zf),-0.14999999999999858,-0.39000000000000057,2.1999999999999993,1.1900000000000013,0.4299999999999997
Tbet(T-box),-0.5600000000000023,2.740000000000002,2.8500000000000014,2.6999999999999957,2.1400000000000006
Tbr1(T-box),-0.490000000000002,2.8399999999999963,3.0600000000000023,3.1199999999999974,2.3200000000000003
Tbx10+M1628(T-box),-0.9800000000000004,1.4499999999999993,2.169999999999998,1.9800000000000004,1.3599999999999994
Tbx2+M1626(T-box),-0.5600000000000023,2.8599999999999994,3.789999999999999,4.079999999999998,2.6199999999999974
Tbx21(T-box),-1.1099999999999994,2.4299999999999997,2.990000000000002,2.780000000000001,2.080000000000002
Tbx6(T-box),-0.7800000000000011,2.6400000000000006,3.330000000000002,3.41,2.210000000000001
Tcf4(HMG),-0.629999999999999,-3.4700000000000006,-7.3100000000000005,-7.530000000000001,-4.210000000000001
