motif_name,Prdm1KO_Tfh_vs_Naive,DKO_Tfh_vs_Naive,WT_Th1_vs_Naive,Bcl6KO_Th1_vs_Naive,DKO_Th1_vs_Naive
bZIP50(bZIP),-3.1000000000000014,-3.469999999999999,-5.140000000000001,-4.949999999999999,-2.5600000000000023
JunB(bZIP),-0.2599999999999998,1.0,2.9400000000000004,3.05,1.1800000000000006
Atf3(bZIP),-0.5099999999999998,0.8300000000000001,3.0700000000000003,3.0199999999999996,1.0099999999999998
BATF(bZIP),-0.6600000000000001,0.7899999999999991,2.9800000000000004,2.869999999999999,0.879999999999999
FEA4(bZIP),-1.9100000000000001,-1.5600000000000023,-2.740000000000002,-2.9299999999999997,-0.6099999999999994
Fos+M2278(bZIP),-0.5,0.7399999999999993,2.3,2.25,1.12
Fosl1+M0296(bZIP),-2.7899999999999956,-0.269999999999996,0.10000000000000142,-0.09999999999999432,0.5900000000000034
Fosl2(bZIP),-0.39999999999999947,0.5900000000000007,1.9800000000000004,1.9700000000000006,0.9700000000000006
Fra1(bZIP),-0.45999999999999996,0.79,2.58,2.7200000000000006,1.1799999999999997
Jun+M0311(bZIP),-2.049999999999999,-1.9999999999999982,-0.6699999999999982,-1.25,-1.259999999999998
Fra2(bZIP),-0.3700000000000001,0.6200000000000001,2.37,2.4899999999999993,1.0300000000000002
AP-1(bZIP),-0.8499999999999996,0.5099999999999998,2.869999999999999,2.91,0.9000000000000004
KLF6(Zf),-0.7799999999999976,-0.6499999999999986,-3.1199999999999974,-1.7799999999999976,-0.639999999999997
Sp5(Zf),-0.8299999999999983,1.4400000000000013,-1.4800000000000004,0.15000000000000213,1.610000000000003
KLF14(Zf),-1.6799999999999997,-0.3399999999999963,-3.6499999999999986,-2.0899999999999963,-0.7299999999999969
KLF5(Zf),-0.07000000000000028,-0.8700000000000045,-3.3000000000000043,-1.9000000000000021,-0.6700000000000017
Egr3+M0414(Zf),-0.25,2.620000000000001,0.030000000000001137,2.1700000000000017,3.270000000000003
Tbr1(T-box),-1.129999999999999,-1.5299999999999976,1.370000000000001,0.1700000000000017,-0.5999999999999979
Tbx6(T-box),0.05000000000000071,-1.1600000000000001,0.46000000000000085,-0.03999999999999915,-0.2099999999999973
Tbx21(T-box),-1.1500000000000021,-1.5899999999999999,0.5499999999999972,-0.3100000000000023,-0.6799999999999997
Tbet(T-box),-0.5299999999999976,-1.5499999999999972,0.4700000000000024,-0.36999999999999744,-0.16999999999999815
Tbx2+M1626(T-box),-0.17999999999999972,-2.120000000000001,0.4299999999999997,0.23000000000000043,-0.4400000000000013
Tbx10+M1628(T-box),-0.75,-1.0299999999999994,-0.1999999999999993,-0.7599999999999998,-0.46999999999999886
RUNX2(Runt),-2.1400000000000006,-7.0,-3.1700000000000017,-4.719999999999999,-6.600000000000001
RUNX(Runt),-3.210000000000001,-8.030000000000001,-3.9400000000000013,-5.449999999999999,-7.75
RUNX-AML(Runt),-2.129999999999999,-7.050000000000001,-3.2399999999999984,-4.859999999999999,-6.509999999999998
RUNX1(Runt),-3.0700000000000003,-8.410000000000004,-3.9100000000000037,-6.070000000000004,-8.140000000000004
NFAT(RHD),-0.27000000000000135,1.7400000000000002,2.4499999999999993,2.3099999999999987,2.75
Nfatc2+M1518(NFAT),-0.4800000000000004,3.3500000000000014,4.48,4.800000000000001,4.43
Nfatc3+M1517(NFAT),-0.9200000000000017,3.1999999999999993,4.68,4.640000000000001,4.41
Nfat5+M1519(NFAT),-0.7399999999999984,1.8800000000000026,3.41,3.1300000000000026,2.4800000000000004
Irf5+M1267(IRF),-1.0800000000000018,-0.6400000000000006,1.389999999999997,1.0199999999999996,-0.360000000000003
Tcf7l2+M1585(HMG),-0.8299999999999983,4.879999999999999,11.930000000000003,10.599999999999998,5.489999999999998
Tcf7(HMG),-0.5599999999999987,2.99,7.73,6.900000000000002,2.8500000000000014
LEF1(HMG),-0.33000000000000185,4.829999999999998,10.919999999999998,10.009999999999998,5.43
Tcf4(HMG),0.009999999999999787,4.079999999999998,9.73,9.11,4.329999999999998
EHF(ETS),-0.9400000000000048,-1.9100000000000037,-3.0700000000000003,-4.280000000000001,-2.960000000000001
EWS:ERG-fusion(ETS),-1.6899999999999977,-1.8900000000000006,-2.9199999999999946,-4.699999999999999,-3.299999999999997
ELF1(ETS),-0.4400000000000013,-1.0799999999999983,-4.629999999999999,-5.109999999999999,-2.6499999999999986
ELF3(ETS),-1.5999999999999979,-0.6400000000000006,-2.419999999999998,-3.4599999999999973,-2.5299999999999976
ELF5(ETS),-0.6900000000000013,-0.25,-2.039999999999999,-2.6499999999999986,-1.9800000000000004
ETS+M0698(ETS),-1.3100000000000023,-2.3699999999999974,-6.109999999999999,-6.899999999999999,-3.1199999999999974
ERG(ETS),-1.8700000000000045,-3.039999999999999,-5.390000000000001,-7.230000000000004,-4.840000000000003
ETS1(ETS),-1.1499999999999986,-3.0700000000000003,-5.219999999999999,-7.329999999999998,-3.780000000000001
ETV1(ETS),-1.4899999999999949,-2.989999999999995,-6.659999999999997,-8.119999999999997,-4.509999999999998
ETV4(ETS),-1.5300000000000011,-2.5600000000000023,-6.5,-7.539999999999999,-3.710000000000001
SPDEF(ETS),-1.990000000000002,-2.6700000000000017,-4.32,-5.619999999999997,-4.189999999999998
EWS:FLI1-fusion(ETS),-1.4299999999999997,-2.200000000000003,-4.210000000000001,-5.650000000000002,-3.5700000000000003
Elf2+M0708(ETS),-1.0600000000000023,-1.210000000000008,-3.940000000000005,-5.050000000000004,-2.1500000000000057
Elf4(ETS),-0.75,-1.5,-3.690000000000005,-4.850000000000001,-2.260000000000005
Elk1(ETS),-1.4700000000000024,-1.75,-5.280000000000001,-5.859999999999999,-2.41
Elk3+M0692(ETS),-1.0799999999999983,-1.5899999999999999,-5.439999999999998,-5.989999999999998,-2.419999999999998
Elk4(ETS),-1.6899999999999977,-1.8399999999999999,-5.719999999999999,-6.43,-2.539999999999999
Ets1-distal(ETS),-0.16000000000000014,-0.75,-2.400000000000002,-3.6700000000000017,-1.9800000000000004
Etv2(ETS),-0.769999999999996,-2.4499999999999957,-5.189999999999998,-7.039999999999999,-4.299999999999997
