Motif	Num	Protection_Score_WT-Tfh	Protection_Score_WT-Th1	Protection_Diff_WT-Tfh_WT-Th1	TC_WT-Tfh	TC_WT-Th1	TC_Diff_WT-Tfh_WT-Th1	TF_Activity	Z_score	P_values
MA0740.1.KLF14	374	0.2795248640162073	0.2999191597943759	0.020394295778168592	0.6160434572135897	0.8282299926814185	0.21218653546782884	0.23258083124599743	0.9050404148677216	0.3654439768174641
MA0496.2.MAFK	270	-0.07215355437703923	-0.08161535678274866	-0.00946180240570943	0.6228613865790243	0.5987165295131843	-0.02414485706584002	-0.03360665947154945	-0.06155175207352912	0.9509198003079421
MA0591.1.Bach1::Mafk	408	0.07971687220854612	0.07666677908303182	-0.003050093125514297	0.6086634268592407	0.628725424141488	0.020061997282247335	0.017011904156733038	0.1222566867566502	0.9026957335679777
MA0690.1.TBX21	374	0.09070304744499649	0.2193329145526308	0.1286298671076343	0.49077336262273336	0.8992785015027219	0.40850513887998857	0.5371350059876229	2.0109514361594023	0.04433058656639126
MA0659.1.MAFG	150	-0.043615208242836975	-0.1406237315017435	-0.09700852325890653	0.5862530139070519	0.5637686916908671	-0.022484322216184793	-0.11949284547509133	-0.37342559113222706	0.7088317158060536
MA0002.2.RUNX1	1104	0.13353206871448267	0.2043563205897268	0.07082425187524413	0.5523095954564894	0.835438719261553	0.2831291238050636	0.3539533756803077	1.3457739385043366	0.17837543271014622
MA0741.1.KLF16	1276	0.11949746709792954	0.104396877132828	-0.015100589965101538	0.5559589793158454	0.5908698692256518	0.0349108899098064	0.01981029994470486	0.13241834928017257	0.8946534018495613
MA0501.1.MAF::NFE2	374	-0.022324056167074904	-0.0197049313207222	0.0026191248463527037	0.6280830747131323	0.5267219957121204	-0.10136107900101188	-0.09874195415465917	-0.2980740073545272	0.7656466794719411
MA1107.1.KLF9	1244	-0.136735781468701	-0.171712624749831	-0.034976843281130016	0.5231542329613456	0.6880040512494809	0.16484981828813539	0.12987297500700537	0.5320829589920779	0.5946685394146771
MA0140.2.GATA1::TAL1	122	-0.10010047793437969	-0.03537555611967909	0.0647249218147006	0.5726278706503795	0.526827569876571	-0.04580030077380848	0.018924621040892126	0.12920223161610508	0.8971976304381442
MA1421.1.TCF7L1	764	0.4396811568697222	0.1781513784920716	-0.26152977837765057	0.6248383915029654	0.3305566443190761	-0.2942817471838893	-0.5558115255615399	-1.9578058988801212	0.0502527929892944
MA0768.1.LEF1	918	0.46289405573630266	0.14325403979912643	-0.3196400159371762	0.5936029126628946	0.2836095826427965	-0.30999333002009805	-0.6296333459572743	-2.225871062842227	0.026022819143315026
MA0463.1.Bcl6	196	0.24169809277427717	0.10438079858586198	-0.1373172941884152	0.45928532613241696	0.4552151911774443	-0.0040701349549726595	-0.14138742914338787	-0.452930202769562	0.6505990017588201
MA0482.1.Gata4	232	-0.03609534475269269	-0.13835730704350713	-0.10226196229081444	0.48811829696815645	0.4521579211012061	-0.035960375866950334	-0.13822233815776477	-0.4414369799058101	0.6588966755330363
MA0731.1.BCL6B	82	0.20610845358657714	0.22368568107382358	0.01757722748724644	0.5417212370564459	0.448435084815797	-0.0932861522406489	-0.07570892475340246	-0.21443541960508927	0.8302075231418955
MA1104.1.GATA6	198	0.10646810092948411	0.07719792023591543	-0.02927018069356868	0.5267007417075024	0.5348214426131285	0.00812070090562611	-0.02114947978794257	-0.016316672574128888	0.9869817565214035
MA0036.3.GATA2	232	-0.006767877141130009	-0.0177887966198794	-0.011020919478749391	0.46520250243766376	0.4452920697742351	-0.01991043266342868	-0.03093135214217807	-0.05183705397948969	0.9586585304213336
MA0769.1.Tcf7	1008	0.3854879516412357	0.14267829900745096	-0.24280965263378476	0.61589494532213	0.30208609629051697	-0.313808849031613	-0.5566185016653977	-1.9607362273444495	0.049909800718346595
MA0523.1.TCF7L2	1130	0.5335959990063075	0.17948910589909423	-0.35410689310721327	0.6238681738983923	0.2786358666047599	-0.3452323072936324	-0.6993392004008456	-2.478990143357537	0.01317549470389102
MA0766.1.GATA5	150	-0.11464569023831425	-0.23146142141591358	-0.11681573117759933	0.45787682518697786	0.5100342593327488	0.05215743414577095	-0.06465829703182838	-0.17430787579503285	0.861623510006567
MA0035.3.Gata1	262	-0.010654096670005851	-0.03325403541154755	-0.022599938741541696	0.5401697104434279	0.47702499273877663	-0.06314471770465124	-0.08574465644619295	-0.25087762662851604	0.801908722700111
MA0511.2.RUNX2	612	0.039196674074444826	0.03137584589000175	-0.007820828184443074	0.5715142330104581	0.8008840762158699	0.22936984320541176	0.2215490150209687	0.8649811802226081	0.387049118376967
MA0495.2.MAFF	238	0.04178263646792804	-0.02408380494754931	-0.06586644141547734	0.6089432388936891	0.5564429334214887	-0.052500305472200415	-0.11836674688767776	-0.36933645053864234	0.71187695953278
MA0684.1.RUNX3	660	0.24436264820229187	0.2956680345035563	0.05130538630126441	0.562908132657195	0.8288267807946611	0.26591864813746613	0.31722403443873054	1.2124006780054335	0.22535904151339248
MA0037.3.GATA3	132	-0.13594350621143972	-0.2530988956306089	-0.11715538941916917	0.45998328429445107	0.5480852342138007	0.08810194991934966	-0.029053439499819506	-0.04501789187156845	0.9640930477601541
MA0508.2.PRDM1	430	0.18257529031885225	0.21150434844170243	0.028929058122850182	0.5541409655087727	0.5174593606470229	-0.03668160486174976	-0.0077525467388995795	0.03233088224272002	0.9742081816038743
