Motif	Num	Protection_Score_WT	Protection_Score_KO	Protection_Diff_WT_KO	TC_WT	TC_KO	TC_Diff_WT_KO	TF_Activity	Z_score	P_values
MA0740.1.KLF14	104	0.2698967544397367	0.2158650091320969	-0.054031745307639795	0.48413632388972727	0.5224192951622699	0.038282971272542654	-0.01574877403509714	0.6948734702886362	0.4871345999053802
MA0496.2.MAFK	58	0.015123525033261111	-0.0567834560659982	-0.07190698109925932	0.3283965435793839	0.3425727184640991	0.014176174884715176	-0.05773080621454414	0.19783760387570312	0.8431721239676512
MA0591.1.Bach1::Mafk	62	-0.004042232497369333	-0.06041671158528665	-0.05637447908791732	0.44253752873081487	0.47036909678811517	0.027831568057300304	-0.028542911030617013	0.5434004558477773	0.5868541119175974
MA0690.1.TBX21	72	0.16243786146835998	0.052779494420318845	-0.10965836704804113	0.4772356333139803	0.481979027057173	0.004743393743192714	-0.10491497330484842	-0.36078764967225196	0.7182581959950829
MA0659.1.MAFG	44	0.0019935555725661726	0.04145589379923212	0.03946233822666595	0.3344743238416688	0.3253136110634192	-0.009160712778249591	0.03030162544841636	1.2400757632151649	0.2149473725794646
MA0002.2.RUNX1	200	0.13596049004901717	0.13452437537850842	-0.001436114670508748	0.38405953029466	0.3858125484762752	0.001753018181615218	0.00031690351110646997	0.8850790783582096	0.3761139825078559
MA0741.1.KLF16	448	0.06931165535332973	0.0050894512476737045	-0.06422220410565602	0.40867701873362294	0.4127544961863288	0.004077477452705869	-0.06014472665295015	0.16925859103929258	0.8655932455450505
MA0501.1.MAF::NFE2	40	0.03446003204007348	0.06514497597022226	0.030684943930148777	0.3836415492711603	0.38889974566094154	0.005258196389781256	0.03594314031993003	1.306867080511544	0.19125785806775242
MA0731.1.BCL6B	20	0.20832655733317157	0.14250463493486082	-0.06582192239831075	0.23931334503719062	0.23792078180428897	-0.0013925632329016557	-0.0672144856312124	0.0855579315745158	0.9318178415193077
MA0140.2.GATA1::TAL1	26	0.00793813983646284	-0.005158538821171461	-0.013096678657634302	0.36871141316903905	0.3833668194968925	0.014655406327853449	0.0015587276702191469	0.8997813477533356	0.36823662241782806
MA1421.1.TCF7L1	102	0.30958745362205076	0.2540189571031387	-0.05556849651891205	0.41824336767987796	0.3809585468411133	-0.037284820838764665	-0.09285331735767671	-0.21798666308703885	0.8274395028793622
MA0768.1.LEF1	102	0.3746991006139898	0.35286861983870277	-0.021830480775287042	0.419810943681037	0.3843388762569553	-0.03547206742408171	-0.05730254819936875	0.2029078585196694	0.8392070518420519
MA0463.1.Bcl6	42	0.003213056600473059	-0.029231719986638042	-0.032444776587111104	0.24391738770222166	0.23601989957125896	-0.007897488130962693	-0.0403422647180738	0.40370493186528456	0.6864297124881165
MA0482.1.Gata4	44	0.039871111451324694	-0.10882172122298464	-0.14869283267430933	0.29378713700976095	0.22473458217478506	-0.06905255483497588	-0.2177453875092852	-1.6966153781186042	0.08976940051573645
MA1107.1.KLF9	432	-0.09001764823038297	-0.1200733498062253	-0.030055701575842336	0.3132113020334069	0.3193159412429283	0.0061046392095213675	-0.02395106236632097	0.597764510201792	0.5499970742623362
MA1104.1.GATA6	46	0.076275169732969	-0.15696162688477408	-0.23323679661774308	0.31138932324496643	0.26365334863063977	-0.04773597461432666	-0.28097277123206976	-2.4451803193141486	0.014477973588493585
MA0036.3.GATA2	44	-0.09967777862831184	-0.1658235751969288	-0.06614579656861697	0.2572735928385481	0.19691549554635293	-0.060358097292195184	-0.12650389386081215	-0.6163843246399466	0.5376408965529359
MA0769.1.Tcf7	136	0.2392266687079484	0.16155605671759599	-0.07767061199035241	0.3759276222553477	0.3377887642900401	-0.03813885796530758	-0.11580946995566	-0.4897703430021835	0.6242964189511298
MA0523.1.TCF7L2	124	0.441847106058601	0.31683412630678726	-0.12501297975181375	0.4298060420398022	0.3974495321074399	-0.03235650993236233	-0.15736948968417608	-0.9818098975813082	0.32619351118566364
MA0766.1.GATA5	30	-0.0417697358061497	-0.27143739987592513	-0.22966766406977543	0.22179080442560684	0.20989283708540482	-0.011897967340202015	-0.24156563140997744	-1.9786292528815361	0.04785776360271545
MA0035.3.Gata1	54	0.03248757229367198	-0.029556516875378636	-0.06204408916905062	0.30726403900909766	0.2464524602616149	-0.06081157874748275	-0.12285566791653336	-0.5731920576402448	0.5665146614476416
MA0511.2.RUNX2	96	0.16446833473671446	0.1514111746182895	-0.013057160118424949	0.42325849801745896	0.4293694339052963	0.006110935887837343	-0.006946224230587605	0.799089077337533	0.4242387626457851
MA0495.2.MAFF	44	-4.85722573273506e-17	-0.023318940262068252	-0.023318940262068204	0.3541883733926015	0.35266298544485714	-0.0015253879477443721	-0.024844328209812576	0.587188910608157	0.5570768392927624
MA0684.1.RUNX3	112	0.34111950908355587	0.29179520486661964	-0.04932430421693623	0.4302993529611272	0.4196265876877685	-0.010672765273358698	-0.05999706949029493	0.17100674142559857	0.8642184647886214
MA0037.3.GATA3	34	-0.02948451939257623	-0.2682440187009143	-0.23875949930833806	0.25986097143405373	0.25121816777300654	-0.008642803661047194	-0.24740230296938526	-2.047731079422421	0.040586356771753165
MA0508.2.PRDM1	46	0.03813758486648444	0.07710395706620496	0.03896637219972052	0.3687964358554812	0.3718809776674808	0.003084541811999575	0.04205091401172009	1.3791785535668957	0.16783970875269905
MA0089.1.MAFG::NFE2L1	108	-0.05198011566987519	0.008444719107251066	0.060424834777126256	0.3975979039940934	0.39138025093220996	-0.0062176530618834325	0.05420718171524282	1.523099672595669	0.12773377076111275
MA0657.1.KLF13	42	0.10810990443944621	0.07025438585023944	-0.03785551858920677	0.3932746163606335	0.41768727762328167	0.024412661262648183	-0.013442857326558588	0.7221737997297065	0.47018762949134707
