Motif	Num	Protection_Score_WT	Protection_Score_KO	Protection_Diff_WT_KO	TC_WT	TC_KO	TC_Diff_WT_KO	TF_Activity	Z_score	P_values
MA0740.1.KLF14	106	0.2865353394121022	0.09983507153474547	-0.18670026787735672	0.8423132055445148	0.7687394074315568	-0.07357379811295806	-0.2602740659903148	-2.019369459374096	0.04344883338524686
MA0496.2.MAFK	64	-0.02448200010601909	-0.0874110800473978	-0.06292907994137871	0.7234834580780964	0.7026844275780544	-0.02079903050004206	-0.08372811044142077	-0.4934716106540629	0.6216793944346464
MA0591.1.Bach1::Mafk	120	0.3004990641584524	0.17053075093351566	-0.12996831322493674	0.7586576961885896	0.7653731643223336	0.006715468133744018	-0.12325284509119272	-0.8350863895698805	0.40366906931662505
MA0690.1.TBX21	206	0.12169693256584266	0.15452624680059637	0.032829314234753715	0.746548558511734	0.8599192186272173	0.11337066011548336	0.14619997435023707	1.4938113540170925	0.13522493306453862
MA0659.1.MAFG	36	-0.3094524813400824	-0.326991307895619	-0.01753882655553657	0.5414330334557833	0.5511138643113577	0.009680830855574363	-0.007857995699962206	0.16227858484713872	0.871086477960374
MA0002.2.RUNX1	554	0.12778013167248492	0.1871406911091535	0.05936055943666857	0.7445222308205772	0.7948056078297039	0.05028337700912666	0.10964393644579523	1.1778552086458243	0.2388543344241305
MA0741.1.KLF16	360	0.12299756853264032	0.04609395545034607	-0.07690361308229425	0.7174926885807827	0.6884027534644612	-0.02908993511632152	-0.10599354819861577	-0.6859131960128644	0.4927678483097937
MA0501.1.MAF::NFE2	106	-0.07411909034792671	-0.11564106592353086	-0.04152197557560415	0.83825891537688	0.7569027876594463	-0.08135612771743372	-0.12287810329303787	-0.8318474725306759	0.40549504411053816
MA0731.1.BCL6B	24	-0.05141220022264026	0.08125537018490525	0.1326675704075455	0.7944941251796824	0.807093854840581	0.012599729660898618	0.14526730006844413	1.485750191269299	0.1373452093032346
MA0140.2.GATA1::TAL1	44	-0.188524492795014	-0.15927158608922595	0.029252906705788034	0.7597228003093507	0.7422520091243805	-0.01747079118497019	0.011782115520817843	0.3320293070726086	0.7398671293054667
MA1421.1.TCF7L1	102	0.47508172184343544	0.6257098024933883	0.1506280806499528	0.7566515304475435	0.7594594110686945	0.0028078806211510043	0.15343596127110382	1.5563524461740237	0.11962430649997041
MA0768.1.LEF1	92	0.667856797923206	0.6177426901013916	-0.05011410782181436	0.853250925434129	0.846721776676264	-0.006529148757864922	-0.05664325657967928	-0.25937550739282494	0.7953455255002153
MA0463.1.Bcl6	62	0.49338216392318957	0.4715854193812864	-0.021796744541903168	0.638793958812525	0.6445483771921143	0.005754418379589343	-0.016042326162313825	0.09154089954084736	0.92706280950693
MA0482.1.Gata4	62	-0.009097827136171868	-0.19444100314041854	-0.18534317600424666	0.8168891102268377	0.8126791152927706	-0.004209994934067152	-0.1895531709383138	-1.4081242949980857	0.159094268187693
MA1107.1.KLF9	442	-0.13027525848270827	-0.18209759636666512	-0.05182233788395685	0.6986668334867265	0.7004672748043824	0.0018004413176558876	-0.05002189656630096	-0.20214667443201162	0.8398020600547407
MA1104.1.GATA6	78	0.08436873882689655	0.04545754975379272	-0.03891118907310383	0.8614458538123198	0.8626295452214501	0.0011836914091303274	-0.0377274976639735	-0.09588540790771635	0.9236115839792777
